capture_id,capture_path,evidence_digest,classification,confidence,pf127_signal,capture_playfield_id,event_playfield_ids,resource_playfield_ids,runtime_playfield_ids,character,validation_status,raw_packet_evidence,packets_hex_bytes,raw_packets_bytes,packets_hex_rows,raw_packets_rows,enemy_name_count,enemy_names,subway_terms,repository_reference_count,repository_references,implementation_reference_count,implementation_references,artifacts,reason
20260712-161506,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-161506,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,684476,0,3766,0,6,Discarded Pet;Disobedient Bot;Filth Flea;Mugger;Thief;Violent Vagabond,discarded pet;disobedient bot;filth flea,4,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,3,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-195019,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-195019,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,85115,0,469,0,6,Discarded Pet;Disobedient Bot;Filth Flea;Mugger;Thief;Violent Vagabond,discarded pet;disobedient bot;filth flea,3,AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldCorpseAccessRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,2,AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldCorpseAccessRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-223719,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-223719,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,running,packets.hex.log,1137327,0,6213,0,0,,abmouth supremus;bloodcreeper;eumenides;filth flea;infected attendant;melded patterns;neural burnout;slum runner;vergil aeneid;workman striker,6,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/ai/CURRENT_TASK.md;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,3,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-224608,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-224608,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,running,packets.hex.log,256374,0,1500,0,0,,bloodcreeper;filth flea;melded patterns;neural burnout;redundant scan;slum runner,3,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv,2,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-224840,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-224840,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,390336,0,2359,0,18,Abmouth Supremus;Bloodcreeper;Filth Flea;Fragmented Soul;Healer;Infector;Killer;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Rage Materialization;Redundant Scan;Sanoo;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid,abmouth supremus;bloodcreeper;filth flea;melded patterns;neural burnout;redundant scan;slum runner;vergil aeneid,4,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv,3,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-232137,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-232137,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,568649,0,3482,0,16,Abmouth Supremus;Bloodcreeper;Filth Flea;Fragmented Soul;Healer;Infector;Killer;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid,abmouth supremus;bloodcreeper;filth flea;melded patterns;neural burnout;redundant scan;slum runner;vergil aeneid,8,AORebirth/Server/ZoneEngine/Core/Packets/CorpseFullUpdate.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/ai/CURRENT_TASK.md;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,5,AORebirth/Server/ZoneEngine/Core/Packets/CorpseFullUpdate.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-232711,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-232711,,SUBWAY,high,observed-instance-map,1388552,,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,222389,0,1253,0,16,Bloodcreeper;Filth Flea;Fragmented Soul;Healer;Incomplete Rebuild;Infector;Killer;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid,bloodcreeper;filth flea;melded patterns;neural burnout;redundant scan;slum runner;vergil aeneid,7,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/evidence/SUBWAY_VERGIL_20260716_034433_FOLLOWUP.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,4,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-232848,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-232848,,SUBWAY,high,observed-instance-map,1388552,,,(Playfield2:153008),Nycsubway,running,packets.hex.log,288449,0,1739,0,0,,bloodcreeper;filth flea;melded patterns;neural burnout;redundant scan;slum runner,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/ai/CURRENT_TASK.md;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,2,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260712-234401,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260712-234401,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,166881,0,930,0,16,Abmouth Supremus;Bloodcreeper;Filth Flea;Fragmented Soul;Healer;Incomplete Rebuild;Killer;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid,abmouth supremus;bloodcreeper;filth flea;melded patterns;neural burnout;redundant scan;slum runner;vergil aeneid,7,AORebirth/Server/ZoneEngine/Core/Packets/CorpseFullUpdate.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/evidence/SUBWAY_VERGIL_20260716_034433_FOLLOWUP.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,4,AORebirth/Server/ZoneEngine/Core/Packets/CorpseFullUpdate.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260713-013906,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260713-013906,,MIXED,high,event-observed-instance-map,655,655;1388552,,(Playfield2:028F),Nycsubway,running,packets.hex.log,455614,0,2238,0,0,,discarded pet;disobedient bot;filth flea;stim fiend,4,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/ORDINARY_ENEMY_RUNTIME.md,2,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal event-observed-instance-map conflicts with explicit non-PF127 event playfield evidence.
20260713-014714,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260713-014714,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,complete,packets.hex.log,135619,0,765,0,7,Discarded Pet;Disobedient Bot;Filth Flea;Mugger;Shadow;Thief;Violent Vagabond,discarded pet;disobedient bot;filth flea,6,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260713-033511,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260713-033511,,SUBWAY,high,observed-instance-map,1388552,1388552,,(Playfield2:153008),Nycsubway,incomplete,packets.hex.log,275789,0,1561,0,8,Discarded Pet;Disobedient Bot;Filth Flea;Mugger;Shadow;Stim Fiend;Thief;Violent Vagabond,discarded pet;disobedient bot;filth flea;stim fiend,6,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;enemy-respawns.csv,PF127 signal observed-instance-map has no outside event playfield.
20260713-232752,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260713-232752,,ELSEWHERE,confirmed,,1044525,1044525,,(Playfield2:FF02D),Nycfixer,incomplete,both,345477,436330,1733,1733,37,Antonio Stacklund;Barry the Food Vendor;Bodyguard Logan Fixx;Bruiser;Burning Cleaning Robot;Cedric Harding;Cleaning Robot;Desmond Calitri;Dion Giscombe;Dockworker;Dr. Mason;Garbage Flea;ICC Immigration Officer Bill;ICC Peacekeeper;Jamison Clasen;Joseph Schuemann;Kneebreaker Alfonzo Rizzolo;Luna Erke;Malfunctioning Cleaning Robot;Marco Spida;Marcus Stone;Mario Carles;Mitchell Dorph;Obedience Enforcement;Patrick Sun;Protester;Remi Gallois;Rex Larsson;Rollerrat;Shady Guy;Shane Streller;Sherwood Bannister;Shipping Manifest Terminal;Surveillance Droid;Velva Age;Vernon Godfray;Wounded Dockworker,,0,,0,,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260714-013806,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260714-013806,,ELSEWHERE,confirmed,,1079304,1079304,,(Playfield2:107808),Nycfixer,incomplete,both,311,566,2,2,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260714-171439,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260714-171439,,SUBWAY,confirmed,dossier-resource-127,127,,,(Playfield2:007F),Soldier,running,none,3,161,0,0,0,,pf127 diagnostic artifact,2,docs/ai/CURRENT_TASK.md;docs/project/PROJECT_STATE.md,0,,capture-session.json;capture_info.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv,PF127 signal dossier-resource-127 has no outside event playfield.
20260714-182132,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260714-182132,,MIXED,high,event-observed-instance-map,655,127;655,127,(Playfield2:028F),Soldier,running,both,92067,106970,305,305,0,,discarded pet;disobedient bot;filth flea;lost thought;neural burnout;pf127 diagnostic artifact;slum runner;stim fiend;vergil aeneid,1,docs/generated/aosharp_subway_lifecycle_reprocess.csv,1,docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal event-observed-instance-map conflicts with explicit non-PF127 event playfield evidence.
20260714-185728,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260714-185728,,SUBWAY,confirmed,geometry-pf127-observed,,,,,,,none,0,0,0,0,0,,pf127 diagnostic artifact,2,docs/ai/CURRENT_TASK.md;docs/project/PROJECT_STATE.md,0,,capture_info.json,PF127 signal geometry-pf127-observed has no outside event playfield.
20260714-202820,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260714-202820,,SUBWAY,confirmed,geometry-pf127-observed,,,,,,,none,0,0,0,0,0,,pf127 diagnostic artifact,4,AORebirth/Server/ZoneEngine/Content/Captured/Subway/pf127-geometry.json;AORebirth/Server/ZoneEngine/obj/CodexValidation/Content/Captured/Subway/pf127-geometry.json;docs/ai/CURRENT_TASK.md;docs/project/PROJECT_STATE.md,0,,capture_info.json,PF127 signal geometry-pf127-observed has no outside event playfield.
20260716-033326,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260716-033326,,SUBWAY,confirmed,dossier-resource-127,1407006,1407006,127,(Playfield2:15781E),Nycsubway,incomplete,both,190088,250499,1161,1161,19,Abmouth Supremus;Bloodcreeper;Empty Shell;Eumenides;Filth Flea;Fragmented Soul;Incomplete Rebuild;Infected Attendant;Infector;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid;Workman Striker,abmouth supremus;bloodcreeper;eumenides;filth flea;infected attendant;melded patterns;neural burnout;pf127 diagnostic artifact;redundant scan;slum runner;vergil aeneid;workman striker,6,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal dossier-resource-127 has no outside event playfield.
20260716-034104,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260716-034104,,SUBWAY,confirmed,dossier-resource-127,1407006,,127,(Playfield2:15781E),Nycsubway,incomplete,both,494220,655130,3055,3055,20,Abmouth Supremus;Bloodcreeper;Empty Shell;Eumenides;Filth Flea;Fragmented Soul;Incomplete Rebuild;Infected Attendant;Infector;Lost Thought;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid;Workman Striker,abmouth supremus;bloodcreeper;eumenides;filth flea;infected attendant;lost thought;melded patterns;neural burnout;pf127 diagnostic artifact;redundant scan;slum runner;vergil aeneid;workman striker,8,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyProfile.cs;docs/ai/CURRENT_TASK.md;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json;docs/project/PROJECT_STATE.md,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyProfile.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal dossier-resource-127 has no outside event playfield.
20260716-034433,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260716-034433,,SUBWAY,confirmed,dossier-resource-127,1407006,,127,(Playfield2:15781E),Nycsubway,incomplete,both,181150,239460,1124,1124,20,Abmouth Supremus;Bloodcreeper;Empty Shell;Eumenides;Filth Flea;Fragmented Soul;Incomplete Rebuild;Infected Attendant;Infector;Lost Thought;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Vergil Aeneid;Workman Striker,abmouth supremus;bloodcreeper;eumenides;filth flea;infected attendant;lost thought;melded patterns;neural burnout;pf127 diagnostic artifact;redundant scan;slum runner;vergil aeneid;workman striker,7,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/evidence/SUBWAY_VERGIL_20260716_034433_FOLLOWUP.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json;docs/project/PROJECT_STATE.md,4,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/GlobalLootRuntimeService.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal dossier-resource-127 has no outside event playfield.
20260716-034559,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260716-034559,,SUBWAY,confirmed,dossier-resource-127,1407006,,127,(Playfield2:15781E),Nycsubway,incomplete,both,124719,157512,634,634,19,Abmouth Supremus;Bloodcreeper;Empty Shell;Eumenides;Filth Flea;Fragmented Soul;Incomplete Rebuild;Infected Attendant;Infector;Lost Thought;Melded Patterns;Molested Molecules;Neural Burnout;Premature Pattern;Redundant Scan;Shadow;Slum Runner;Uncontrollable Anger;Workman Striker,abmouth supremus;bloodcreeper;eumenides;filth flea;infected attendant;lost thought;melded patterns;neural burnout;pf127 diagnostic artifact;redundant scan;slum runner;workman striker,10,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/ai/CURRENT_TASK.md;docs/evidence/SUBWAY_BLOODCREEPER_DISOBEDIENT_BOT_LOOT_AUDIT.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json;docs/project/ORDINARY_ENEMY_RUNTIME.md;docs/project/PROJECT_STATE.md,6,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatContract.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayEncounterRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/OrdinaryEnemyCatalog.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal dossier-resource-127 has no outside event playfield.
