"TerminalIdentity","CaptureSequence","Playfield","PlayfieldName","ComputedVendorId","TemplateId","TemplateName","ExistingVendorHash","ExistingTemplateHash","ExistingShopInvHash","EvidenceStatus","Slot","LowId","LowName","HighId","HighName","QL","PairKey"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","14","55759","Nano Crystal (Field of Sparks)","55759","Nano Crystal (Field of Sparks)","20","55759:55759"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","15","29804","Nano Crystal (Glowing Retribution)","29804","Nano Crystal (Glowing Retribution)","27","29804:29804"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","16","29806","Nano Crystal (Headcracker)","29806","Nano Crystal (Headcracker)","30","29806:29806"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","17","49813","Nano Crystal (Mighty Challenger to Cyclops)","49813","Nano Crystal (Mighty Challenger to Cyclops)","24","49813:49813"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","18","100202","Nano Crystal (Mongo Slam!)","100202","Nano Crystal (Mongo Slam!)","17","100202:100202"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","19","95732","Nano Crystal (Mongo's Golem)","95732","Nano Crystal (Mongo's Golem)","43","95732:95732"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","20","95729","Nano Crystal (Mongo's Troll)","95729","Nano Crystal (Mongo's Troll)","4","95729:95729"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","21","55757","Nano Crystal (Poison Stingers)","55757","Nano Crystal (Poison Stingers)","47","55757:55757"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","22","118117","Nano Crystal (Thicken Skin)","118117","Nano Crystal (Thicken Skin)","37","118117:118117"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","23","202724","NanoCrystal (Edge of Steel)","202724","NanoCrystal (Edge of Steel)","8","202724:202724"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","24","202740","NanoCrystal (Edge of the Barber)","202740","NanoCrystal (Edge of the Barber)","30","202740:202740"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","25","203214","NanoCrystal (Harnessed Lightning)","203214","NanoCrystal (Harnessed Lightning)","20","203214:203214"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","26","202827","NanoCrystal (Skill of the Butcher)","202827","NanoCrystal (Skill of the Butcher)","8","202827:202827"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","27","202829","NanoCrystal (Skill of the Savage)","202829","NanoCrystal (Skill of the Savage)","30","202829:202829"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","28","202869","NanoCrystal (Talon of the Eagle)","202869","NanoCrystal (Talon of the Eagle)","35","202869:202869"
"(VendingMachine:12E3B00C)","1255","","","","43581","Basic Enforcer Crystals","","EnfNB","EnfN","ExistingVendortemplateNoCoverageMatch","29","202871","NanoCrystal (Talon of the Hawk)","202871","NanoCrystal (Talon of the Hawk)","10","202871:202871"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","0","44004","Nano Crystal (Active Remedy)","44004","Nano Crystal (Active Remedy)","33","44004:44004"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","1","28753","Nano Crystal (Bind Wounds)","28753","Nano Crystal (Bind Wounds)","24","28753:28753"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","2","28754","Nano Crystal (Biotoxin MK I)","28754","Nano Crystal (Biotoxin MK I)","27","28754:28754"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","3","28755","Nano Crystal (Biotoxin MK II)","28755","Nano Crystal (Biotoxin MK II)","43","28755:28755"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","4","27805","Nano Crystal (Blood Circle)","27805","Nano Crystal (Blood Circle)","24","27805:27805"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","5","97464","Nano Crystal (Bodily Amplification)","97464","Nano Crystal (Bodily Amplification)","43","97464:97464"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","6","44198","Nano Crystal (Cancerous Burrower)","44198","Nano Crystal (Cancerous Burrower)","33","44198:44198"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","7","43995","Nano Crystal (Cellular Grafting)","43995","Nano Crystal (Cellular Grafting)","47","43995:43995"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","8","43999","Nano Crystal (Company Policy)","43999","Nano Crystal (Company Policy)","37","43999:43999"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","9","43985","Nano Crystal (Counteract Damage)","43985","Nano Crystal (Counteract Damage)","50","43985:43985"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","10","43987","Nano Crystal (Cursory Examination)","43987","Nano Crystal (Cursory Examination)","30","43987:43987"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","11","44201","Nano Crystal (Dark Venom)","44201","Nano Crystal (Dark Venom)","47","44201:44201"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","12","44186","Nano Crystal (Dissolve Molecular Bonding)","44186","Nano Crystal (Dissolve Molecular Bonding)","10","44186:44186"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","13","28767","Nano Crystal (Doctor's Grace)","28767","Nano Crystal (Doctor's Grace)","7","28767:28767"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","14","43993","Nano Crystal (Dress Wounds)","43993","Nano Crystal (Dress Wounds)","10","43993:43993"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","15","43976","Nano Crystal (Easing Touch)","43976","Nano Crystal (Easing Touch)","50","43976:43976"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","16","44185","Nano Crystal (Elementary Nano Contagion)","44185","Nano Crystal (Elementary Nano Contagion)","14","44185:44185"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","17","43978","Nano Crystal (Emergency Stitching)","43978","Nano Crystal (Emergency Stitching)","4","43978:43978"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","18","95748","Nano Crystal (Enhance Constitution)","95748","Nano Crystal (Enhance Constitution)","27","95748:95748"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","19","42412","Nano Crystal (Enhance Team Health)","42412","Nano Crystal (Enhance Team Health)","1","42412:42412"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","20","28770","Nano Crystal (Enhanced First Aid)","28770","Nano Crystal (Enhanced First Aid)","14","28770:28770"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","21","28771","Nano Crystal (Enlarge)","28771","Nano Crystal (Enlarge)","37","28771:28771"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","22","97459","Nano Crystal (Health Augmentation)","97459","Nano Crystal (Health Augmentation)","4","97459:97459"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","23","95749","Nano Crystal (Health Graft)","95749","Nano Crystal (Health Graft)","17","95749:95749"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","24","97458","Nano Crystal (Health Surge)","97458","Nano Crystal (Health Surge)","30","97458:97458"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","25","44188","Nano Crystal (Infected Wounds)","44188","Nano Crystal (Infected Wounds)","30","44188:44188"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","26","43975","Nano Crystal (Inferior Cleanse Wounds)","43975","Nano Crystal (Inferior Cleanse Wounds)","14","43975:43975"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","27","28780","Nano Crystal (Inflict Harm)","28780","Nano Crystal (Inflict Harm)","7","28780:28780"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","28","42416","Nano Crystal (Lasting Heal)","42416","Nano Crystal (Lasting Heal)","14","42416:42416"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","29","43961","Nano Crystal (Lesser Circle of Renewal)","43961","Nano Crystal (Lesser Circle of Renewal)","47","43961:43961"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","30","43962","Nano Crystal (Lesser Nano Bandage)","43962","Nano Crystal (Lesser Nano Bandage)","17","43962:43962"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","31","43963","Nano Crystal (Lesser Nano Surgery)","43963","Nano Crystal (Lesser Nano Surgery)","24","43963:43963"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","32","97455","Nano Crystal (Life Reinforcement)","97455","Nano Crystal (Life Reinforcement)","50","97455:97455"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","33","44189","Nano Crystal (Limited Nano Reaper)","44189","Nano Crystal (Limited Nano Reaper)","7","44189:44189"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","34","95746","Nano Crystal (Medic's Respite)","95746","Nano Crystal (Medic's Respite)","47","95746:95746"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","35","95742","Nano Crystal (Metabolism Booster)","95742","Nano Crystal (Metabolism Booster)","33","95742:95742"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","36","43949","Nano Crystal (Minor Balm)","43949","Nano Crystal (Minor Balm)","40","43949:43949"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","37","44203","Nano Crystal (Minor Consuming Toxin)","44203","Nano Crystal (Minor Consuming Toxin)","37","44203:44203"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","38","43950","Nano Crystal (Minor Team Purification)","43950","Nano Crystal (Minor Team Purification)","33","43950:43950"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","39","99594","Nano Crystal (Muscle Atrophy)","99594","Nano Crystal (Muscle Atrophy)","17","99594:99594"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","40","44193","Nano Crystal (Parasitic Affliction)","44193","Nano Crystal (Parasitic Affliction)","40","44193:44193"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","41","43954","Nano Crystal (Periodic Checkup)","43954","Nano Crystal (Periodic Checkup)","27","43954:43954"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","42","43955","Nano Crystal (Physician's Skill)","43955","Nano Crystal (Physician's Skill)","33","43955:43955"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","43","29358","Nano Crystal (Pistol Mastery)","29358","Nano Crystal (Pistol Mastery)","24","29358:29358"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","44","28785","Nano Crystal (Premium Cover)","28785","Nano Crystal (Premium Cover)","37","28785:28785"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","45","44204","Nano Crystal (Primitive Nano Gorger)","44204","Nano Crystal (Primitive Nano Gorger)","20","44204:44204"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","46","44195","Nano Crystal (Protein Breakdown)","44195","Nano Crystal (Protein Breakdown)","17","44195:44195"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","47","43938","Nano Crystal (Recurrent Remedy)","43938","Nano Crystal (Recurrent Remedy)","40","43938:43938"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","48","43939","Nano Crystal (Relief From Pain)","43939","Nano Crystal (Relief From Pain)","20","43939:43939"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","49","43941","Nano Crystal (Restorative Boost)","43941","Nano Crystal (Restorative Boost)","40","43941:43941"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","50","82011","Nano Crystal (Shatter Bone)","82011","Nano Crystal (Shatter Bone)","37","82011:82011"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","51","28787","Nano Crystal (Specialist Treatment)","28787","Nano Crystal (Specialist Treatment)","33","28787:28787"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","52","43942","Nano Crystal (Spreading Health)","43942","Nano Crystal (Spreading Health)","27","43942:43942"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","53","28789","Nano Crystal (Superior Healing)","28789","Nano Crystal (Superior Healing)","30","28789:28789"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","54","97449","Nano Crystal (Survivability Booster)","97449","Nano Crystal (Survivability Booster)","14","97449:97449"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","55","43930","Nano Crystal (Team Field Dressings)","43930","Nano Crystal (Team Field Dressings)","20","43930:43930"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","56","42420","Nano Crystal (Team Healing)","42420","Nano Crystal (Team Healing)","40","42420:42420"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","57","99589","Nano Crystal (Tired Limbs)","99589","Nano Crystal (Tired Limbs)","7","99589:99589"
"(VendingMachine:12E3B007)","1309","","","","43577","Basic Doctor Crystals","","DocNB","DocN","ExistingVendortemplateNoCoverageMatch","58","42423","Nano Crystal (Weak Team Heal)","42423","Nano Crystal (Weak Team Heal)","4","42423:42423"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","0","78424","Nano Crystal (Advanced Health Funnel)","78424","Nano Crystal (Advanced Health Funnel)","30","78424:78424"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","1","121518","Nano Crystal (Amateur Health Haggler)","121518","Nano Crystal (Amateur Health Haggler)","4","121518:121518"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","2","121519","Nano Crystal (Apprentice Health Haggler)","121519","Nano Crystal (Apprentice Health Haggler)","17","121519:121519"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","3","30804","Nano Crystal (Apprentice: Electrical Engineering)","30804","Nano Crystal (Apprentice: Electrical Engineering)","24","30804:30804"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","4","30758","Nano Crystal (Apprentice: Field Quantum Physics)","30758","Nano Crystal (Apprentice: Field Quantum Physics)","27","30758:30758"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","5","30759","Nano Crystal (Apprentice: Mechanical Engineering)","30759","Nano Crystal (Apprentice: Mechanical Engineering)","30","30759:30759"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","6","29103","Nano Crystal (Apprentice: Pharmaceuticals)","29103","Nano Crystal (Apprentice: Pharmaceuticals)","33","29103:29103"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","7","29102","Nano Crystal (Apprentice: Weapon Smithing)","29102","Nano Crystal (Apprentice: Weapon Smithing)","33","29102:29102"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","8","118254","Nano Crystal (Average Delayed Health Payment)","118254","Nano Crystal (Average Delayed Health Payment)","44","118254:118254"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","9","142772","Nano Crystal (Brain Swap)","142772","Nano Crystal (Brain Swap)","50","142772:142772"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","10","100454","Nano Crystal (Bright Shiny Sparkling Thing)","100454","Nano Crystal (Bright Shiny Sparkling Thing)","33","100454:100454"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","11","121520","Nano Crystal (Capable Health Haggler)","121520","Nano Crystal (Capable Health Haggler)","34","121520:121520"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","12","118259","Nano Crystal (Commonplace Delayed Health Payment)","118259","Nano Crystal (Commonplace Delayed Health Payment)","37","118259:118259"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","13","85896","Nano Crystal (Deprive Skills (Average))","85896","Nano Crystal (Deprive Skills (Average))","24","85896:85896"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","14","85898","Nano Crystal (Deprive Skills (Lesser))","85898","Nano Crystal (Deprive Skills (Lesser))","33","85898:85898"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","15","85895","Nano Crystal (Deprive Skills (Minor))","85895","Nano Crystal (Deprive Skills (Minor))","14","85895:85895"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","16","85894","Nano Crystal (Deprive Skills (Weak))","85894","Nano Crystal (Deprive Skills (Weak))","4","85894:85894"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","17","85900","Nano Crystal (Deprive Skills)","85900","Nano Crystal (Deprive Skills)","43","85900:85900"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","18","100452","Nano Crystal (Distract with Trinkets)","100452","Nano Crystal (Distract with Trinkets)","20","100452:100452"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","19","100453","Nano Crystal (Distracting Baubles)","100453","Nano Crystal (Distracting Baubles)","47","100453:100453"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","20","118255","Nano Crystal (Elementary Delayed Health Payment)","118255","Nano Crystal (Elementary Delayed Health Payment)","31","118255:118255"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","21","99629","Nano Crystal (Enforced Loan)","99629","Nano Crystal (Enforced Loan)","40","99629:99629"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","22","99628","Nano Crystal (Extended Line of Credit)","99628","Nano Crystal (Extended Line of Credit)","50","99628:99628"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","23","30771","Nano Crystal (Frequent Customer)","30771","Nano Crystal (Frequent Customer)","20","30771:30771"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","24","78423","Nano Crystal (Greater Health Funnel)","78423","Nano Crystal (Greater Health Funnel)","33","78423:78423"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","25","78421","Nano Crystal (Health Funnel)","78421","Nano Crystal (Health Funnel)","20","78421:78421"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","26","81929","Nano Crystal (Hired Hands)","81929","Nano Crystal (Hired Hands)","30","81929:81929"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","27","30266","Nano Crystal (Lend Nano: 100)","30266","Nano Crystal (Lend Nano: 100)","24","30266:30266"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","28","30781","Nano Crystal (Lend Nano: 50)","30781","Nano Crystal (Lend Nano: 50)","10","30781:30781"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","29","56259","Nano Crystal (Lesser Detain Customer)","56259","Nano Crystal (Lesser Detain Customer)","1","56259:56259"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","30","56266","Nano Crystal (Lesser Embrace of Greed)","56266","Nano Crystal (Lesser Embrace of Greed)","14","56266:56266"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","31","78420","Nano Crystal (Lesser Health Funnel)","78420","Nano Crystal (Lesser Health Funnel)","17","78420:78420"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","32","99623","Nano Crystal (Line of Credit)","99623","Nano Crystal (Line of Credit)","7","99623:99623"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","33","78418","Nano Crystal (Lossy Health Funnel)","78418","Nano Crystal (Lossy Health Funnel)","10","78418:78418"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","34","78422","Nano Crystal (Major Health Funnel)","78422","Nano Crystal (Major Health Funnel)","24","78422:78422"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","35","30790","Nano Crystal (Margin Call)","30790","Nano Crystal (Margin Call)","14","30790:30790"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","36","142774","Nano Crystal (Mental Switcheroo)","142774","Nano Crystal (Mental Switcheroo)","34","142774:142774"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","37","118250","Nano Crystal (Minor Delayed Health Payment)","118250","Nano Crystal (Minor Delayed Health Payment)","21","118250:118250"
"(VendingMachine:12E3B008)","1363","","","","43570","Basic Trader Crystals","","TraNB","TraN","ExistingVendortemplateNoCoverageMatch","38","121515","Nano Crystal (Novice Health Haggler)","121515","Nano Crystal (Novice Health Haggler)","11","121515:121515"
