"Dll","Category","Symbol","Undecorated"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Accept@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_PetDuel_Accept(void)"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Challenge@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_PetDuel_Challenge(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Challenge@N3InterfaceModule_t@@QAEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_PetDuel_Challenge(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Refuse@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_PetDuel_Refuse(void)"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Refuse@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_PetDuel_Refuse(void)"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Stop@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_PetDuel_Stop(void)"
"Interfaces.dll","AOClient","?N3Msg_PetDuel_Stop@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_PetDuel_Stop(void)"
"Interfaces.dll","AOClient","?N3Msg_PrevCameraView@n3EngineClientAnarchy_t@@QBEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_PrevCameraView(void)const "
"Interfaces.dll","AOClient","?N3Msg_PrevCameraView@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_PrevCameraView(void)"
"Interfaces.dll","AOClient","?N3Msg_QuestGetCashReward@n3EngineClientAnarchy_t@@QAEHABVIdentity_t@@@Z","public: int __thiscall n3EngineClientAnarchy_t::N3Msg_QuestGetCashReward(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_QuestGetCashReward@N3InterfaceModule_t@@QAEHABVIdentity_t@@@Z","public: int __thiscall N3InterfaceModule_t::N3Msg_QuestGetCashReward(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_QuestGetXPReward@n3EngineClientAnarchy_t@@QAEHABVIdentity_t@@@Z","public: int __thiscall n3EngineClientAnarchy_t::N3Msg_QuestGetXPReward(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_QuestGetXPReward@N3InterfaceModule_t@@QAEHABVIdentity_t@@@Z","public: int __thiscall N3InterfaceModule_t::N3Msg_QuestGetXPReward(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_QuestRemainingTime@N3InterfaceModule_t@@QAE_JABVIdentity_t@@@Z","public: __int64 __thiscall N3InterfaceModule_t::N3Msg_QuestRemainingTime(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_RefreshLaserTags@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RefreshLaserTags(void)"
"Interfaces.dll","AOClient","?N3Msg_RefreshLaserTags@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_RefreshLaserTags(void)"
"Interfaces.dll","AOClient","?N3Msg_ReleaseDummyItemID@n3EngineClientAnarchy_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_ReleaseDummyItemID(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_ReleaseDummyItemID@N3InterfaceModule_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_ReleaseDummyItemID(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RemoveBuff@n3EngineClientAnarchy_t@@QAE_NABVIdentity_t@@@Z","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_RemoveBuff(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_RemoveBuff@N3InterfaceModule_t@@QBE_NABVIdentity_t@@@Z","public: bool __thiscall N3InterfaceModule_t::N3Msg_RemoveBuff(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RemoveQuest@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RemoveQuest(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_RemoveQuest@N3InterfaceModule_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_RemoveQuest(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestCharacterInventory@n3EngineClientAnarchy_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@XZ","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall n3EngineClientAnarchy_t::N3Msg_RequestCharacterInventory(void)const "
"Interfaces.dll","AOClient","?N3Msg_RequestChecklist@n3EngineClientAnarchy_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestChecklist(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestChecklist@N3InterfaceModule_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestChecklist(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestClaims@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestClaims(void)"
"Interfaces.dll","AOClient","?N3Msg_RequestClaims@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestClaims(void)"
"Interfaces.dll","AOClient","?N3Msg_RequestClaimsDBCheck@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestClaimsDBCheck(void)"
"Interfaces.dll","AOClient","?N3Msg_RequestClaimsDBCheck@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestClaimsDBCheck(void)"
"Interfaces.dll","AOClient","?N3Msg_RequestClothInventory@n3EngineClientAnarchy_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall n3EngineClientAnarchy_t::N3Msg_RequestClothInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestImplantInventory@n3EngineClientAnarchy_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall n3EngineClientAnarchy_t::N3Msg_RequestImplantInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestImplantInventory@N3InterfaceModule_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall N3InterfaceModule_t::N3Msg_RequestImplantInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestInfoPacket@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestInfoPacket(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_RequestInfoPacket@N3InterfaceModule_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestInfoPacket(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestMailMessage@n3EngineClientAnarchy_t@@QAEX_K@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestMailMessage(unsigned __int64)"
"Interfaces.dll","AOClient","?N3Msg_RequestMailMessage@N3InterfaceModule_t@@QAEX_K@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestMailMessage(unsigned __int64)"
"Interfaces.dll","AOClient","?N3Msg_RequestRaidLocks@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestRaidLocks(void)"
"Interfaces.dll","AOClient","?N3Msg_RequestRaidLocks@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestRaidLocks(void)"
"Interfaces.dll","AOClient","?N3Msg_RequestReply@n3EngineClientAnarchy_t@@QBEXABVIdentity_t@@_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RequestReply(class Identity_t const &,bool)const "
"Interfaces.dll","AOClient","?N3Msg_RequestReply@N3InterfaceModule_t@@QBEXABVIdentity_t@@_N@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_RequestReply(class Identity_t const &,bool)const "
"Interfaces.dll","AOClient","?N3Msg_RequestSocialInventory@n3EngineClientAnarchy_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall n3EngineClientAnarchy_t::N3Msg_RequestSocialInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestSocialInventory@N3InterfaceModule_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall N3InterfaceModule_t::N3Msg_RequestSocialInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestWeaponInventory@n3EngineClientAnarchy_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall n3EngineClientAnarchy_t::N3Msg_RequestWeaponInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestWeaponInventory@N3InterfaceModule_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall N3InterfaceModule_t::N3Msg_RequestWeaponInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_RequestWornInventory@N3InterfaceModule_t@@QBEPBV?$list@VInventoryEntry_t@@V?$allocator@VInventoryEntry_t@@@std@@@std@@ABVIdentity_t@@@Z","public: class std::list<class InventoryEntry_t,class std::allocator<class InventoryEntry_t> > const * __thiscall N3InterfaceModule_t::N3Msg_RequestWornInventory(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_ResetCamera@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_ResetCamera(void)"
"Interfaces.dll","AOClient","?N3Msg_ResetSkill@n3EngineClientAnarchy_t@@QAEXH@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_ResetSkill(int)"
"Interfaces.dll","AOClient","?N3Msg_ResetSkill@N3InterfaceModule_t@@QBEXH@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_ResetSkill(int)const "
"Interfaces.dll","AOClient","?N3Msg_ReturnMail@n3EngineClientAnarchy_t@@QAEX_K@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_ReturnMail(unsigned __int64)"
"Interfaces.dll","AOClient","?N3Msg_ReturnMail@N3InterfaceModule_t@@QAEX_K@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_ReturnMail(unsigned __int64)"
"Interfaces.dll","AOClient","?N3Msg_RotateCameraDown@n3EngineClientAnarchy_t@@QAEX_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RotateCameraDown(bool)"
"Interfaces.dll","AOClient","?N3Msg_RotateCameraLeft@n3EngineClientAnarchy_t@@QAEX_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RotateCameraLeft(bool)"
"Interfaces.dll","AOClient","?N3Msg_RotateCameraRight@n3EngineClientAnarchy_t@@QAEX_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RotateCameraRight(bool)"
"Interfaces.dll","AOClient","?N3Msg_RotateCameraUp@n3EngineClientAnarchy_t@@QAEX_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_RotateCameraUp(bool)"
"Interfaces.dll","AOClient","?N3Msg_SecondarySpecialAttack@n3EngineClientAnarchy_t@@QBE_NABVIdentity_t@@W4Stat_e@GameData@@@Z","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_SecondarySpecialAttack(class Identity_t const &,enum GameData::Stat_e)const "
"Interfaces.dll","AOClient","?N3Msg_SecondarySpecialAttack@N3InterfaceModule_t@@QBE_NABVIdentity_t@@H@Z","public: bool __thiscall N3InterfaceModule_t::N3Msg_SecondarySpecialAttack(class Identity_t const &,int)const "
"Interfaces.dll","AOClient","?N3Msg_SelectedTarget@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SelectedTarget(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_SelectMission@n3EngineClientAnarchy_t@@QAEXABVMissionData_t@@ABVMissionGenerateInfo_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SelectMission(class MissionData_t const &,class MissionGenerateInfo_t const &)"
"Interfaces.dll","AOClient","?N3Msg_SelectMission@N3InterfaceModule_t@@QAEXABVMissionData_t@@ABVMissionGenerateInfo_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SelectMission(class MissionData_t const &,class MissionGenerateInfo_t const &)"
"Interfaces.dll","AOClient","?N3Msg_SendInPlayMessage@n3EngineClientAnarchy_t@@QBE_NXZ","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_SendInPlayMessage(void)const "
"Interfaces.dll","AOClient","?N3Msg_SendInPlayMessage@N3InterfaceModule_t@@QBE_NXZ","public: bool __thiscall N3InterfaceModule_t::N3Msg_SendInPlayMessage(void)const "
"Interfaces.dll","AOClient","?N3Msg_SendMail@n3EngineClientAnarchy_t@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@00ABVIdentity_t@@H_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SendMail(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class Identity_t const &,int,bool)"
"Interfaces.dll","AOClient","?N3Msg_SendMail@N3InterfaceModule_t@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@00ABVIdentity_t@@H_N@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SendMail(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class Identity_t const &,int,bool)"
"Interfaces.dll","AOClient","?N3Msg_SendMarketItem@n3EngineClientAnarchy_t@@QAEXABV?$vector@VIdentity_t@@V?$allocator@VIdentity_t@@@std@@@std@@H@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SendMarketItem(class std::vector<class Identity_t,class std::allocator<class Identity_t> > const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SendMarketItem@N3InterfaceModule_t@@QAEXABV?$vector@VIdentity_t@@V?$allocator@VIdentity_t@@@std@@@std@@H@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SendMarketItem(class std::vector<class Identity_t,class std::allocator<class Identity_t> > const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SendMentorInvite@n3EngineClientAnarchy_t@@QAEHABVIdentity_t@@H@Z","public: int __thiscall n3EngineClientAnarchy_t::N3Msg_SendMentorInvite(class Identity_t const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SendMentorInvite@N3InterfaceModule_t@@QAEHABVIdentity_t@@H@Z","public: int __thiscall N3InterfaceModule_t::N3Msg_SendMentorInvite(class Identity_t const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SendNPCChatAnswer@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@0H@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SendNPCChatAnswer(class Identity_t const &,class Identity_t const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SendNPCChatAnswer@N3InterfaceModule_t@@QAEXABVIdentity_t@@0H@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SendNPCChatAnswer(class Identity_t const &,class Identity_t const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SendPetCommand@n3EngineClientAnarchy_t@@QBEXHABVIdentity_t@@HHPBD@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SendPetCommand(int,class Identity_t const &,int,int,char const *)const "
"Interfaces.dll","AOClient","?N3Msg_SendPetCommand@N3InterfaceModule_t@@QAEXHABVIdentity_t@@HHPBD@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SendPetCommand(int,class Identity_t const &,int,int,char const *)"
"Interfaces.dll","AOClient","?N3Msg_SetAggDef@N3InterfaceModule_t@@QAEXM@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SetAggDef(float)"
"Interfaces.dll","AOClient","?N3Msg_SetLootAccess@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@00_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SetLootAccess(class Identity_t const &,class Identity_t const &,class Identity_t const &,bool)"
"Interfaces.dll","AOClient","?N3Msg_SetLootAccess@N3InterfaceModule_t@@QAEXABVIdentity_t@@00_N@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SetLootAccess(class Identity_t const &,class Identity_t const &,class Identity_t const &,bool)"
"Interfaces.dll","AOClient","?N3Msg_SetMousePos@n3EngineClientAnarchy_t@@QAEXABM0AAVVector3_t@@AAVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SetMousePos(float const &,float const &,class Vector3_t &,class Identity_t &)"
"Interfaces.dll","AOClient","?N3Msg_SetMousePos@N3InterfaceModule_t@@QAEXABM0AAVVector3_t@@AAVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SetMousePos(float const &,float const &,class Vector3_t &,class Identity_t &)"
"Interfaces.dll","AOClient","?N3Msg_SetPlayerOption@n3EngineClientAnarchy_t@@QAEXH_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SetPlayerOption(int,bool)"
"Interfaces.dll","AOClient","?N3Msg_SetPlayerOption@N3InterfaceModule_t@@QAEXH_N@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SetPlayerOption(int,bool)"
"Interfaces.dll","AOClient","?N3Msg_SetSkillTmp@n3EngineClientAnarchy_t@@QAEXW4Stat_e@GameData@@H@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SetSkillTmp(enum GameData::Stat_e,int)"
"Interfaces.dll","AOClient","?N3Msg_SetSkillTmp@N3InterfaceModule_t@@QAEXW4Stat_e@GameData@@H@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SetSkillTmp(enum GameData::Stat_e,int)"
"Interfaces.dll","AOClient","?N3Msg_SetStat@n3EngineClientAnarchy_t@@QAEXHW4Stat_e@GameData@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SetStat(int,enum GameData::Stat_e)"
"Interfaces.dll","AOClient","?N3Msg_SetStat@N3InterfaceModule_t@@QAEXHW4Stat_e@GameData@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SetStat(int,enum GameData::Stat_e)"
"Interfaces.dll","AOClient","?N3Msg_SitToggle@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SitToggle(void)"
"Interfaces.dll","AOClient","?N3Msg_SitToggle@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_SitToggle(void)"
"Interfaces.dll","AOClient","?N3Msg_SkillMaxFeedback@n3EngineClientAnarchy_t@@QAEXW4Stat_e@GameData@@AAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@H@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SkillMaxFeedback(enum GameData::Stat_e,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,int)"
"Interfaces.dll","AOClient","?N3Msg_SkillMaxFeedback@N3InterfaceModule_t@@QAEXW4Stat_e@GameData@@AAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@H@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SkillMaxFeedback(enum GameData::Stat_e,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,int)"
"Interfaces.dll","AOClient","?N3Msg_SplitItem@n3EngineClientAnarchy_t@@QAE_NABVIdentity_t@@H@Z","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_SplitItem(class Identity_t const &,int)"
"Interfaces.dll","AOClient","?N3Msg_SplitItem@N3InterfaceModule_t@@QBE_NABVIdentity_t@@H@Z","public: bool __thiscall N3InterfaceModule_t::N3Msg_SplitItem(class Identity_t const &,int)const "
"Interfaces.dll","AOClient","?N3Msg_StartCamping@n3EngineClientAnarchy_t@@QAE_NXZ","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_StartCamping(void)"
"Interfaces.dll","AOClient","?N3Msg_StartCamping@N3InterfaceModule_t@@QAE_NXZ","public: bool __thiscall N3InterfaceModule_t::N3Msg_StartCamping(void)"
"Interfaces.dll","AOClient","?N3Msg_StartPvP@n3EngineClientAnarchy_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_StartPvP(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_StartPvP@N3InterfaceModule_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_StartPvP(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_StartTreatment@n3EngineClientAnarchy_t@@QAE_NABVIdentity_t@@@Z","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_StartTreatment(class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_StopAttack@n3EngineClientAnarchy_t@@QBEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_StopAttack(void)const "
"Interfaces.dll","AOClient","?N3Msg_StringToStat@n3EngineClientAnarchy_t@@QAE?AW4Stat_e@GameData@@PBD@Z","public: enum GameData::Stat_e __thiscall n3EngineClientAnarchy_t::N3Msg_StringToStat(char const *)"
"Interfaces.dll","AOClient","?N3Msg_StringToStat@N3InterfaceModule_t@@QAE?AW4Stat_e@GameData@@PBD@Z","public: enum GameData::Stat_e __thiscall N3InterfaceModule_t::N3Msg_StringToStat(char const *)"
"Interfaces.dll","AOClient","?N3Msg_SwitchTarget@n3EngineClientAnarchy_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_SwitchTarget(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_SwitchTarget@N3InterfaceModule_t@@QBEXABVIdentity_t@@@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_SwitchTarget(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_TaxChangeLeaveConfirmed@n3EngineClientAnarchy_t@@QBEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_TaxChangeLeaveConfirmed(void)const "
"Interfaces.dll","AOClient","?N3Msg_TaxChangeLeaveConfirmed@N3InterfaceModule_t@@QBEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_TaxChangeLeaveConfirmed(void)const "
"Interfaces.dll","AOClient","?N3Msg_TeamJoinRequest@n3EngineClientAnarchy_t@@QBE_NABVIdentity_t@@_N@Z","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_TeamJoinRequest(class Identity_t const &,bool)const "
"Interfaces.dll","AOClient","?N3Msg_TeamJoinRequest@N3InterfaceModule_t@@QBE_NABVIdentity_t@@_N@Z","public: bool __thiscall N3InterfaceModule_t::N3Msg_TeamJoinRequest(class Identity_t const &,bool)const "
"Interfaces.dll","AOClient","?N3Msg_TemplateIDToDynelID@n3EngineClientAnarchy_t@@QBE?AVIdentity_t@@ABV2@@Z","public: class Identity_t __thiscall n3EngineClientAnarchy_t::N3Msg_TemplateIDToDynelID(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_TemplateIDToDynelID@N3InterfaceModule_t@@QBE?AVIdentity_t@@ABV2@@Z","public: class Identity_t __thiscall N3InterfaceModule_t::N3Msg_TemplateIDToDynelID(class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_TextCommand@n3EngineClientAnarchy_t@@QAE_NHPBDABVIdentity_t@@@Z","public: bool __thiscall n3EngineClientAnarchy_t::N3Msg_TextCommand(int,char const *,class Identity_t const &)"
"Interfaces.dll","AOClient","?N3Msg_TextCommand@N3InterfaceModule_t@@QBE_NHPBDABVIdentity_t@@@Z","public: bool __thiscall N3InterfaceModule_t::N3Msg_TextCommand(int,char const *,class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_ToggleReclaim@n3EngineClientAnarchy_t@@QAEX_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_ToggleReclaim(bool)"
"Interfaces.dll","AOClient","?N3Msg_ToggleReclaim@N3InterfaceModule_t@@QAEX_N@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_ToggleReclaim(bool)"
"Interfaces.dll","AOClient","?N3Msg_TradeAbort@n3EngineClientAnarchy_t@@QAEX_N@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_TradeAbort(bool)"
"Interfaces.dll","AOClient","?N3Msg_TradeAbort@N3InterfaceModule_t@@QAEX_N@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_TradeAbort(bool)"
"Interfaces.dll","AOClient","?N3Msg_TradeAccept@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_TradeAccept(void)"
"Interfaces.dll","AOClient","?N3Msg_TradeAccept@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_TradeAccept(void)"
"Interfaces.dll","AOClient","?N3Msg_TradeAddItem@n3EngineClientAnarchy_t@@QAEXABVIdentity_t@@0H@Z","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_TradeAddItem(class Identity_t const &,class Identity_t const &,int)"
"Interfaces.dll","AOClient","?N3Msg_TradeAddItem@N3InterfaceModule_t@@QBEXABVIdentity_t@@0@Z","public: void __thiscall N3InterfaceModule_t::N3Msg_TradeAddItem(class Identity_t const &,class Identity_t const &)const "
"Interfaces.dll","AOClient","?N3Msg_TradeConfirm@n3EngineClientAnarchy_t@@QAEXXZ","public: void __thiscall n3EngineClientAnarchy_t::N3Msg_TradeConfirm(void)"
"Interfaces.dll","AOClient","?N3Msg_TradeConfirm@N3InterfaceModule_t@@QAEXXZ","public: void __thiscall N3InterfaceModule_t::N3Msg_TradeConfirm(void)"
