"Program","EntryPoint","Name","Namespace","Signature","SourceType"
"Gamecode.dll","1001cb63","N3Msg_StopCamping","n3EngineClientAnarchy_t","void __thiscall N3Msg_StopCamping(void)","ANALYSIS"
"Gamecode.dll","100275ef","N3Msg_StringToStat","n3EngineClientAnarchy_t","Stat_e __thiscall N3Msg_StringToStat(char * param_1)","ANALYSIS"
"Gamecode.dll","10028422","N3Msg_SwitchTarget","n3EngineClientAnarchy_t","void __thiscall N3Msg_SwitchTarget(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001a79a","N3Msg_TaxChangeLeaveConfirmed","n3EngineClientAnarchy_t","void __thiscall N3Msg_TaxChangeLeaveConfirmed(void)","ANALYSIS"
"Gamecode.dll","1001b9b2","N3Msg_TeamJoinRequest","n3EngineClientAnarchy_t","bool __thiscall N3Msg_TeamJoinRequest(Identity_t * param_1, bool param_2)","ANALYSIS"
"Gamecode.dll","10017e32","N3Msg_TemplateIDToDynelID","n3EngineClientAnarchy_t","Identity_t __thiscall N3Msg_TemplateIDToDynelID(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10017743","N3Msg_TextCommand","n3EngineClientAnarchy_t","bool __thiscall N3Msg_TextCommand(int param_1, char * param_2, Identity_t * param_3)","ANALYSIS"
"Gamecode.dll","10016023","N3Msg_ToggleCameraView","n3EngineClientAnarchy_t","void __thiscall N3Msg_ToggleCameraView(void)","ANALYSIS"
"Gamecode.dll","1001de75","N3Msg_ToggleReclaim","n3EngineClientAnarchy_t","void __thiscall N3Msg_ToggleReclaim(bool param_1)","ANALYSIS"
"Gamecode.dll","10015d37","N3Msg_TradeAbort","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeAbort(bool param_1)","ANALYSIS"
"Gamecode.dll","10015c65","N3Msg_TradeAccept","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeAccept(void)","ANALYSIS"
"Gamecode.dll","1001925e","N3Msg_TradeAddItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeAddItem(Identity_t * param_1, Identity_t * param_2, int param_3)","ANALYSIS"
"Gamecode.dll","10015cce","N3Msg_TradeConfirm","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeConfirm(void)","ANALYSIS"
"Gamecode.dll","10015e92","N3Msg_TradeGetInventory","n3EngineClientAnarchy_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_TradeGetInventory(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10015da6","N3Msg_TradeGetInventoryCost","n3EngineClientAnarchy_t","int __thiscall N3Msg_TradeGetInventoryCost(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10017284","N3Msg_TradeRemoveItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeRemoveItem(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","10015e24","N3Msg_TradeSetCash","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeSetCash(int param_1)","ANALYSIS"
"Gamecode.dll","10028707","N3Msg_TradeskillCombine","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeskillCombine(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","10019148","N3Msg_TradeStart","n3EngineClientAnarchy_t","void __thiscall N3Msg_TradeStart(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100276fb","N3Msg_TrainPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_TrainPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","1001b8ff","N3Msg_TransferTeamLeadership","n3EngineClientAnarchy_t","void __thiscall N3Msg_TransferTeamLeadership(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10017dbe","N3Msg_TryAbortNanoFormula","n3EngineClientAnarchy_t","void __thiscall N3Msg_TryAbortNanoFormula(void)","ANALYSIS"
"Gamecode.dll","10029581","N3Msg_TryEnterSneakMode","n3EngineClientAnarchy_t","void __thiscall N3Msg_TryEnterSneakMode(void)","ANALYSIS"
"Gamecode.dll","10027720","N3Msg_UntrainPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_UntrainPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","10026eb8","N3Msg_UpdateGlobalResearch","n3EngineClientAnarchy_t","bool __thiscall N3Msg_UpdateGlobalResearch(void)","ANALYSIS"
"Gamecode.dll","10017e63","N3Msg_UpdateNearbyTeamMembers","n3EngineClientAnarchy_t","void __thiscall N3Msg_UpdateNearbyTeamMembers(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10028883","N3Msg_UseItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_UseItem(Identity_t * param_1, bool param_2)","ANALYSIS"
"Gamecode.dll","10026a2b","N3Msg_UseItemOnCharacter","n3EngineClientAnarchy_t","void __thiscall N3Msg_UseItemOnCharacter(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1002695c","N3Msg_UseItemOnItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_UseItemOnItem(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","100292fa","N3Msg_UseSkill","n3EngineClientAnarchy_t","void __thiscall N3Msg_UseSkill(Stat_e param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","10015f95","N3Msg_ZoomInCamera","n3EngineClientAnarchy_t","void __thiscall N3Msg_ZoomInCamera(bool param_1)","ANALYSIS"
"Gamecode.dll","10015fb7","N3Msg_ZoomOutCamera","n3EngineClientAnarchy_t","void __thiscall N3Msg_ZoomOutCamera(bool param_1)","ANALYSIS"
"Gamecode.dll","10015c5a","ToClientDynelDead","n3EngineClientAnarchy_t","void __thiscall ToClientDynelDead(void)","ANALYSIS"
"GameData.dll","100044db","GetFightMode","GameData::DistrictData_t","FightTypeAllowed_e __thiscall GetFightMode(void)","ANALYSIS"
"GameData.dll","100044df","SetFightMode","GameData::DistrictData_t","void __thiscall SetFightMode(FightTypeAllowed_e param_1)","ANALYSIS"
"GUI.dll","10026307","AttackTargetInRangeMessage","TargetingModule_t","void __cdecl AttackTargetInRangeMessage(void)","ANALYSIS"
"GUI.dll","10026306","AttackTargetOutOfRangeMessage","TargetingModule_t","void __cdecl AttackTargetOutOfRangeMessage(void)","ANALYSIS"
"GUI.dll","1011b605","CharacterCreateFeedbackMessage","CharCreateModule_t","void __thiscall CharacterCreateFeedbackMessage(int param_1)","ANALYSIS"
"GUI.dll","1002649f","FightingTargetMessage","TargetingModule_t","void __cdecl FightingTargetMessage(void)","ANALYSIS"
"GUI.dll","1011b5c7","LHConnectFeedbackMessage","CharCreateModule_t","void __thiscall LHConnectFeedbackMessage(int param_1)","ANALYSIS"
"GUI.dll","100305bc","StartPvPFightDialogue","GuiSystem_c","void __thiscall StartPvPFightDialogue(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1, Identity_t * param_2)","ANALYSIS"
"GUI.dll","100302b7","StartPvPFightResult","GuiSystem_c","void __thiscall StartPvPFightResult(int param_1, Variant * param_2)","ANALYSIS"
"GUI.dll","1011ba8c","SuggestNameFeedbackMessage","CharCreateModule_t","void __thiscall SuggestNameFeedbackMessage(basic_string<char,std::char_traits<char>,std::allocator<char>_> param_1)","ANALYSIS"
"Interfaces.dll","10007cba","DefaultAttackMessage","N3InterfaceModule_t","void __cdecl DefaultAttackMessage(void)","ANALYSIS"
"Interfaces.dll","10008f21","FastAttackMessage","N3InterfaceModule_t","void __cdecl FastAttackMessage(void)","ANALYSIS"
"Interfaces.dll","1000824a","N3Msg_ActivateMech","N3InterfaceModule_t","void __thiscall N3Msg_ActivateMech(uint param_1)","ANALYSIS"
"Interfaces.dll","100099a1","N3Msg_AddToQueue","N3InterfaceModule_t","void __thiscall N3Msg_AddToQueue(int param_1)","ANALYSIS"
"Interfaces.dll","100099fa","N3Msg_Airstrike","N3InterfaceModule_t","void __thiscall N3Msg_Airstrike(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100099ca","N3Msg_ArtilleryAttack","N3InterfaceModule_t","void __thiscall N3Msg_ArtilleryAttack(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009347","N3Msg_AssistFight","N3InterfaceModule_t","void __thiscall N3Msg_AssistFight(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008e9a","N3Msg_BuildAnalyzerItem","N3InterfaceModule_t","void __thiscall N3Msg_BuildAnalyzerItem(int param_1)","ANALYSIS"
"Interfaces.dll","10008b0d","N3Msg_CameraMouseLookMovement","N3InterfaceModule_t","void __thiscall N3Msg_CameraMouseLookMovement(float param_1, float param_2)","ANALYSIS"
"Interfaces.dll","100098e0","N3Msg_CanAttack","N3InterfaceModule_t","bool __thiscall N3Msg_CanAttack(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009102","N3Msg_CanClickTargetTarget","N3InterfaceModule_t","bool __thiscall N3Msg_CanClickTargetTarget(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008262","N3Msg_CanUseMech","N3InterfaceModule_t","bool __thiscall N3Msg_CanUseMech(void)","ANALYSIS"
"Interfaces.dll","1000897b","N3Msg_CastNanoSpell","N3InterfaceModule_t","void __thiscall N3Msg_CastNanoSpell(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","1000aa51","N3Msg_ClientIPAdjust","N3InterfaceModule_t","void __thiscall N3Msg_ClientIPAdjust(map<int,int,std::less<int>,std::allocator<std::pair<int_const_,int>_>_> param_1)","ANALYSIS"
"Interfaces.dll","10008a27","N3Msg_Consider","N3InterfaceModule_t","Consider_e __thiscall N3Msg_Consider(Identity_t * param_1, float * param_2)","ANALYSIS"
"Interfaces.dll","10008193","N3Msg_ContainerAddItem","N3InterfaceModule_t","void __thiscall N3Msg_ContainerAddItem(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10009081","N3Msg_CrawlToggle","N3InterfaceModule_t","void __thiscall N3Msg_CrawlToggle(void)","ANALYSIS"
"Interfaces.dll","100091aa","N3Msg_CreateDummyItemID","N3InterfaceModule_t","bool __thiscall N3Msg_CreateDummyItemID(Identity_t * param_1, ACGItem_t * param_2)","ANALYSIS"
"Interfaces.dll","10009bd1","N3Msg_CreateRaid","N3InterfaceModule_t","void __thiscall N3Msg_CreateRaid(void)","ANALYSIS"
"Interfaces.dll","10008275","N3Msg_DefaultActionOnDynel","N3InterfaceModule_t","void __thiscall N3Msg_DefaultActionOnDynel(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009c61","N3Msg_DeleteMail","N3InterfaceModule_t","void __thiscall N3Msg_DeleteMail(__uint64 param_1)","ANALYSIS"
"Interfaces.dll","10008993","N3Msg_DeleteNano","N3InterfaceModule_t","void __thiscall N3Msg_DeleteNano(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100089ab","N3Msg_DoSocialAction","N3InterfaceModule_t","void __thiscall N3Msg_DoSocialAction(AbstractAnimID_e param_1)","ANALYSIS"
"Interfaces.dll","10007d66","N3Msg_DropItem","N3InterfaceModule_t","void __thiscall N3Msg_DropItem(Identity_t * param_1, Vector3_t * param_2)","ANALYSIS"
"Interfaces.dll","1000995d","N3Msg_Duel_Accept","N3InterfaceModule_t","void __thiscall N3Msg_Duel_Accept(void)","ANALYSIS"
"Interfaces.dll","10009945","N3Msg_Duel_Challenge","N3InterfaceModule_t","void __thiscall N3Msg_Duel_Challenge(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009990","N3Msg_Duel_Draw","N3InterfaceModule_t","void __thiscall N3Msg_Duel_Draw(void)","ANALYSIS"
"Interfaces.dll","1000996e","N3Msg_Duel_Refuse","N3InterfaceModule_t","void __thiscall N3Msg_Duel_Refuse(void)","ANALYSIS"
"Interfaces.dll","1000997f","N3Msg_Duel_Stop","N3InterfaceModule_t","void __thiscall N3Msg_Duel_Stop(void)","ANALYSIS"
"Interfaces.dll","10008232","N3Msg_EnableGFX","N3InterfaceModule_t","void __thiscall N3Msg_EnableGFX(int param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","10008b33","N3Msg_EndCameraMouseLook","N3InterfaceModule_t","void __thiscall N3Msg_EndCameraMouseLook(void)","ANALYSIS"
"Interfaces.dll","10008afc","N3Msg_EndMouseLook","N3InterfaceModule_t","void __thiscall N3Msg_EndMouseLook(void)","ANALYSIS"
"Interfaces.dll","1000951c","N3Msg_EventFeedback","N3InterfaceModule_t","bool __thiscall N3Msg_EventFeedback(Event_e param_1, Identity_t * param_2, Identity_t * param_3)","ANALYSIS"
"Interfaces.dll","100083a3","N3Msg_FlashHead","N3InterfaceModule_t","void __thiscall N3Msg_FlashHead(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000832a","N3Msg_GenerateMissions","N3InterfaceModule_t","void __thiscall N3Msg_GenerateMissions(MissionGenerateInfo_t * param_1)","ANALYSIS"
"Interfaces.dll","100089c3","N3Msg_GetActionByName","N3InterfaceModule_t","AbstractAnimID_e __thiscall N3Msg_GetActionByName(char * param_1)","ANALYSIS"
"Interfaces.dll","10008025","N3Msg_GetActionProgress","N3InterfaceModule_t","float __thiscall N3Msg_GetActionProgress(Identity_t * param_1, int * param_2, int * param_3)","ANALYSIS"
"Interfaces.dll","100087e4","N3Msg_GetAggDef","N3InterfaceModule_t","float __thiscall N3Msg_GetAggDef(void)","ANALYSIS"
"Interfaces.dll","10008d20","N3Msg_GetAlienLevelString","N3InterfaceModule_t","char * __thiscall N3Msg_GetAlienLevelString(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008daf","N3Msg_GetAreaName","N3InterfaceModule_t","void __thiscall N3Msg_GetAreaName(char * * param_1)","ANALYSIS"
"Interfaces.dll","10008a0d","N3Msg_GetAttackingID","N3InterfaceModule_t","bool __thiscall N3Msg_GetAttackingID(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008660","N3Msg_GetBreedStr","N3InterfaceModule_t","char * __thiscall N3Msg_GetBreedStr(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008c22","N3Msg_GetBuffCurrentTime","N3InterfaceModule_t","int __thiscall N3Msg_GetBuffCurrentTime(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008c12","N3Msg_GetBuffTotalTime","N3InterfaceModule_t","int __thiscall N3Msg_GetBuffTotalTime(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10009d4d","N3Msg_GetCharacterAttractorDataList","N3InterfaceModule_t","bool __thiscall N3Msg_GetCharacterAttractorDataList(vector<AttractorMeshData_t,std::allocator<AttractorMeshData_t>_> * param_1, Identity_t param_2)","ANALYSIS"
"Interfaces.dll","10009d7f","N3Msg_GetCharacterBodyShape","N3InterfaceModule_t","bool __thiscall N3Msg_GetCharacterBodyShape(uchar * param_1, Identity_t param_2)","ANALYSIS"
"Interfaces.dll","10009d1b","N3Msg_GetCharacterVisibleClothes","N3InterfaceModule_t","bool __thiscall N3Msg_GetCharacterVisibleClothes(vector<ClothData_t,std::allocator<ClothData_t>_> * param_1, Identity_t param_2)","ANALYSIS"
"Interfaces.dll","10009ce3","N3Msg_GetCharacterVisuals","N3InterfaceModule_t","bool __thiscall N3Msg_GetCharacterVisuals(vector<ClothData_t,std::allocator<ClothData_t>_> * param_1, vector<AttractorMeshData_t,std::allocator<AttractorMeshData_t>_> * param_2, uchar * param_3, Identity_t param_4)","ANALYSIS"
"Interfaces.dll","10008d10","N3Msg_GetCityNameForClanMember","N3InterfaceModule_t","char * __thiscall N3Msg_GetCityNameForClanMember(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008c6c","N3Msg_GetClanLevelString","N3InterfaceModule_t","char * __thiscall N3Msg_GetClanLevelString(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008c52","N3Msg_GetClanString","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> * __thiscall N3Msg_GetClanString(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000849e","N3Msg_GetClientPetID","N3InterfaceModule_t","Identity_t __thiscall N3Msg_GetClientPetID(int param_1)","ANALYSIS"
"Interfaces.dll","1000911c","N3Msg_GetCloseTarget","N3InterfaceModule_t","bool __thiscall N3Msg_GetCloseTarget(Identity_t * param_1, bool param_2, bool param_3)","ANALYSIS"
"Interfaces.dll","10008071","N3Msg_GetCompletedGlobalResearchGoals","N3InterfaceModule_t","void __thiscall N3Msg_GetCompletedGlobalResearchGoals(vector<unsigned_int,std::allocator<unsigned_int>_> * param_1)","ANALYSIS"
"Interfaces.dll","10008059","N3Msg_GetCompletedPersonalResearchGoals","N3InterfaceModule_t","void __thiscall N3Msg_GetCompletedPersonalResearchGoals(vector<unsigned_int,std::allocator<unsigned_int>_> * param_1)","ANALYSIS"
"Interfaces.dll","10008183","N3Msg_GetContainerInventoryList","N3InterfaceModule_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_GetContainerInventoryList(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100088a7","N3Msg_GetCorrectActionID","N3InterfaceModule_t","void __thiscall N3Msg_GetCorrectActionID(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000862c","N3Msg_GetCurrentFightMode","N3InterfaceModule_t","FightTypeAllowed_e __thiscall N3Msg_GetCurrentFightMode(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008528","N3Msg_GetCurrentHour","N3InterfaceModule_t","int __thiscall N3Msg_GetCurrentHour(void)","ANALYSIS"
"Interfaces.dll","10008515","N3Msg_GetCurrentMinute","N3InterfaceModule_t","int __thiscall N3Msg_GetCurrentMinute(void)","ANALYSIS"
"Interfaces.dll","10009b01","N3Msg_GetCurrentMovementMode","N3InterfaceModule_t","Mode_e __thiscall N3Msg_GetCurrentMovementMode(void)","ANALYSIS"
"Interfaces.dll","10009320","N3Msg_GetCurrentRoom","N3InterfaceModule_t","uint __thiscall N3Msg_GetCurrentRoom(void)","ANALYSIS"
"Interfaces.dll","10008dc7","N3Msg_GetCurrentRoomName","N3InterfaceModule_t","char * __thiscall N3Msg_GetCurrentRoomName(void)","ANALYSIS"
"Interfaces.dll","10008cf0","N3Msg_GetDamageString","N3InterfaceModule_t","char * __thiscall N3Msg_GetDamageString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","100085c1","N3Msg_GetDesc","N3InterfaceModule_t","char * __thiscall N3Msg_GetDesc(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008d9b","N3Msg_GetDistrictFightMode","N3InterfaceModule_t","FightTypeAllowed_e __thiscall N3Msg_GetDistrictFightMode(void)","ANALYSIS"
"Interfaces.dll","10008d00","N3Msg_GetDpsString","N3InterfaceModule_t","char * __thiscall N3Msg_GetDpsString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10009416","N3Msg_GetDynelsInVicinity","N3InterfaceModule_t","void __thiscall N3Msg_GetDynelsInVicinity(vector<Identity_t,std::allocator<Identity_t>_> * param_1, bool param_2, bool param_3, TypeID_e param_4)","ANALYSIS"
"Interfaces.dll","100096a9","N3Msg_GetFactionInfoString","N3InterfaceModule_t","bool __thiscall N3Msg_GetFactionInfoString(Identity_t * param_1, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_2)","ANALYSIS"
"Interfaces.dll","100096c3","N3Msg_GetFactionRange","N3InterfaceModule_t","bool __thiscall N3Msg_GetFactionRange(int param_1, int * param_2, int * param_3)","ANALYSIS"
"Interfaces.dll","10008680","N3Msg_GetFactionStr","N3InterfaceModule_t","char * __thiscall N3Msg_GetFactionStr(int param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","100085f8","N3Msg_GetFirstName","N3InterfaceModule_t","char * __thiscall N3Msg_GetFirstName(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008d56","N3Msg_GetFormulaProgress","N3InterfaceModule_t","float __thiscall N3Msg_GetFormulaProgress(Identity_t * param_1, int * param_2, int * param_3)","ANALYSIS"
"Interfaces.dll","10008bce","N3Msg_GetFormularRadius","N3InterfaceModule_t","int __thiscall N3Msg_GetFormularRadius(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000970a","N3Msg_GetFullPerkMap","N3InterfaceModule_t","vector<Perk_t,std::allocator<Perk_t>_> * __thiscall N3Msg_GetFullPerkMap(void)","ANALYSIS"
"Interfaces.dll","10008670","N3Msg_GetGenderString","N3InterfaceModule_t","char * __thiscall N3Msg_GetGenderString(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100089f5","N3Msg_GetGlobalCharacterPosition","N3InterfaceModule_t","void __thiscall N3Msg_GetGlobalCharacterPosition(Vector3_t * param_1)","ANALYSIS"
"Interfaces.dll","100089dd","N3Msg_GetGlobalCharacterRotation","N3InterfaceModule_t","void __thiscall N3Msg_GetGlobalCharacterRotation(Quaternion_t * param_1)","ANALYSIS"
"Interfaces.dll","1000962b","N3Msg_GetGridDestinationList","N3InterfaceModule_t","GridDestinationList_t * __thiscall N3Msg_GetGridDestinationList(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009618","N3Msg_GetGridDestinationList","N3InterfaceModule_t","GridDestinationList_t * __thiscall N3Msg_GetGridDestinationList(void)","ANALYSIS"
"Interfaces.dll","10009210","N3Msg_GetIndicatorPosition","N3InterfaceModule_t","Vector3_t * __thiscall N3Msg_GetIndicatorPosition(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009a12","N3Msg_GetInfo","N3InterfaceModule_t","void __thiscall N3Msg_GetInfo(void)","ANALYSIS"
"Interfaces.dll","10009675","N3Msg_GetInfoPacketACGItemData","N3InterfaceModule_t","ACGItem_t * __thiscall N3Msg_GetInfoPacketACGItemData(Identity_t * param_1, uint param_2)","ANALYSIS"
"Interfaces.dll","1000968f","N3Msg_GetInfoPacketSideXpBonus","N3InterfaceModule_t","int __thiscall N3Msg_GetInfoPacketSideXpBonus(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100095fe","N3Msg_GetInfoString","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> * __thiscall N3Msg_GetInfoString(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10007d34","N3Msg_GetItem","N3InterfaceModule_t","void __thiscall N3Msg_GetItem(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008d70","N3Msg_GetItemProgress","N3InterfaceModule_t","float __thiscall N3Msg_GetItemProgress(Identity_t * param_1, int * param_2, int * param_3)","ANALYSIS"
"Interfaces.dll","10008409","N3Msg_GetItemRewardList","N3InterfaceModule_t","list<GameData::ACGItem_t,std::allocator<GameData::ACGItem_t>_> * __thiscall N3Msg_GetItemRewardList(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100095b0","N3Msg_GetLandControlBitmap","N3InterfaceModule_t","void * __thiscall N3Msg_GetLandControlBitmap(Identity_t * param_1, int * param_2, int * param_3)","ANALYSIS"
"Interfaces.dll","100095ca","N3Msg_GetLandControlTowerList","N3InterfaceModule_t","int __thiscall N3Msg_GetLandControlTowerList(vector<MapTowerInfo_c,std::allocator<MapTowerInfo_c>_> * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","100085de","N3Msg_GetLastName","N3InterfaceModule_t","char * __thiscall N3Msg_GetLastName(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009880","N3Msg_GetLastPerkResetTime","N3InterfaceModule_t","int __thiscall N3Msg_GetLastPerkResetTime(void)","ANALYSIS"
"Interfaces.dll","10009041","N3Msg_GetLastSpeedMode","N3InterfaceModule_t","Mode_e __thiscall N3Msg_GetLastSpeedMode(void)","ANALYSIS"
"Interfaces.dll","1000a9c0","N3Msg_GetLCDistrictInfo","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> __thiscall N3Msg_GetLCDistrictInfo(int * param_1, int * param_2)","ANALYSIS"
"Interfaces.dll","10008c86","N3Msg_GetLocationString","N3InterfaceModule_t","char * __thiscall N3Msg_GetLocationString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","1000880c","N3Msg_GetMapCharacters","N3InterfaceModule_t","bool __thiscall N3Msg_GetMapCharacters(int param_1, list<MapCharacterEntry_t,std::allocator<MapCharacterEntry_t>_> * param_2, int * param_3)","ANALYSIS"
"Interfaces.dll","100092ec","N3Msg_GetMapString","N3InterfaceModule_t","bool __thiscall N3Msg_GetMapString(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1)","ANALYSIS"
"Interfaces.dll","10008794","N3Msg_GetMeshHeight","N3InterfaceModule_t","float __thiscall N3Msg_GetMeshHeight(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008342","N3Msg_GetMissionSelectionList","N3InterfaceModule_t","vector<MissionData_t,std::allocator<MissionData_t>_> * __thiscall N3Msg_GetMissionSelectionList(void)","ANALYSIS"
"Interfaces.dll","1000a915","N3Msg_GetModifierString","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> __thiscall N3Msg_GetModifierString(Identity_t * param_1, int param_2, Identity_t * param_3, bool param_4)","ANALYSIS"
"Interfaces.dll","1000957a","N3Msg_GetMovementMode","N3InterfaceModule_t","int __thiscall N3Msg_GetMovementMode(void)","ANALYSIS"
"Interfaces.dll","10009e0f","N3Msg_GetName","N3InterfaceModule_t","char * __thiscall N3Msg_GetName(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008714","N3Msg_GetNanoCostModifier","N3InterfaceModule_t","int __thiscall N3Msg_GetNanoCostModifier(void)","ANALYSIS"
"Interfaces.dll","10008d30","N3Msg_GetNanoSpellList","N3InterfaceModule_t","list<int,std::allocator<int>_> * __thiscall N3Msg_GetNanoSpellList(void)","ANALYSIS"
"Interfaces.dll","10008bb2","N3Msg_GetNanoTemplateInfoList","N3InterfaceModule_t","list<NanoTemplateInfo_c,std::allocator<NanoTemplateInfo_c>_> * __thiscall N3Msg_GetNanoTemplateInfoList(void)","ANALYSIS"
"Interfaces.dll","10008bbe","N3Msg_GetNanoTemplateInfoList","N3InterfaceModule_t","list<NanoTemplateInfo_c,std::allocator<NanoTemplateInfo_c>_> * __thiscall N3Msg_GetNanoTemplateInfoList(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009abd","N3Msg_GetNextTarget","N3InterfaceModule_t","Identity_t __thiscall N3Msg_GetNextTarget(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000986d","N3Msg_GetNumberOfAvailableAlienPerks","N3InterfaceModule_t","int __thiscall N3Msg_GetNumberOfAvailableAlienPerks(void)","ANALYSIS"
"Interfaces.dll","10009847","N3Msg_GetNumberOfAvailablePerks","N3InterfaceModule_t","int __thiscall N3Msg_GetNumberOfAvailablePerks(void)","ANALYSIS"
"Interfaces.dll","10009334","N3Msg_GetNumberOfFreeInventorySlots","N3InterfaceModule_t","int __thiscall N3Msg_GetNumberOfFreeInventorySlots(void)","ANALYSIS"
"Interfaces.dll","1000985a","N3Msg_GetNumberOfUsedAlienPerks","N3InterfaceModule_t","int __thiscall N3Msg_GetNumberOfUsedAlienPerks(void)","ANALYSIS"
"Interfaces.dll","10009834","N3Msg_GetNumberOfUsedPerks","N3InterfaceModule_t","int __thiscall N3Msg_GetNumberOfUsedPerks(void)","ANALYSIS"
"Interfaces.dll","100091f6","N3Msg_GetOverEquipLevel","N3InterfaceModule_t","int __thiscall N3Msg_GetOverEquipLevel(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100087ae","N3Msg_GetParent","N3InterfaceModule_t","bool __thiscall N3Msg_GetParent(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
