SourceRowNumber,SourceFamilyName,NormalizedFamilyName,CanonicalFamilyKey,AliasOrVariantRelationship,Zone,PlayfieldName,PlayfieldId,CoordinateX,CoordinateY,CoordinateText,ApproximateBossLevel,BossLevelDescription,MinionMinimumLevel,MinionMaximumLevel,MinionLevelDescription,BossOnlyCamp,NoMobs,CampNotes,SourceId,EvidenceConfidence,SpawnEvidenceType,StaticOrDynamic,NormalizationNotes,UnresolvedFields
164,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,2420,1340,2420x1340,60,Approximate boss level 60,45,50,45-50,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
165,Scorpiods,scorpiod,family-scorpiod,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,540,1460,540x1460,60,Approximate boss level 60,45,50,45-50,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
166,Spiders,spider,family-spider,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1980,2580,1980x2580,60,Approximate boss level 60,45,50,45-50,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
167,Spiders,spider,family-spider,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,620,3060,620x3060,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
168,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,2340,1420,2340x1420,65,Approximate boss level 65,55,60,55-60,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
169,Spiders,spider,family-spider,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1260,2540,1260x2540,70,Approximate boss level 70,55,60,55-60,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
170,Spiders,spider,family-spider,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1340,2500,1340x2500,70,Approximate boss level 70,55,60,55-60,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
171,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,2340,1500,2340x1500,75,Approximate boss level 75,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
172,Hammerbeasts,hammerbeast,family-hammerbeast,EXACT_NORMALIZATION,Wailing Wastes,Wailing Wastes,551,980,3300,980x3300,90,Approximate boss level 90,70,75,70-75,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
173,Hammerbeasts,hammerbeast,family-hammerbeast,EXACT_NORMALIZATION,Wailing Wastes,Wailing Wastes,551,1540,3340,1540x3340,90,Approximate boss level 90,70,75,70-75,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
174,Hammerbeasts,hammerbeast,family-hammerbeast,EXACT_NORMALIZATION,Wailing Wastes,Wailing Wastes,551,1700,3380,1700x3380,90,Approximate boss level 90,70,75,70-75,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
