"Dll","Category","Slot","Ordinal","ValueHex","Symbol","Undecorated"
"ACE.dll","ThirdPartyRuntime","4757","4758","1295","?remove@ACE_Filecache@@QAEPAVACE_Filecache_Object@@PBD@Z","public: class ACE_Filecache_Object * __thiscall ACE_Filecache::remove(char const *)"
"ACE.dll","ThirdPartyRuntime","4757","4758","00031490","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4758","4759","1296","?remove@ACE_Mem_Map@@QAEHXZ","public: int __thiscall ACE_Mem_Map::remove(void)"
"ACE.dll","ThirdPartyRuntime","4758","4759","00042560","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4759","4760","1297","?remove@ACE_Mutex@@QAEHXZ","public: int __thiscall ACE_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4759","4760","0003ec10","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4760","4761","1298","?remove@ACE_NT_Service@@QAEHXZ","public: int __thiscall ACE_NT_Service::remove(void)"
"ACE.dll","ThirdPartyRuntime","4760","4761","00053650","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4761","4762","1299","?remove@ACE_New_Allocator@@UAEHXZ","public: virtual int __thiscall ACE_New_Allocator::remove(void)"
"ACE.dll","ThirdPartyRuntime","4761","4762","00018040","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4762","4763","129a","?remove@ACE_Null_Mutex@@QAEHXZ","public: int __thiscall ACE_Null_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4762","4763","0000a810","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4763","4764","129b","?remove@ACE_OS_Exit_Info@@QAE_NPAX@Z","public: bool __thiscall ACE_OS_Exit_Info::remove(void *)"
"ACE.dll","ThirdPartyRuntime","4763","4764","0001f6b0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4764","4765","129c","?remove@ACE_Process_Manager@@QAEHH@Z","public: int __thiscall ACE_Process_Manager::remove(int)"
"ACE.dll","ThirdPartyRuntime","4764","4765","00068680","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4765","4766","129d","?remove@ACE_Process_Mutex@@QAEHXZ","public: int __thiscall ACE_Process_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4765","4766","0003eca0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4766","4767","129e","?remove@ACE_Process_Semaphore@@QAEHXZ","public: int __thiscall ACE_Process_Semaphore::remove(void)"
"ACE.dll","ThirdPartyRuntime","4766","4767","0002e870","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4767","4768","129f","?remove@ACE_RW_Mutex@@QAEHXZ","public: int __thiscall ACE_RW_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4767","4768","000088a0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4768","4769","12a0","?remove@ACE_RW_Process_Mutex@@QAEHXZ","public: int __thiscall ACE_RW_Process_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4768","4769","00037840","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4769","4770","12a1","?remove@ACE_Recursive_Thread_Mutex@@QAEHXZ","public: int __thiscall ACE_Recursive_Thread_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4769","4770","00008a80","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4770","4771","12a2","?remove@ACE_SPIPE@@QAEHXZ","public: int __thiscall ACE_SPIPE::remove(void)"
"ACE.dll","ThirdPartyRuntime","4770","4771","0007e1f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4771","4772","12a3","?remove@ACE_SPIPE_Acceptor@@QAEHXZ","public: int __thiscall ACE_SPIPE_Acceptor::remove(void)"
"ACE.dll","ThirdPartyRuntime","4771","4772","0008b120","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4772","4773","12a4","?remove@ACE_SV_Message_Queue@@QAEHXZ","public: int __thiscall ACE_SV_Message_Queue::remove(void)"
"ACE.dll","ThirdPartyRuntime","4772","4773","00080ae0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4773","4774","12a5","?remove@ACE_SV_Semaphore_Simple@@QBEHXZ","public: int __thiscall ACE_SV_Semaphore_Simple::remove(void)const "
"ACE.dll","ThirdPartyRuntime","4773","4774","00081210","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4774","4775","12a6","?remove@ACE_SV_Shared_Memory@@QAEHXZ","public: int __thiscall ACE_SV_Shared_Memory::remove(void)"
"ACE.dll","ThirdPartyRuntime","4774","4775","00018040","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4775","4776","12a7","?remove@ACE_Semaphore@@QAEHXZ","public: int __thiscall ACE_Semaphore::remove(void)"
"ACE.dll","ThirdPartyRuntime","4775","4776","0002e870","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4776","4777","12a8","?remove@ACE_Service_Config@@SAHQBD@Z","public: static int __cdecl ACE_Service_Config::remove(char const * const)"
"ACE.dll","ThirdPartyRuntime","4776","4777","00071560","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4777","4778","12a9","?remove@ACE_Service_Gestalt@@QAEHQBD@Z","public: int __thiscall ACE_Service_Gestalt::remove(char const * const)"
"ACE.dll","ThirdPartyRuntime","4777","4778","00073b40","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4778","4779","12aa","?remove@ACE_Service_Repository@@QAEHQBDPAPAVACE_Service_Type@@@Z","public: int __thiscall ACE_Service_Repository::remove(char const * const,class ACE_Service_Type * *)"
"ACE.dll","ThirdPartyRuntime","4778","4779","000775f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4779","4780","12ab","?remove@ACE_Shared_Memory_MM@@UAEHXZ","public: virtual int __thiscall ACE_Shared_Memory_MM::remove(void)"
"ACE.dll","ThirdPartyRuntime","4779","4780","00078620","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4780","4781","12ac","?remove@ACE_Shared_Memory_SV@@UAEHXZ","public: virtual int __thiscall ACE_Shared_Memory_SV::remove(void)"
"ACE.dll","ThirdPartyRuntime","4780","4781","00018040","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4781","4782","12ad","?remove@ACE_Static_Allocator_Base@@UAEHXZ","public: virtual int __thiscall ACE_Static_Allocator_Base::remove(void)"
"ACE.dll","ThirdPartyRuntime","4781","4782","0008d3f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4782","4783","12ae","?remove@ACE_Stream_Type@@QAEHPAVACE_Module_Type@@@Z","public: int __thiscall ACE_Stream_Type::remove(class ACE_Module_Type *)"
"ACE.dll","ThirdPartyRuntime","4782","4783","00078160","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4783","4784","12af","?remove@ACE_Thread_Mutex@@QAEHXZ","public: int __thiscall ACE_Thread_Mutex::remove(void)"
"ACE.dll","ThirdPartyRuntime","4783","4784","00008a80","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4784","4785","12b0","?remove@ACE_Token@@QAEHXZ","public: int __thiscall ACE_Token::remove(void)"
"ACE.dll","ThirdPartyRuntime","4784","4785","00018040","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4785","4786","12b1","?remove@ACE_UPIPE_Acceptor@@QAEHXZ","public: int __thiscall ACE_UPIPE_Acceptor::remove(void)"
"ACE.dll","ThirdPartyRuntime","4785","4786","0008b120","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4786","4787","12b2","?remove@Monitor_Point_Registry@Monitor_Control@ACE@@QAE_NPBD@Z","public: bool __thiscall ACE::Monitor_Control::Monitor_Point_Registry::remove(char const *)"
"ACE.dll","ThirdPartyRuntime","4786","4787","00047fe0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4787","4788","12b3","?remove_at_exit@ACE_Object_Manager@@SAHPAX@Z","public: static int __cdecl ACE_Object_Manager::remove_at_exit(void *)"
"ACE.dll","ThirdPartyRuntime","4787","4788","0000d1a0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4788","4789","12b4","?remove_at_exit_i@ACE_Object_Manager@@AAEHPAX@Z","private: int __thiscall ACE_Object_Manager::remove_at_exit_i(void *)"
"ACE.dll","ThirdPartyRuntime","4788","4789","00054830","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4789","4790","12b5","?remove_component@ACE_Framework_Repository@@QAEHPBD@Z","public: int __thiscall ACE_Framework_Repository::remove_component(char const *)"
"ACE.dll","ThirdPartyRuntime","4789","4790","00032b00","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4790","4791","12b6","?remove_constraint@Monitor_Base@Monitor_Control@ACE@@QAEPAVControl_Action@23@J@Z","public: class ACE::Monitor_Control::Control_Action * __thiscall ACE::Monitor_Control::Monitor_Base::remove_constraint(long)"
"ACE.dll","ThirdPartyRuntime","4790","4791","00046c10","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4791","4792","12b7","?remove_dll_components@ACE_Framework_Repository@@QAEHPBD@Z","public: int __thiscall ACE_Framework_Repository::remove_dll_components(char const *)"
"ACE.dll","ThirdPartyRuntime","4791","4792","00032bf0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4792","4793","12b8","?remove_dll_components_i@ACE_Framework_Repository@@AAEHPBD@Z","private: int __thiscall ACE_Framework_Repository::remove_dll_components_i(char const *)"
"ACE.dll","ThirdPartyRuntime","4792","4793","00032c90","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4793","4794","12b9","?remove_from_registry@Monitor_Base@Monitor_Control@ACE@@QAEXXZ","public: void __thiscall ACE::Monitor_Control::Monitor_Base::remove_from_registry(void)"
"ACE.dll","ThirdPartyRuntime","4793","4794","00046ea0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4794","4795","12ba","?remove_handler@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@UAEHABVACE_Handle_Set@@K@Z","public: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler(class ACE_Handle_Set const &,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4794","4795","00013230","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4795","4796","12bb","?remove_handler@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@UAEHABVACE_Sig_Set@@@Z","public: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler(class ACE_Sig_Set const &)"
"ACE.dll","ThirdPartyRuntime","4795","4796","00013180","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4796","4797","12bc","?remove_handler@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@UAEHHPAVACE_Sig_Action@@0H@Z","public: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler(int,class ACE_Sig_Action *,class ACE_Sig_Action *,int)"
"ACE.dll","ThirdPartyRuntime","4796","4797","00013210","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4797","4798","12bd","?remove_handler@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@UAEHPAVACE_Event_Handler@@K@Z","public: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler(class ACE_Event_Handler *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4797","4798","000133f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4798","4799","12be","?remove_handler@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@UAEHPAXK@Z","public: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler(void *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4798","4799","00013310","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4799","4800","12bf","?remove_handler@ACE_Reactor@@QAEHABVACE_Handle_Set@@K@Z","public: int __thiscall ACE_Reactor::remove_handler(class ACE_Handle_Set const &,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4799","4800","0000fcf0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4800","4801","12c0","?remove_handler@ACE_Reactor@@QAEHABVACE_Sig_Set@@@Z","public: int __thiscall ACE_Reactor::remove_handler(class ACE_Sig_Set const &)"
"ACE.dll","ThirdPartyRuntime","4800","4801","0000fd10","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4801","4802","12c1","?remove_handler@ACE_Reactor@@QAEHHPAVACE_Sig_Action@@0H@Z","public: int __thiscall ACE_Reactor::remove_handler(int,class ACE_Sig_Action *,class ACE_Sig_Action *,int)"
"ACE.dll","ThirdPartyRuntime","4801","4802","0000fd00","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4802","4803","12c2","?remove_handler@ACE_Reactor@@QAEHPAVACE_Event_Handler@@K@Z","public: int __thiscall ACE_Reactor::remove_handler(class ACE_Event_Handler *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4802","4803","0000fcd0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4803","4804","12c3","?remove_handler@ACE_Reactor@@QAEHPAXK@Z","public: int __thiscall ACE_Reactor::remove_handler(void *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4803","4804","0000fce0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4804","4805","12c4","?remove_handler@ACE_Sig_Handler@@UAEHHPAVACE_Sig_Action@@0H@Z","public: virtual int __thiscall ACE_Sig_Handler::remove_handler(int,class ACE_Sig_Action *,class ACE_Sig_Action *,int)"
"ACE.dll","ThirdPartyRuntime","4804","4805","00078bd0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4805","4806","12c5","?remove_handler@ACE_Sig_Handlers@@UAEHHPAVACE_Sig_Action@@0H@Z","public: virtual int __thiscall ACE_Sig_Handlers::remove_handler(int,class ACE_Sig_Action *,class ACE_Sig_Action *,int)"
"ACE.dll","ThirdPartyRuntime","4805","4806","00079080","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4806","4807","12c6","?remove_handler@ACE_WFMO_Reactor@@UAEHABVACE_Handle_Set@@K@Z","public: virtual int __thiscall ACE_WFMO_Reactor::remove_handler(class ACE_Handle_Set const &,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4806","4807","00049770","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4807","4808","12c7","?remove_handler@ACE_WFMO_Reactor@@UAEHABVACE_Sig_Set@@@Z","public: virtual int __thiscall ACE_WFMO_Reactor::remove_handler(class ACE_Sig_Set const &)"
"ACE.dll","ThirdPartyRuntime","4807","4808","0004a1f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4808","4809","12c8","?remove_handler@ACE_WFMO_Reactor@@UAEHHPAVACE_Sig_Action@@0H@Z","public: virtual int __thiscall ACE_WFMO_Reactor::remove_handler(int,class ACE_Sig_Action *,class ACE_Sig_Action *,int)"
"ACE.dll","ThirdPartyRuntime","4808","4809","0004a1e0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4809","4810","12c9","?remove_handler@ACE_WFMO_Reactor@@UAEHPAVACE_Event_Handler@@K@Z","public: virtual int __thiscall ACE_WFMO_Reactor::remove_handler(class ACE_Event_Handler *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4809","4810","00049730","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4810","4811","12ca","?remove_handler@ACE_WFMO_Reactor@@UAEHPAXK@Z","public: virtual int __thiscall ACE_WFMO_Reactor::remove_handler(void *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4810","4811","00049760","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4811","4812","12cb","?remove_handler_i@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@MAEHABVACE_Handle_Set@@K@Z","protected: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler_i(class ACE_Handle_Set const &,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4811","4812","00014cd0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4812","4813","12cc","?remove_handler_i@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@MAEHPAXK@Z","protected: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::remove_handler_i(void *,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4812","4813","00014d20","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4813","4814","12cd","?remove_handler_i@ACE_WFMO_Reactor_Handler_Repository@@QAEHIK@Z","public: int __thiscall ACE_WFMO_Reactor_Handler_Repository::remove_handler_i(unsigned int,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4813","4814","0008f800","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4814","4815","12ce","?remove_i@ACE_Filecache@@IAEPAVACE_Filecache_Object@@PBD@Z","protected: class ACE_Filecache_Object * __thiscall ACE_Filecache::remove_i(char const *)"
"ACE.dll","ThirdPartyRuntime","4814","4815","00031390","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4815","4816","12cf","?remove_i@ACE_Service_Repository@@IAEHQBDPAPAVACE_Service_Type@@@Z","protected: int __thiscall ACE_Service_Repository::remove_i(char const * const,class ACE_Service_Type * *)"
"ACE.dll","ThirdPartyRuntime","4815","4816","000776c0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4816","4817","12d0","?remove_io_handler@ACE_Asynch_Pseudo_Task@@QAEHAAVACE_Handle_Set@@@Z","public: int __thiscall ACE_Asynch_Pseudo_Task::remove_io_handler(class ACE_Handle_Set &)"
"ACE.dll","ThirdPartyRuntime","4816","4817","00011dc0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4817","4818","12d1","?remove_io_handler@ACE_Asynch_Pseudo_Task@@QAEHPAX@Z","public: int __thiscall ACE_Asynch_Pseudo_Task::remove_io_handler(void *)"
"ACE.dll","ThirdPartyRuntime","4817","4818","00011da0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4818","4819","12d2","?remove_object@ACE_ODB@@QAEXPBX@Z","public: void __thiscall ACE_ODB::remove_object(void const *)"
"ACE.dll","ThirdPartyRuntime","4818","4819","0002d650","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4819","4820","12d3","?remove_proc@ACE_Process_Manager@@AAEHI@Z","private: int __thiscall ACE_Process_Manager::remove_proc(unsigned int)"
"ACE.dll","ThirdPartyRuntime","4819","4820","00068740","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4820","4821","12d4","?remove_ref@Control_Action@Monitor_Control@ACE@@QAEXXZ","public: void __thiscall ACE::Monitor_Control::Control_Action::remove_ref(void)"
"ACE.dll","ThirdPartyRuntime","4820","4821","00047bd0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4821","4822","12d5","?remove_ref@Monitor_Base@Monitor_Control@ACE@@QAEXXZ","public: void __thiscall ACE::Monitor_Control::Monitor_Base::remove_ref(void)"
"ACE.dll","ThirdPartyRuntime","4821","4822","00047bd0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4822","4823","12d6","?remove_reference@ACE_Event_Handler@@UAEJXZ","public: virtual long __thiscall ACE_Event_Handler::remove_reference(void)"
"ACE.dll","ThirdPartyRuntime","4822","4823","0002e9f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4823","4824","12d7","?remove_section@ACE_Configuration_Heap@@UAEHABVACE_Configuration_Section_Key@@PBD_N@Z","public: virtual int __thiscall ACE_Configuration_Heap::remove_section(class ACE_Configuration_Section_Key const &,char const *,bool)"
"ACE.dll","ThirdPartyRuntime","4823","4824","00023800","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4824","4825","12d8","?remove_section@ACE_Configuration_Win32Registry@@UAEHABVACE_Configuration_Section_Key@@PBD_N@Z","public: virtual int __thiscall ACE_Configuration_Win32Registry::remove_section(class ACE_Configuration_Section_Key const &,char const *,bool)"
"ACE.dll","ThirdPartyRuntime","4824","4825","000217b0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4825","4826","12d9","?remove_stdin_handler@ACE_Event_Handler@@SAHPAVACE_Reactor@@PAVACE_Thread_Manager@@@Z","public: static int __cdecl ACE_Event_Handler::remove_stdin_handler(class ACE_Reactor *,class ACE_Thread_Manager *)"
"ACE.dll","ThirdPartyRuntime","4825","4826","00018040","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4826","4827","12da","?remove_suspended_handler_i@ACE_WFMO_Reactor_Handler_Repository@@QAEHIK@Z","public: int __thiscall ACE_WFMO_Reactor_Handler_Repository::remove_suspended_handler_i(unsigned int,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4826","4827","0008f8f0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4827","4828","12db","?remove_thr@ACE_Thread_Manager@@IAEXPAVACE_Thread_Descriptor@@H@Z","protected: void __thiscall ACE_Thread_Manager::remove_thr(class ACE_Thread_Descriptor *,int)"
"ACE.dll","ThirdPartyRuntime","4827","4828","00085be0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4828","4829","12dc","?remove_thr_all@ACE_Thread_Manager@@IAEXXZ","protected: void __thiscall ACE_Thread_Manager::remove_thr_all(void)"
"ACE.dll","ThirdPartyRuntime","4828","4829","00085c60","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4829","4830","12dd","?remove_to_be_added_handler_i@ACE_WFMO_Reactor_Handler_Repository@@QAEHIK@Z","public: int __thiscall ACE_WFMO_Reactor_Handler_Repository::remove_to_be_added_handler_i(unsigned int,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4829","4830","0008f9d0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4830","4831","12de","?remove_value@ACE_Configuration_Heap@@UAEHABVACE_Configuration_Section_Key@@PBD@Z","public: virtual int __thiscall ACE_Configuration_Heap::remove_value(class ACE_Configuration_Section_Key const &,char const *)"
"ACE.dll","ThirdPartyRuntime","4830","4831","00025350","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4831","4832","12df","?remove_value@ACE_Configuration_Win32Registry@@UAEHABVACE_Configuration_Section_Key@@PBD@Z","public: virtual int __thiscall ACE_Configuration_Win32Registry::remove_value(class ACE_Configuration_Section_Key const &,char const *)"
"ACE.dll","ThirdPartyRuntime","4831","4832","00022190","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4832","4833","12e0","?renew@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@MAEXXZ","protected: virtual void __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::renew(void)"
"ACE.dll","ThirdPartyRuntime","4832","4833","00015970","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4833","4834","12e1","?renew@ACE_Noop_Token@@QAEHHPAVACE_Time_Value@@@Z","public: int __thiscall ACE_Noop_Token::renew(int,class ACE_Time_Value *)"
"ACE.dll","ThirdPartyRuntime","4833","4834","0008d440","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4834","4835","12e2","?renew@ACE_Token@@QAEHHPAVACE_Time_Value@@@Z","public: int __thiscall ACE_Token::renew(int,class ACE_Time_Value *)"
"ACE.dll","ThirdPartyRuntime","4834","4835","00089a00","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4835","4836","12e3","?rep@?$ACE_String_Base@D@@QBEPADXZ","public: char * __thiscall ACE_String_Base<char>::rep(void)const "
"ACE.dll","ThirdPartyRuntime","4835","4836","00006b50","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4836","4837","12e4","?rep@?$ACE_String_Base@_W@@QBEPA_WXZ","public: wchar_t * __thiscall ACE_String_Base<wchar_t>::rep(void)const "
"ACE.dll","ThirdPartyRuntime","4836","4837","000079a0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4837","4838","12e5","?rep@ACE_SString@@QAEXPAD@Z","public: void __thiscall ACE_SString::rep(char *)"
"ACE.dll","ThirdPartyRuntime","4837","4838","0007fac0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4838","4839","12e6","?rep@ACE_SString@@QBEPBDXZ","public: char const * __thiscall ACE_SString::rep(void)const "
"ACE.dll","ThirdPartyRuntime","4838","4839","0002adc0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4839","4840","12e7","?replace@ACE_OutputCDR@@QAE_NFPAD@Z","public: bool __thiscall ACE_OutputCDR::replace(short,char *)"
"ACE.dll","ThirdPartyRuntime","4839","4840","0001dea0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4840","4841","12e8","?replace@ACE_OutputCDR@@QAE_NHPAD@Z","public: bool __thiscall ACE_OutputCDR::replace(int,char *)"
"ACE.dll","ThirdPartyRuntime","4840","4841","0001de50","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4841","4842","12e9","?replace_data_block@ACE_Message_Block@@QAEPAVACE_Data_Block@@PAV2@@Z","public: class ACE_Data_Block * __thiscall ACE_Message_Block::replace_data_block(class ACE_Data_Block *)"
"ACE.dll","ThirdPartyRuntime","4841","4842","00002de0","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4842","4843","12ea","?replaced@ACE_Read_Buffer@@QBEIXZ","public: unsigned int __thiscall ACE_Read_Buffer::replaced(void)const "
"ACE.dll","ThirdPartyRuntime","4842","4843","0005c620","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4843","4844","12eb","?reply@?$ACE_Task@VACE_MT_SYNCH@@@@QAEHPAVACE_Message_Block@@PAVACE_Time_Value@@@Z","public: int __thiscall ACE_Task<class ACE_MT_SYNCH>::reply(class ACE_Message_Block *,class ACE_Time_Value *)"
"ACE.dll","ThirdPartyRuntime","4843","4844","00015c80","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4844","4845","12ec","?reply@?$ACE_Task@VACE_NULL_SYNCH@@@@QAEHPAVACE_Message_Block@@PAVACE_Time_Value@@@Z","public: int __thiscall ACE_Task<class ACE_NULL_SYNCH>::reply(class ACE_Message_Block *,class ACE_Time_Value *)"
"ACE.dll","ThirdPartyRuntime","4844","4845","00015c80","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4845","4846","12ed","?report_status@ACE_NT_Service@@IAEHKK@Z","protected: int __thiscall ACE_NT_Service::report_status(unsigned long,unsigned long)"
"ACE.dll","ThirdPartyRuntime","4845","4846","00053a10","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4846","4847","12ee","?repository_@ACE_Framework_Repository@@0PAV1@A","private: static class ACE_Framework_Repository * ACE_Framework_Repository::repository_"
"ACE.dll","ThirdPartyRuntime","4846","4847","00115c00","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4847","4848","12ef","?request@?$ACE_Obstack_T@D@@QAEHI@Z","public: int __thiscall ACE_Obstack_T<char>::request(unsigned int)"
"ACE.dll","ThirdPartyRuntime","4847","4848","0005ea70","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4848","4849","12f0","?request_reply@ACE_Name_Proxy@@QAEHAAVACE_Name_Request@@@Z","public: int __thiscall ACE_Name_Proxy::request_reply(class ACE_Name_Request &)"
"ACE.dll","ThirdPartyRuntime","4848","4849","0004bc40","Export RVA",""
"ACE.dll","ThirdPartyRuntime","4849","4850","12f1","?requeue_position@?$ACE_Select_Reactor_T@V?$ACE_Reactor_Token_T@VACE_Token@@@@@@UAEHXZ","public: virtual int __thiscall ACE_Select_Reactor_T<class ACE_Reactor_Token_T<class ACE_Token> >::requeue_position(void)"
"ACE.dll","ThirdPartyRuntime","4849","4850","00014580","Export RVA",""
