"TemplateId","Name","EnemyKeywords","Strings"
"270628","hoverbike_b_solitus_female","","hoverbike_b_solitus_female"
"270629","hoverbike_b_opifex_male","","hoverbike_b_opifex_male"
"270630","hoverbike_b_opifex_female","","hoverbike_b_opifex_female"
"270631","hoverbike_b_atrox","","hoverbike_b_atrox"
"270703","hoverbike_b_t2_solitus_male","","hoverbike_b_t2_solitus_male"
"270704","hoverbike_b_t2_solitus_female","","hoverbike_b_t2_solitus_female"
"270705","hoverbike_b_t2_opifex_male","","hoverbike_b_t2_opifex_male"
"270706","hoverbike_b_t2_opifex_female","","hoverbike_b_t2_opifex_female"
"270707","hoverbike_b_t2_atrox","","hoverbike_b_t2_atrox"
"270726","hoverbike_b_t3_solitus_male","","hoverbike_b_t3_solitus_male"
"270727","hoverbike_b_t3_solitus_female","","hoverbike_b_t3_solitus_female"
"270728","hoverbike_b_t3_opifex_male","","hoverbike_b_t3_opifex_male"
"270729","hoverbike_b_t3_opifex_female","","hoverbike_b_t3_opifex_female"
"270730","hoverbike_b_t3_atrox","","hoverbike_b_t3_atrox"
"270733","hoverbike_b_t4_solitus_male","","hoverbike_b_t4_solitus_male"
"270734","hoverbike_b_t4_solitus_female","","hoverbike_b_t4_solitus_female"
"270735","hoverbike_b_t4_opifex_male","","hoverbike_b_t4_opifex_male"
"270736","hoverbike_b_t4_opifex_female","","hoverbike_b_t4_opifex_female"
"270737","hoverbike_b_t4_atrox","","hoverbike_b_t4_atrox"
"270754","hoverbike_b_t5_solitus_male","","hoverbike_b_t5_solitus_male"
"270756","hoverbike_b_t5_solitus_female","","hoverbike_b_t5_solitus_female"
"270757","hoverbike_b_t5_opifex_male","","hoverbike_b_t5_opifex_male"
"270758","hoverbike_b_t5_opifex_female","","hoverbike_b_t5_opifex_female"
"270760","hoverbike_b_t5_atrox","","hoverbike_b_t5_atrox"
"270773","hoverbike_b_t6_solitus_male","","hoverbike_b_t6_solitus_male"
"270774","hoverbike_b_t6_solitus_female","","hoverbike_b_t6_solitus_female"
"270775","hoverbike_b_t6_opifex_male","","hoverbike_b_t6_opifex_male"
"270776","hoverbike_b_t6_opifex_female","","hoverbike_b_t6_opifex_female"
"270777","hoverbike_b_t6_atrox","","hoverbike_b_t6_atrox"
"270812","hoverbike_a_t1_solitus_male","","hoverbike_a_t1_solitus_male"
"270820","hoverbike_a_t1_solitus_female","","hoverbike_a_t1_solitus_female"
"270821","hoverbike_a_t1_opifex_male","","hoverbike_a_t1_opifex_male"
"270822","hoverbike_a_t1_opifex_female","","hoverbike_a_t1_opifex_female"
"270823","hoverbike_a_t1_atrox","","hoverbike_a_t1_atrox"
"270879","hoverbike_a_t2_solitus_male","","hoverbike_a_t2_solitus_male"
"270880","hoverbike_a_t2_solitus_female","","hoverbike_a_t2_solitus_female"
"270881","hoverbike_a_t2_opifex_male","","hoverbike_a_t2_opifex_male"
"270882","hoverbike_a_t2_opifex_female","","hoverbike_a_t2_opifex_female"
"270883","hoverbike_a_t2_atrox","","hoverbike_a_t2_atrox"
"270886","hoverbike_a_t3_solitus_male","","hoverbike_a_t3_solitus_male"
"270887","hoverbike_a_t3_solitus_female","","hoverbike_a_t3_solitus_female"
"270888","hoverbike_a_t3_opifex_male","","hoverbike_a_t3_opifex_male"
"270889","hoverbike_a_t3_opifex_female","","hoverbike_a_t3_opifex_female"
"270890","hoverbike_a_t3_atrox","","hoverbike_a_t3_atrox"
"270891","hoverbike_a_t4_solitus_male","","hoverbike_a_t4_solitus_male"
"270892","hoverbike_a_t4_solitus_female","","hoverbike_a_t4_solitus_female"
"270893","hoverbike_a_t4_opifex_male","","hoverbike_a_t4_opifex_male"
"270894","hoverbike_a_t4_opifex_female","","hoverbike_a_t4_opifex_female"
"270895","hoverbike_a_t4_atrox","","hoverbike_a_t4_atrox"
"270896","hoverbike_a_t5_solitus_male","","hoverbike_a_t5_solitus_male"
"270897","hoverbike_a_t5_solitus_female","","hoverbike_a_t5_solitus_female"
"270898","hoverbike_a_t5_opifex_male","","hoverbike_a_t5_opifex_male"
"270899","hoverbike_a_t5_opifex_female","","hoverbike_a_t5_opifex_female"
"270900","hoverbike_a_t5_atrox","","hoverbike_a_t5_atrox"
"270901","hoverbike_a_t6_solitus_male","","hoverbike_a_t6_solitus_male"
"270902","hoverbike_a_t6_solitus_female","","hoverbike_a_t6_solitus_female"
"270903","hoverbike_a_t6_opifex_male","","hoverbike_a_t6_opifex_male"
"270904","hoverbike_a_t6_opifex_female","","hoverbike_a_t6_opifex_female"
"270905","hoverbike_a_t6_atrox","","hoverbike_a_t6_atrox"
"270947","hoverbike_c_t1_solitus_male","","hoverbike_c_t1_solitus_male"
"270948","hoverbike_c_t1_solitus_female","","hoverbike_c_t1_solitus_female"
"270949","hoverbike_c_t1_opifex_male","","hoverbike_c_t1_opifex_male"
"270950","hoverbike_c_t1_opifex_female","","hoverbike_c_t1_opifex_female"
"270951","hoverbike_c_t1_atrox","","hoverbike_c_t1_atrox"
"270952","hoverbike_c_t2_solitus_male","","hoverbike_c_t2_solitus_male"
"270953","hoverbike_c_t2_solitus_female","","hoverbike_c_t2_solitus_female"
"270954","hoverbike_c_t2_opifex_male","","hoverbike_c_t2_opifex_male"
"270955","hoverbike_c_t2_opifex_female","","hoverbike_c_t2_opifex_female"
"270956","hoverbike_c_t2_atrox","","hoverbike_c_t2_atrox"
"270957","hoverbike_c_t3_solitus_male","","hoverbike_c_t3_solitus_male"
"270958","hoverbike_c_t3_solitus_female","","hoverbike_c_t3_solitus_female"
"270959","hoverbike_c_t3_opifex_male","","hoverbike_c_t3_opifex_male"
"270960","hoverbike_c_t3_opifex_female","","hoverbike_c_t3_opifex_female"
"270961","hoverbike_c_t3_atrox","","hoverbike_c_t3_atrox"
"270962","hoverbike_c_t4_solitus_male","","hoverbike_c_t4_solitus_male"
"270963","hoverbike_c_t4_solitus_female","","hoverbike_c_t4_solitus_female"
"270964","hoverbike_c_t4_opifex_male","","hoverbike_c_t4_opifex_male"
"270965","hoverbike_c_t4_opifex_female","","hoverbike_c_t4_opifex_female"
"270966","hoverbike_c_t4_atrox","","hoverbike_c_t4_atrox"
"270967","hoverbike_c_t5_solitus_male","","hoverbike_c_t5_solitus_male"
"270968","hoverbike_c_t5_solitus_female","","hoverbike_c_t5_solitus_female"
"270969","hoverbike_c_t5_opifex_male","","hoverbike_c_t5_opifex_male"
"270970","hoverbike_c_t5_opifex_female","","hoverbike_c_t5_opifex_female"
"270971","hoverbike_c_t5_atrox","","hoverbike_c_t5_atrox"
"270972","hoverbike_c_t6_solitus_male","","hoverbike_c_t6_solitus_male"
"270973","hoverbike_c_t6_solitus_female","","hoverbike_c_t6_solitus_female"
"270974","hoverbike_c_t6_opifex_male","","hoverbike_c_t6_opifex_male"
"270975","hoverbike_c_t6_opifex_female","","hoverbike_c_t6_opifex_female"
"270976","hoverbike_c_t6_atrox","","hoverbike_c_t6_atrox"
"272355","hoverboard_b_t2_solitus_male - showroom","","hoverboard_b_t2_solitus_male - showroom"
"272356","hoverboard_b_t3_solitus_male - showroom","","hoverboard_b_t3_solitus_male - showroom"
"272357","hoverboard_b_t4_solitus_male - showroom","","hoverboard_b_t4_solitus_male - showroom"
"272358","hoverboard_b_t5_solitus_male - showroom","","hoverboard_b_t5_solitus_male - showroom"
"272359","hoverboard_b_solitus_male - showroom","","hoverboard_b_solitus_male - showroom"
"272360","hoverboard_b_t6_solitus_male - showroom","","hoverboard_b_t6_solitus_male - showroom"
"272361","hoverboard_a_solitus_male - showroom","","hoverboard_a_solitus_male - showroom"
"272362","hoverboard_a_t2_solitus_male - showroom","","hoverboard_a_t2_solitus_male - showroom"
"272363","hoverboard_a_t3_solitus_male - showroom","","hoverboard_a_t3_solitus_male - showroom"
"272364","hoverboard_a_t4_solitus_male - showroom","","hoverboard_a_t4_solitus_male - showroom"
"272365","hoverboard_a_t5_solitus_male - showroom","","hoverboard_a_t5_solitus_male - showroom"
"272366","hoverboard_a_t6_solitus_male - showroom","","hoverboard_a_t6_solitus_male - showroom"
"272409","female dust brigade boss","","female dust brigade boss"
"272690","hoverboard_a_solitus_male_robe - 3 tricks","","hoverboard_a_solitus_male_robe - 3 tricks"
"272881","hoverboard_a_t2_solitus_male_robe - 3 tricks","","hoverboard_a_t2_solitus_male_robe - 3 tricks"
"272882","hoverboard_a_t3_solitus_male_robe - 3 tricks","","hoverboard_a_t3_solitus_male_robe - 3 tricks"
"272883","hoverboard_a_t4_solitus_male_robe - 3 tricks","","hoverboard_a_t4_solitus_male_robe - 3 tricks"
"272884","hoverboard_a_t5_solitus_male_robe - 3 tricks","","hoverboard_a_t5_solitus_male_robe - 3 tricks"
"272885","hoverboard_a_t6_solitus_male_robe - 3 tricks","","hoverboard_a_t6_solitus_male_robe - 3 tricks"
"272886","hoverboard_a_solitus_female_robe - 3 tricks","","hoverboard_a_solitus_female_robe - 3 tricks"
"272899","hoverboard_a_t2_solitus_female_robe - 3 tricks","","hoverboard_a_t2_solitus_female_robe - 3 tricks"
"272900","hoverboard_a_t3_solitus_female_robe - 3 tricks","","hoverboard_a_t3_solitus_female_robe - 3 tricks"
"272901","hoverboard_a_t4_solitus_female_robe - 3 tricks","","hoverboard_a_t4_solitus_female_robe - 3 tricks"
"272902","hoverboard_a_t5_solitus_female_robe - 3 tricks","","hoverboard_a_t5_solitus_female_robe - 3 tricks"
"272912","hoverboard_a_t6_solitus_female_robe - 3 tricks","","hoverboard_a_t6_solitus_female_robe - 3 tricks"
"272913","hoverboard_a_opifex_male_robe - 3 tricks","","hoverboard_a_opifex_male_robe - 3 tricks"
"272914","hoverboard_a_t2_opifex_male_robe - 3 tricks","","hoverboard_a_t2_opifex_male_robe - 3 tricks"
"272924","hoverboard_a_t3_opifex_male_robe - 3 tricks","","hoverboard_a_t3_opifex_male_robe - 3 tricks"
"272925","hoverboard_a_t4_opifex_male_robe - 3 tricks","","hoverboard_a_t4_opifex_male_robe - 3 tricks"
"272926","hoverboard_a_t5_opifex_male_robe - 3 tricks","","hoverboard_a_t5_opifex_male_robe - 3 tricks"
"272927","hoverboard_a_t6_opifex_male_robe - 3 tricks","","hoverboard_a_t6_opifex_male_robe - 3 tricks"
"272928","hoverboard_a_opifex_female_robe - 3 tricks","","hoverboard_a_opifex_female_robe - 3 tricks"
"272930","hoverboard_a_t2_opifex_female_robe - 3 tricks","","hoverboard_a_t2_opifex_female_robe - 3 tricks"
"272931","hoverboard_a_t3_opifex_female_robe - 3 tricks","","hoverboard_a_t3_opifex_female_robe - 3 tricks"
"272932","hoverboard_a_t4_opifex_female_robe - 3 tricks","","hoverboard_a_t4_opifex_female_robe - 3 tricks"
"272933","hoverboard_a_t5_opifex_female_robe - 3 tricks","","hoverboard_a_t5_opifex_female_robe - 3 tricks"
"272935","hoverboard_a_t6_opifex_female_robe - 3 tricks","","hoverboard_a_t6_opifex_female_robe - 3 tricks"
"272937","hoverboard_a_atrox_robe - 3 tricks","","hoverboard_a_atrox_robe - 3 tricks"
"272938","hoverboard_a_t2_atrox_robe - 3 tricks","","hoverboard_a_t2_atrox_robe - 3 tricks"
"272939","hoverboard_a_t3_atrox_robe - 3 tricks","","hoverboard_a_t3_atrox_robe - 3 tricks"
"272941","hoverboard_a_t4_atrox_robe - 3 tricks","","hoverboard_a_t4_atrox_robe - 3 tricks"
"272942","hoverboard_a_t5_atrox_robe - 3 tricks","","hoverboard_a_t5_atrox_robe - 3 tricks"
"272943","hoverboard_a_t6_atrox_robe - 3 tricks","","hoverboard_a_t6_atrox_robe - 3 tricks"
"272944","hoverboard_b_solitus_male_robe - 3 tricks","","hoverboard_b_solitus_male_robe - 3 tricks"
"272945","hoverboard_b_t2_solitus_male_robe - 3 tricks","","hoverboard_b_t2_solitus_male_robe - 3 tricks"
"272955","hoverboard_b_t3_solitus_male_robe - 3 tricks","","hoverboard_b_t3_solitus_male_robe - 3 tricks"
"272956","hoverboard_b_t4_solitus_male_robe - 3 tricks","","hoverboard_b_t4_solitus_male_robe - 3 tricks"
"272957","hoverboard_b_t5_solitus_male_robe - 3 tricks","","hoverboard_b_t5_solitus_male_robe - 3 tricks"
"272958","hoverboard_b_t6_solitus_male_robe - 3 tricks","","hoverboard_b_t6_solitus_male_robe - 3 tricks"
"272959","hoverboard_b_solitus_female_robe - 3 tricks","","hoverboard_b_solitus_female_robe - 3 tricks"
"272960","hoverboard_b_t2_solitus_female_robe - 3 tricks","","hoverboard_b_t2_solitus_female_robe - 3 tricks"
"272961","hoverboard_b_t3_solitus_female_robe - 3 tricks","","hoverboard_b_t3_solitus_female_robe - 3 tricks"
"272962","hoverboard_b_t4_solitus_female_robe - 3 tricks","","hoverboard_b_t4_solitus_female_robe - 3 tricks"
"272963","hoverboard_b_t5_solitus_female_robe - 3 tricks","","hoverboard_b_t5_solitus_female_robe - 3 tricks"
"272964","hoverboard_b_t6_solitus_female_robe - 3 tricks","","hoverboard_b_t6_solitus_female_robe - 3 tricks"
"272965","hoverboard_b_opifex_male_robe - 3 tricks","","hoverboard_b_opifex_male_robe - 3 tricks"
"272966","hoverboard_b_t2_opifex_male_robe - 3 tricks","","hoverboard_b_t2_opifex_male_robe - 3 tricks"
"272967","hoverboard_b_t3_opifex_male_robe - 3 tricks","","hoverboard_b_t3_opifex_male_robe - 3 tricks"
"272968","hoverboard_b_t4_opifex_male_robe - 3 tricks","","hoverboard_b_t4_opifex_male_robe - 3 tricks"
"272969","hoverboard_b_t5_opifex_male_robe - 3 tricks","","hoverboard_b_t5_opifex_male_robe - 3 tricks"
"272970","hoverboard_b_t6_opifex_male_robe - 3 tricks","","hoverboard_b_t6_opifex_male_robe - 3 tricks"
"272971","hoverboard_b_opifex_female_robe - 3 tricks","","hoverboard_b_opifex_female_robe - 3 tricks"
"272972","hoverboard_b_t2_opifex_female_robe - 3 tricks","","hoverboard_b_t2_opifex_female_robe - 3 tricks"
"272973","hoverboard_b_t3_opifex_female_robe - 3 tricks","","hoverboard_b_t3_opifex_female_robe - 3 tricks"
"272974","hoverboard_b_t4_opifex_female_robe - 3 tricks","","hoverboard_b_t4_opifex_female_robe - 3 tricks"
"272975","hoverboard_b_t5_opifex_female_robe - 3 tricks","","hoverboard_b_t5_opifex_female_robe - 3 tricks"
"272976","hoverboard_b_t6_opifex_female_robe - 3 tricks","","hoverboard_b_t6_opifex_female_robe - 3 tricks"
"272977","hoverboard_b_atrox_robe - 3 tricks","","hoverboard_b_atrox_robe - 3 tricks"
"272978","hoverboard_b_t2_atrox_robe - 3 tricks","","hoverboard_b_t2_atrox_robe - 3 tricks"
"272979","hoverboard_b_t3_atrox_robe - 3 tricks","","hoverboard_b_t3_atrox_robe - 3 tricks"
"272980","hoverboard_b_t4_atrox_robe - 3 tricks","","hoverboard_b_t4_atrox_robe - 3 tricks"
"272981","hoverboard_b_t5_atrox_robe - 3 tricks","","hoverboard_b_t5_atrox_robe - 3 tricks"
"272982","hoverboard_b_t6_atrox_robe - 3 tricks","","hoverboard_b_t6_atrox_robe - 3 tricks"
"273406","plate monster","monster","plate monster"
"273427","shooting solitus male","","shooting solitus male"
"273461","hoverbike_c_t7_solitus_male","","hoverbike_c_t7_solitus_male"
"273462","hoverbike_c_t7_solitus_female","","hoverbike_c_t7_solitus_female"
"273463","hoverbike_c_t7_opifex_male","","hoverbike_c_t7_opifex_male"
"273464","hoverbike_c_t7_opifex_female","","hoverbike_c_t7_opifex_female"
"273465","hoverbike_c_t7_atrox","","hoverbike_c_t7_atrox"
"273477","tsunayoshi smith","","tsunayoshi smith"
"273526","sniping solitus male","","sniping solitus male"
"273564","battlesuit - omni white","","battlesuit - omni white"
"273566","battlesuit - red","","battlesuit - red"
"273568","battlesuit - black","","battlesuit - black"
"273570","battlesuit - desert","","battlesuit - desert"
"273572","battlesuit - hellfyre","","battlesuit - hellfyre"
"273574","battlesuit - urban","","battlesuit - urban"
"273577","main relay terminal","","main relay terminal"
"273675","mysterious xan tower","","mysterious xan tower"
"273676","mysterious xan tower - spawn","","mysterious xan tower - spawn"
"273677","mysterious xan tower - down","","mysterious xan tower - down"
"274005","dancing mrs claus","","dancing mrs claus"
"274006","dancing mr. claus","","dancing mr. claus"
"274071","mysterious xan tower - red","","mysterious xan tower - red"
"274155","vulture noflyzor","vulture","vulture noflyzor"
"274173","female dust brigade boss - rooted","","female dust brigade boss - rooted"
"274262","hoverboard_b_christmas_solitus_male - 3 tricks","","hoverboard_b_christmas_solitus_male - 3 tricks"
"274263","hoverboard_b_christmas_solitus_female - 3 tricks","","hoverboard_b_christmas_solitus_female - 3 tricks"
"274264","hoverboard_b_christmas_atrox - 3 tricks","","hoverboard_b_christmas_atrox - 3 tricks"
"274265","hoverboard_b_christmas_opifex_male - 3 tricks","","hoverboard_b_christmas_opifex_male - 3 tricks"
"274266","hoverboard_b_christmas_opifex_female - 3 tricks","","hoverboard_b_christmas_opifex_female - 3 tricks"
"274267","hoverboard_b_christmas_solitus_male_robe - 3 tricks","","hoverboard_b_christmas_solitus_male_robe - 3 tricks"
"274268","hoverboard_b_christmas_solitus_female_robe - 3 tricks","","hoverboard_b_christmas_solitus_female_robe - 3 tricks"
"274269","hoverboard_b_christmas_opifex_male_robe - 3 tricks","","hoverboard_b_christmas_opifex_male_robe - 3 tricks"
"274270","hoverboard_b_christmas_opifex_female_robe - 3 tricks","","hoverboard_b_christmas_opifex_female_robe - 3 tricks"
"274271","hoverboard_b_christmas_atrox_robe - 3 tricks","","hoverboard_b_christmas_atrox_robe - 3 tricks"
"274289","eco red","","eco red"
"274321","solitus female - old - robe","","solitus female - old - robe"
"274378","circe levi","","circe levi"
"274385","opifex des morck","","opifex des morck"
"274388","calista zazzera take three","","calista zazzera take three"
"274389","sprysi dlere working","","sprysi dlere working"
"274390","silverstone npc working","npc","silverstone npc working"
"274625","zyvania bagh","","zyvania bagh"
"275410","administrator devalos","","administrator devalos"
"275449","dr hugo hernandez","","dr hugo hernandez"
"275450","sheri tater","","sheri tater"
"275514","dr torgrim ness","","dr torgrim ness"
"275575","alien scoutship","","alien scoutship"
"275613","dust brigade relay tower","","dust brigade relay tower"
"275710","flea mutant","flea; mutant","flea mutant"
"275726","unicorn stretcher","","unicorn stretcher"
"276667","solitus female with a gun","","solitus female with a gun"
"276913","sitting npc","npc","sitting npc"
"276976","sick alien","","sick alien"
"277420","hoverbike_b_t7_solitus_male","","hoverbike_b_t7_solitus_male"
"277421","hoverbike_b_t7_solitus_female","","hoverbike_b_t7_solitus_female"
"277422","hoverbike_b_t7_opifex_male","","hoverbike_b_t7_opifex_male"
"277423","hoverbike_b_t7_opifex_female","","hoverbike_b_t7_opifex_female"
"277424","hoverbike_b_t7_atrox","","hoverbike_b_t7_atrox"
"277492","hoverboard_a_halloween2008_solitus_male - 3 tricks","","hoverboard_a_halloween2008_solitus_male - 3 tricks"
"277493","hoverboard_a_halloween2008_solitus_female - 3 tricks","","hoverboard_a_halloween2008_solitus_female - 3 tricks"
"277494","hoverboard_a_halloween2008_atrox - 3 tricks","","hoverboard_a_halloween2008_atrox - 3 tricks"
"277495","hoverboard_a_halloween2008_opifex_male - 3 tricks","","hoverboard_a_halloween2008_opifex_male - 3 tricks"
"277496","hoverboard_a_halloween2008_opifex_female - 3 tricks","","hoverboard_a_halloween2008_opifex_female - 3 tricks"
"277537","hoverboard_a_halloween2008_robe_solitus_male_robe - 3 tricks","","hoverboard_a_halloween2008_robe_solitus_male_robe - 3 tricks"
"277538","hoverboard_a_halloween2008_robe_solitus_female_robe - 3 tricks","","hoverboard_a_halloween2008_robe_solitus_female_robe - 3 tricks"
"277539","hoverboard_a_halloween2008_robe_opifex_male_robe - 3 tricks","","hoverboard_a_halloween2008_robe_opifex_male_robe - 3 tricks"
"277540","hoverboard_a_halloween2008_robe_opifex_female_robe - 3 tricks","","hoverboard_a_halloween2008_robe_opifex_female_robe - 3 tricks"
"277551","hoverboard_a_halloween2008_robe_atrox_robe - 3 tricks","","hoverboard_a_halloween2008_robe_atrox_robe - 3 tricks"
"277826","rubberduck","","rubberduck"
"277844","hoverboard_a_t7_solitus_male - showroom","","hoverboard_a_t7_solitus_male - showroom"
"277995","ai_cutecreature_frankenleet_pet","creature; leet","ai_cutecreature_frankenleet_pet"
"277996","ai_cutecreature_draculeet_pet","creature; leet","ai_cutecreature_draculeet_pet"
"278499","unicorn commtower","","unicorn commtower"
"278577","unicorn elite outzone - no idle","","unicorn elite outzone - no idle"
"278790","slimy alien plant","","slimy alien plant"
"278843","alien fighter ship","","alien fighter ship"
"279066","alien jamming tower","","alien jamming tower"
"279184","computer terminal","","computer terminal"
"279218","hoverchair_solitus_female","","hoverchair_solitus_female"
"279332","notum pump","","\t?}: | notum pump"
"279518","gingerleet","leet","gingerleet"
"279558","notum bomb","","\t?}: | notum bomb"
"279990","arid rift boss","","arid rift boss"
"280036","jreN","","jreN | alien in a box"
"280161","xan boss - crazy","","xan boss - crazy"
"280206","alien devourer","","alien devourer"
"280495","sl_spirits_redeemed_female_saveanim","","sl_spirits_redeemed_female_saveanim"
"280538","hoverchair_solitus_male","","hoverchair_solitus_male"
"280539","hoverchair_atrox","","hoverchair_atrox"
"280582","hoverchair_solitus_male_robe","","hoverchair_solitus_male_robe"
"280583","hoverchair_solitus_female_coat","","hoverchair_solitus_female_coat"
"280587","hoverchair_atrox_robe","","hoverchair_atrox_robe"
"280588","hoverchair_opifex_male","","hoverchair_opifex_male"
"280589","hoverchair_opifex_male_robe","","hoverchair_opifex_male_robe"
"280590","hoverchair_opifex_female","","hoverchair_opifex_female"
"280591","hoverchair_opifex_female_robe","","hoverchair_opifex_female_robe"
"280597","hoverchair_solitus_2female","","hoverchair_solitus_2female"
"280653","drone embankment","","drone embankment"
"280993","decontamination unit","","decontamination unit"
"281033","mysterious xan tower - red spawn","","mysterious xan tower - red spawn"
"281034","mysterious xan tower - yellow spawn","","mysterious xan tower - yellow spawn"
"281035","mysterious xan tower - green spawn","","mysterious xan tower - green spawn"
"281330","unattackable autospymole","","unattackable autospymole"
"281469","dark defense turret","","dark defense turret"
"281568","hovercar classic","","hovercar classic"
"281647","atrox male - facepalm","","atrox male - facepalm"
"281663","hoverboard_b_pinkbunnies_opifex_female - 3 tricks","","hoverboard_b_pinkbunnies_opifex_female - 3 tricks"
"281664","hoverboard_b_pinkbunnies_opifex_male - 3 tricks","","hoverboard_b_pinkbunnies_opifex_male - 3 tricks"
"281665","hoverboard_b_pinkbunnies_atrox - 3 tricks","","hoverboard_b_pinkbunnies_atrox - 3 tricks"
"281666","hoverboard_b_pinkbunnies_solitus_female - 3 tricks","","hoverboard_b_pinkbunnies_solitus_female - 3 tricks"
"281667","hoverboard_b_pinkbunnies_solitus_male - 3 tricks","","hoverboard_b_pinkbunnies_solitus_male - 3 tricks"
"281679","hoverboard_b_pinkbunnies_opifex_female_robe - 3 tricks","","hoverboard_b_pinkbunnies_opifex_female_robe - 3 tricks"
"281680","hoverboard_b_pinkbunnies_opifex_male_robe - 3 tricks","","hoverboard_b_pinkbunnies_opifex_male_robe - 3 tricks"
"281681","hoverboard_b_pinkbunnies_atrox_robe - 3 tricks","","hoverboard_b_pinkbunnies_atrox_robe - 3 tricks"
"281682","hoverboard_b_pinkbunnies_solitus_female_robe - 3 tricks","","hoverboard_b_pinkbunnies_solitus_female_robe - 3 tricks"
"281683","hoverboard_b_pinkbunnies_solitus_male_robe - 3 tricks","","hoverboard_b_pinkbunnies_solitus_male_robe - 3 tricks"
"281707","hoverboard_b_eightball_solitus_male - 3 tricks","","hoverboard_b_eightball_solitus_male - 3 tricks"
"281708","hoverboard_b_eightball_solitus_female - 3 tricks","","hoverboard_b_eightball_solitus_female - 3 tricks"
"281709","hoverboard_b_eightball_atrox - 3 tricks","","hoverboard_b_eightball_atrox - 3 tricks"
"281710","hoverboard_b_eightball_opifex_male - 3 tricks","","hoverboard_b_eightball_opifex_male - 3 tricks"
"281711","hoverboard_b_eightball_opifex_female - 3 tricks","","hoverboard_b_eightball_opifex_female - 3 tricks"
"281712","hoverboard_b_eightball_solitus_male_robe - 3 tricks","","hoverboard_b_eightball_solitus_male_robe - 3 tricks"
"281713","hoverboard_b_eightball_solitus_female_robe - 3 tricks","","hoverboard_b_eightball_solitus_female_robe - 3 tricks"
"281714","hoverboard_b_eightball_atrox_robe - 3 tricks","","hoverboard_b_eightball_atrox_robe - 3 tricks"
"281715","hoverboard_b_eightball_opifex_male_robe - 3 tricks","","hoverboard_b_eightball_opifex_male_robe - 3 tricks"
"281716","hoverboard_b_eightball_opifex_female_robe - 3 tricks","","hoverboard_b_eightball_opifex_female_robe - 3 tricks"
"281735","opifex male - facepalm","","opifex male - facepalm"
"281896","female facepalm dependancy","","female facepalm dependancy"
"281961","barleet","leet","barleet"
"282037","bob marleet","leet","bob marleet"
"283531","nano male - sitting","","nano male - sitting"
"283852","dancing skeleton doll","","dancing skeleton doll"
"283854","do not use","","do not use"
"283873","hoverboard_b_chimera_solitus_male - 3 tricks","","hoverboard_b_chimera_solitus_male - 3 tricks"
"283900","hoverboard_b_chimera_solitus_female - 3 tricks","","hoverboard_b_chimera_solitus_female - 3 tricks"
"283901","hoverboard_b_chimera_atrox - 3 tricks","","hoverboard_b_chimera_atrox - 3 tricks"
"283907","hoverboard_b_chimera_opifex_male - 3 tricks","","hoverboard_b_chimera_opifex_male - 3 tricks"
"283908","hoverboard_b_chimera_opifex_female - 3 tricks","","hoverboard_b_chimera_opifex_female - 3 tricks"
"283909","hoverboard_b_chimera_solitus_male_robe - 3 tricks","","hoverboard_b_chimera_solitus_male_robe - 3 tricks"
"283910","hoverboard_b_chimera_solitus_female_robe - 3 tricks","","hoverboard_b_chimera_solitus_female_robe - 3 tricks"
"283911","hoverboard_b_chimera_atrox_robe - 3 tricks","","hoverboard_b_chimera_atrox_robe - 3 tricks"
"283912","hoverboard_b_chimera_opifex_male_robe - 3 tricks","","hoverboard_b_chimera_opifex_male_robe - 3 tricks"
"283913","hoverboard_b_chimera_opifex_female_robe - 3 tricks","","hoverboard_b_chimera_opifex_female_robe - 3 tricks"
"283944","hoverbike_b_t8_solitus_male","","hoverbike_b_t8_solitus_male"
"283951","hoverbike_b_t8_solitus_female","","hoverbike_b_t8_solitus_female"
"283952","hoverbike_b_t8_opifex_male","","hoverbike_b_t8_opifex_male"
"283953","hoverbike_b_t8_opifex_female","","hoverbike_b_t8_opifex_female"
"283954","hoverbike_b_t8_atrox","","hoverbike_b_t8_atrox"
"283990","hoverboard_c_violet_solitus_male - 3 tricks","","hoverboard_c_violet_solitus_male - 3 tricks"
"283991","hoverboard_c_violet_solitus_female - 3 tricks","","hoverboard_c_violet_solitus_female - 3 tricks"
"283992","hoverboard_c_violet_atrox - 3 tricks","","hoverboard_c_violet_atrox - 3 tricks"
"283993","hoverboard_c_violet_opifex_male - 3 tricks","","hoverboard_c_violet_opifex_male - 3 tricks"
"283994","hoverboard_c_violet_opifex_female - 3 tricks","","hoverboard_c_violet_opifex_female - 3 tricks"
"283996","hoverboard_c_violet_solitus_male_robe - 3 tricks","","hoverboard_c_violet_solitus_male_robe - 3 tricks"
"283997","hoverboard_c_violet_solitus_female_robe - 3 tricks","","hoverboard_c_violet_solitus_female_robe - 3 tricks"
"283998","hoverboard_c_violet_atrox_robe - 3 tricks","","hoverboard_c_violet_atrox_robe - 3 tricks"
"283999","hoverboard_c_violet_opifex_male_robe - 3 tricks","","hoverboard_c_violet_opifex_male_robe - 3 tricks"
"284000","hoverboard_c_violet_opifex_female_robe - 3 tricks","","hoverboard_c_violet_opifex_female_robe - 3 tricks"
"284072","hoverchair_solitus_male_halloween","","hoverchair_solitus_male_halloween"
"284144","hoverchair_solitus_female_halloween","","hoverchair_solitus_female_halloween"
