CanonicalEnemyKey,MonsterDataId,TemplateId,DynelType,DisplayName,InternalName,EnemyFamily,EnemyArchetype,Faction,Side,ExpansionOrDataset,IsAttackable,IsHostileByDefault,IsBoss,IsUnique,IsQuestEnemy,IsMissionOnly,IsPetLike,IsTurret,MinimumLevel,MaximumLevel,ExactLevel,LevelSource,PlayfieldIds,PlayfieldNames,ZoneNames,DungeonNames,SpawnDefinitionIds,SpawnCoordinatesWhenAvailable,WeaponTemplateIds,WeaponNames,WeaponCategories,VisibleWeapon,AttackTemplateIds,AttackTypes,DamageTypes,AttackRange,AttackTime,RechargeTime,SpecialAttacks,NanoProgramIds,NanoProgramNames,SourceRecordIds,SourceDatFiles,EvidenceQuality,UnresolvedFields
rdb-1040023-262302,262302,262302,NPC_OR_MONSTER_TEMPLATE,antipersonel gun - solitus male,antipersonel gun - solitus male,male,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262302, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262312,262312,262312,NPC_OR_MONSTER_TEMPLATE,antipersonel gun - solitus female,antipersonel gun - solitus female,female,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262312, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262313,262313,262313,NPC_OR_MONSTER_TEMPLATE,antipersonel gun - opifex female,antipersonel gun - opifex female,female,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262313, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262315,262315,262315,NPC_OR_MONSTER_TEMPLATE,antipersonel gun - opifex male,antipersonel gun - opifex male,male,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262315, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262316,262316,262316,NPC_OR_MONSTER_TEMPLATE,antipersonel gun - atrox,antipersonel gun - atrox,atrox,,,,,,,,,,,,False,,,,,"[635, 716]","[""Stret East Bank"", ""Omni Forest""]","[""2HO Outpost | Omni-Tek | The most hectic of Omni-Tek outposts. Positioned to protect Stret River. | E F | 8B= | 8Bk3 | 5B?F | F.B | 3D6 | _P\\DS | qCD6 | ,Aq | 8BN$ | e|1D | 8BL | CKD | 8Bu | 8B!u | 8B; | 8Bq] | m-D | v6D | 8BY? | 2H/D | /DrD | /DW | 2D6 | Gc8D6 | .\\D6 | ,A/ | [8B79 | $MD | AjF | Omnitek Bunker | Southern River Bank | Pleasent slopes, green fields, and home to a nice beach. | m0DQ | GD#$`A | >DE | 2@D% | |2CD | 0\\D | MA~ | @'.(D | @ek | 2D8 | @?| | Ra-D+7 | $-D?|;A | Trinity Face Cave | ,A2 | Trinity Face | Unusual rocky region for this area. | <(- | D33 | Drn\""B | ^FD | u1D | D5* | PlD | BH{PD | Br | AZJ#D | YZC | D]N%B | z?D | %BQ | &&BldQD | E$l | A@82D | 'kD | U1D | Avenger Bowl | This slight depression manages to capture unusual weather. | 8A( | EL4CA | Limestonedungeon | Klapam Forest | Home to an infestation. | Dgf | DDV/B | D/i!B | {\""BV | 5 B | cHB | Mutant Cave | bKB | D|S>B | &Bw@ | Obsidianhall | Dmk>Ae | Mineralgrave | 8Ae$ | Grimeyvault | LAq | Minerallair | Lavarockdig | Longley | There is a path here leading to Klapam Forest (if you dare). Otherwise, this region is a pleasent area going almost right across Stret East Bank | @!E | Shallowgrave | Wendell Walk | Rumour has it that there was an Atrox called Wendell who walked in circles in this area for 18 years. | wvA | D!F@B | ]9E | /0B` | Ao!;E | A#a4E | 1DE | Lurky Mound | Rise up and celebrate. | <(2 | Dbe | DN3+B | J9B | Graniteden | Trinity Edge | D(m | B!b | DrH2B | Point of Interest | J\""De | %D\\ | )D\\"", ""A& | YH? | A6 | o3? | 2A) | [m? | Locked DoorThis door is locked. | -Aa | i1A | /n? | .A$ | ,A0Y | n3? | r0A | E0q | d?PC | Yxs? | DoorA door. | \""?>T:32 | 2A/o!E | E\\ | K?C | 1AM | E$' | ;T? | T6A | E~yU? | Qq? | )Omni-Tek Medical SuppliesThis shop sells a range of medical items. | A4L | vsL? | Omni-Tek Weapon Shop | ,/A | ^yU | (Omni-Tek SupermarketThis shop sells a wide variety of items. | $Omni-Tek Armor ShopThis shop sells a variety of armors. | &Omni-Tek Implant ShopThis shop sells a variety of implants. | C\\*.A | Er' | 'Omni-Tek Clothing ShopThis shop sells many types of clothing. | p\""A( | bB&? | \""A' | Dancing Atrox BarEnter the Dancing Atrox bar. | Cdd#B | .Omni-Pol Military BarracksThe entrance to an Omni-Pol military barracks. | &Omni-Tek Implant SupplyThis shop sells a variety of implants. | e#B | $Omni-Tek Armor SupplyThis shop sells many types of armor. | d#B | #Omni-Tek Weapons SupplyThis shop sells a range of weapons. | d#B0< | -Omni-Tek Medical SuppliesThis shop sells a range of medical equipment. | TYoung Mutant Village Wall EntranceYou wonder how this rock prevents your travels, but note that it can be moved aside. | Easy Rocky Upsurge Shack | 8Ag8 | Omnitek Stockhouse | \"":A | Omni Storage | #:A | Omnitek Storehouse | /TDPY | ,Eq=t? | >B<l | Eoptian CavesA cave. | Zoloft's CaveA cave. | YA* | Young Mutant Village BuildingOpen this door to enter. | YAd | K{? | cC> | %XA | &8? | E^y | DydC | Pq? | B3# | 80? | @ D | 2B\\4 | GDiffA | pQD | lM@ | jM@ | r\""BV+BA | House in Omni-1 Entertainment | I(E4 | k,E | kNA | Recyclebuilding in Omni-1 Entertainment | iNA | *E$B&? | WsB | jNA` | *E2 | Slumhouse in Omni-1 Entertainment | AZP""]",[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262316, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262318,262318,262318,NPC_OR_MONSTER_TEMPLATE,antipersonel gun - solitus male - upgraded,antipersonel gun - solitus male - upgraded,upgraded,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262318, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262331,262331,262331,NPC_OR_MONSTER_TEMPLATE,sam battery,sam battery,battery,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262331, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262339,262339,262339,NPC_OR_MONSTER_TEMPLATE,6-y,6-y,y,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262339, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262340,262340,262340,NPC_OR_MONSTER_TEMPLATE,6-y,6-y,y,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262340, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262342,262342,262342,NPC_OR_MONSTER_TEMPLATE,6-y,6-y,y,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262342, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262344,262344,262344,NPC_OR_MONSTER_TEMPLATE,6-y,6-y,y,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262344, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262345,262345,262345,NPC_OR_MONSTER_TEMPLATE,6-y,6-y,y,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262345, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262346,262346,262346,NPC_OR_MONSTER_TEMPLATE,X7J,X7J,x7j,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262346, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262347,262347,262347,NPC_OR_MONSTER_TEMPLATE,X7J,X7J,x7j,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262347, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262374,262374,262374,NPC_OR_MONSTER_TEMPLATE,6-y,6-y,y,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262374, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262389,262389,262389,NPC_OR_MONSTER_TEMPLATE,antivehicular battery - solitus male,antivehicular battery - solitus male,male,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262389, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262390,262390,262390,NPC_OR_MONSTER_TEMPLATE,antivehicular battery - solitus male upgraded,antivehicular battery - solitus male upgraded,upgraded,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262390, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-262396,262396,262396,NPC_OR_MONSTER_TEMPLATE,antivehicular battery - opifex female,antivehicular battery - opifex female,female,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 262396, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
