"Id","Hash","LowId","HighId","MinQl","MaxQl","Active","AdminDescription","Issues"
"315955","IAA","248272","297650","144","144","1","Live Fair Trade ICC Armor IAA",""
"315956","IAA","248272","297650","158","158","1","Live Fair Trade ICC Armor IAA",""
"315957","IAA","248272","297650","160","160","1","Live Fair Trade ICC Armor IAA",""
"315958","IAA","248272","297650","176","176","1","Live Fair Trade ICC Armor IAA",""
"315959","IAA","248272","297650","188","188","1","Live Fair Trade ICC Armor IAA",""
"315960","IAA","248272","297650","197","197","1","Live Fair Trade ICC Armor IAA",""
"315961","IAA","248272","297650","202","202","1","Live Fair Trade ICC Armor IAA",""
"315962","IAA","248276","297653","110","110","1","Live Fair Trade ICC Armor IAA",""
"315963","IAA","248276","297653","124","124","1","Live Fair Trade ICC Armor IAA",""
"315964","IAA","248276","297653","137","137","1","Live Fair Trade ICC Armor IAA",""
"315965","IAA","248276","297653","146","146","1","Live Fair Trade ICC Armor IAA",""
"315966","IAA","248276","297653","153","153","1","Live Fair Trade ICC Armor IAA",""
"315967","IAA","248276","297653","168","168","1","Live Fair Trade ICC Armor IAA",""
"315968","IAA","248276","297653","178","178","1","Live Fair Trade ICC Armor IAA",""
"315969","IAA","248276","297653","183","183","1","Live Fair Trade ICC Armor IAA",""
"315970","IAA","248276","297653","192","192","1","Live Fair Trade ICC Armor IAA",""
"315971","IAA","248276","297653","203","203","1","Live Fair Trade ICC Armor IAA",""
"315972","IAA","158755","158755","1","1","1","Live Fair Trade ICC Armor IAA",""
"315973","IAA","158763","158763","1","1","1","Live Fair Trade ICC Armor IAA",""
"315821","IAB","160571","160571","1","1","1","Live Fair Trade ICC Armor IAB",""
"315822","IAB","162431","162432","9","9","1","Live Fair Trade ICC Armor IAB",""
"315823","IAB","162431","162432","90","90","1","Live Fair Trade ICC Armor IAB",""
"315824","IAB","162435","162436","4","4","1","Live Fair Trade ICC Armor IAB",""
"315825","IAB","162435","162436","54","54","1","Live Fair Trade ICC Armor IAB",""
"315826","IAB","162435","162436","55","55","1","Live Fair Trade ICC Armor IAB",""
"315827","IAB","162427","162428","6","6","1","Live Fair Trade ICC Armor IAB",""
"315828","IAB","162427","162428","37","37","1","Live Fair Trade ICC Armor IAB",""
"315829","IAB","162433","162434","8","8","1","Live Fair Trade ICC Armor IAB",""
"315830","IAB","162433","162434","50","50","1","Live Fair Trade ICC Armor IAB",""
"315831","IAB","162433","162434","57","57","1","Live Fair Trade ICC Armor IAB",""
"315832","IAB","158756","158756","1","1","1","Live Fair Trade ICC Armor IAB",""
"315833","IAB","120628","120628","1","1","1","Live Fair Trade ICC Armor IAB",""
"315834","IAB","248273","248274","3","3","1","Live Fair Trade ICC Armor IAB",""
"315835","IAB","248273","248274","13","13","1","Live Fair Trade ICC Armor IAB",""
"315836","IAB","248274","297652","25","25","1","Live Fair Trade ICC Armor IAB",""
"315837","IAB","248274","297652","34","34","1","Live Fair Trade ICC Armor IAB",""
"315838","IAB","248274","297652","44","44","1","Live Fair Trade ICC Armor IAB",""
"315839","IAB","248274","297652","59","59","1","Live Fair Trade ICC Armor IAB",""
"315840","IAB","248274","297652","63","63","1","Live Fair Trade ICC Armor IAB",""
"315841","IAB","248274","297652","77","77","1","Live Fair Trade ICC Armor IAB",""
"315842","IAB","248274","297652","80","80","1","Live Fair Trade ICC Armor IAB",""
"315843","IAB","248274","297652","94","94","1","Live Fair Trade ICC Armor IAB",""
"315844","IAB","248274","297652","105","105","1","Live Fair Trade ICC Armor IAB",""
"315845","IAB","248269","248270","8","8","1","Live Fair Trade ICC Armor IAB",""
"315846","IAB","248270","297651","19","19","1","Live Fair Trade ICC Armor IAB",""
"315847","IAB","248270","297651","24","24","1","Live Fair Trade ICC Armor IAB",""
"315848","IAB","248270","297651","39","39","1","Live Fair Trade ICC Armor IAB",""
"315849","IAB","248270","297651","44","44","1","Live Fair Trade ICC Armor IAB",""
"315850","IAB","248270","297651","57","57","1","Live Fair Trade ICC Armor IAB",""
"315851","IAB","248270","297651","60","60","1","Live Fair Trade ICC Armor IAB",""
"315852","IAB","248270","297651","70","70","1","Live Fair Trade ICC Armor IAB",""
"315853","IAB","248270","297651","82","82","1","Live Fair Trade ICC Armor IAB",""
"315854","IAB","248270","297651","91","91","1","Live Fair Trade ICC Armor IAB",""
"315855","IAB","248270","297651","105","105","1","Live Fair Trade ICC Armor IAB",""
"315856","IAB","248277","248277","1","1","1","Live Fair Trade ICC Armor IAB",""
"315857","IAB","248277","248278","14","14","1","Live Fair Trade ICC Armor IAB",""
"315858","IAB","248278","297654","28","28","1","Live Fair Trade ICC Armor IAB",""
"315859","IAB","248278","297654","36","36","1","Live Fair Trade ICC Armor IAB",""
"315860","IAB","248278","297654","45","45","1","Live Fair Trade ICC Armor IAB",""
"315861","IAB","248278","297654","52","52","1","Live Fair Trade ICC Armor IAB",""
"315862","IAB","248278","297654","64","64","1","Live Fair Trade ICC Armor IAB",""
"315863","IAB","248278","297654","71","71","1","Live Fair Trade ICC Armor IAB",""
"315864","IAB","248278","297654","83","83","1","Live Fair Trade ICC Armor IAB",""
"315865","IAB","248278","297654","99","99","1","Live Fair Trade ICC Armor IAB",""
"315866","IAB","248278","297654","100","100","1","Live Fair Trade ICC Armor IAB",""
"315867","IAB","248271","248272","2","2","1","Live Fair Trade ICC Armor IAB",""
"315868","IAB","248271","248272","13","13","1","Live Fair Trade ICC Armor IAB",""
"315869","IAB","248272","297650","28","28","1","Live Fair Trade ICC Armor IAB",""
"315870","IAB","248272","297650","39","39","1","Live Fair Trade ICC Armor IAB",""
"315871","IAB","248272","297650","44","44","1","Live Fair Trade ICC Armor IAB",""
"315872","IAB","248272","297650","55","55","1","Live Fair Trade ICC Armor IAB",""
"315873","IAB","248272","297650","64","64","1","Live Fair Trade ICC Armor IAB",""
"315874","IAB","248272","297650","79","79","1","Live Fair Trade ICC Armor IAB",""
"315875","IAB","248272","297650","86","86","1","Live Fair Trade ICC Armor IAB",""
"315876","IAB","248272","297650","97","97","1","Live Fair Trade ICC Armor IAB",""
"315877","IAB","248272","297650","107","107","1","Live Fair Trade ICC Armor IAB",""
"315878","IAB","248275","248276","2","2","1","Live Fair Trade ICC Armor IAB",""
"315879","IAB","248276","248276","15","15","1","Live Fair Trade ICC Armor IAB",""
"315880","IAB","248276","297653","22","22","1","Live Fair Trade ICC Armor IAB",""
"315881","IAB","248276","297653","32","32","1","Live Fair Trade ICC Armor IAB",""
"315882","IAB","248276","297653","42","42","1","Live Fair Trade ICC Armor IAB",""
"315883","IAB","248276","297653","50","50","1","Live Fair Trade ICC Armor IAB",""
"315884","IAB","248276","297653","66","66","1","Live Fair Trade ICC Armor IAB",""
"315885","IAB","248276","297653","72","72","1","Live Fair Trade ICC Armor IAB",""
"315886","IAB","248276","297653","89","89","1","Live Fair Trade ICC Armor IAB",""
"315887","IAB","248276","297653","95","95","1","Live Fair Trade ICC Armor IAB",""
"315888","IAB","248276","297653","102","102","1","Live Fair Trade ICC Armor IAB",""
"315889","IAB","158755","158755","1","1","1","Live Fair Trade ICC Armor IAB",""
"315890","IAB","158763","158763","1","1","1","Live Fair Trade ICC Armor IAB",""
"315891","IAB","158749","158750","50","50","1","Live Fair Trade ICC Armor IAB",""
"315892","IAB","158749","158750","78","78","1","Live Fair Trade ICC Armor IAB",""
"315893","IAB","158750","158750","100","100","1","Live Fair Trade ICC Armor IAB",""
"315894","IAB","158751","158752","50","50","1","Live Fair Trade ICC Armor IAB",""
"315895","IAB","158751","158752","65","65","1","Live Fair Trade ICC Armor IAB",""
"315896","IAB","158752","158752","100","100","1","Live Fair Trade ICC Armor IAB",""
"315897","IAB","158743","158744","50","50","1","Live Fair Trade ICC Armor IAB",""
"315898","IAB","158743","158744","76","76","1","Live Fair Trade ICC Armor IAB",""
"315899","IAB","158744","158744","100","100","1","Live Fair Trade ICC Armor IAB",""
"315900","IAB","158745","158746","50","50","1","Live Fair Trade ICC Armor IAB",""
"315901","IAB","158745","158746","88","88","1","Live Fair Trade ICC Armor IAB",""
"315902","IAB","158746","158746","100","100","1","Live Fair Trade ICC Armor IAB",""
"315903","IAB","158747","158748","50","50","1","Live Fair Trade ICC Armor IAB",""
"315904","IAB","158747","158748","77","77","1","Live Fair Trade ICC Armor IAB",""
"315905","IAB","158748","158748","100","100","1","Live Fair Trade ICC Armor IAB",""
"315906","IAB","158753","158754","50","50","1","Live Fair Trade ICC Armor IAB",""
"315907","IAB","158753","158754","68","68","1","Live Fair Trade ICC Armor IAB",""
"315908","IAB","158754","158754","100","100","1","Live Fair Trade ICC Armor IAB",""
"315974","IAS","160571","160571","1","1","1","Live Fair Trade ICC Armor IAS",""
"315975","IAS","162429","162430","189","189","1","Live Fair Trade ICC Armor IAS",""
"315976","IAS","162435","162436","176","176","1","Live Fair Trade ICC Armor IAS",""
"315977","IAS","162435","162436","198","198","1","Live Fair Trade ICC Armor IAS",""
"315978","IAS","162427","162428","183","183","1","Live Fair Trade ICC Armor IAS",""
"315979","IAS","162427","162428","187","187","1","Live Fair Trade ICC Armor IAS",""
"315980","IAS","162427","162428","192","192","1","Live Fair Trade ICC Armor IAS",""
"315981","IAS","162433","162434","184","184","1","Live Fair Trade ICC Armor IAS",""
"315982","IAS","162433","162434","188","188","1","Live Fair Trade ICC Armor IAS",""
"315983","IAS","162433","162434","195","195","1","Live Fair Trade ICC Armor IAS",""
"315984","IAS","162433","162434","198","198","1","Live Fair Trade ICC Armor IAS",""
"315985","IAS","158756","158756","1","1","1","Live Fair Trade ICC Armor IAS",""
"315986","IAS","120628","120628","1","1","1","Live Fair Trade ICC Armor IAS",""
"315987","IAS","248274","297652","213","213","1","Live Fair Trade ICC Armor IAS",""
"315988","IAS","297652","297652","220","220","1","Live Fair Trade ICC Armor IAS",""
"315989","IAS","248270","297651","215","215","1","Live Fair Trade ICC Armor IAS",""
"315990","IAS","297651","297651","220","220","1","Live Fair Trade ICC Armor IAS",""
"315991","IAS","248278","297654","216","216","1","Live Fair Trade ICC Armor IAS",""
"315992","IAS","297654","297654","220","220","1","Live Fair Trade ICC Armor IAS",""
"315993","IAS","248272","297650","218","218","1","Live Fair Trade ICC Armor IAS",""
"315994","IAS","297650","297650","220","220","1","Live Fair Trade ICC Armor IAS",""
"315995","IAS","248276","297653","212","212","1","Live Fair Trade ICC Armor IAS",""
"315996","IAS","297653","297653","220","220","1","Live Fair Trade ICC Armor IAS",""
"315997","IAS","158755","158755","1","1","1","Live Fair Trade ICC Armor IAS",""
"315998","IAS","158763","158763","1","1","1","Live Fair Trade ICC Armor IAS",""
"313762","KeeN","211161","211161","116","116","1","Nano Crystal (A Keeper's Physique)",""
"313807","KeeN","210531","210531","26","26","1","Nano Crystal (Ambient Alleviation)",""
"313808","KeeN","210533","210533","61","61","1","Nano Crystal (Ambient Rehabilitation)",""
"313809","KeeN","210535","210535","94","94","1","Nano Crystal (Ambient Rejuvenation)",""
"313810","KeeN","210529","210529","1","1","1","Nano Crystal (Ambient Restoration)",""
"313871","KeeN","210694","210694","105","105","1","Nano Crystal (Barrier of the Devoted)",""
"313872","KeeN","210690","210690","66","66","1","Nano Crystal (Barrier of the Loyal)",""
"313873","KeeN","210692","210692","88","88","1","Nano Crystal (Barrier of the Staunch)",""
"313891","KeeN","210515","210515","76","76","1","Nano Crystal (Benevolent Ward)",""
"314046","KeeN","210302","210302","48","48","1","Nano Crystal (Decision Maker)",""
"314051","KeeN","210312","210312","27","27","1","Nano Crystal (Defender's Poise)",""
"314161","KeeN","210708","210708","41","41","1","Nano Crystal (Enervate Bonds)",""
"314162","KeeN","210710","210710","71","71","1","Nano Crystal (Enervate Constraints)",""
"314163","KeeN","210712","210712","109","109","1","Nano Crystal (Enervate Impediments)",""
"314195","KeeN","210489","210489","84","84","1","Nano Crystal (Exalted Sanctifier)",""
"314243","KeeN","210324","210324","57","57","1","Nano Crystal (Fervor of the Devotee)",""
"314244","KeeN","210322","210322","14","14","1","Nano Crystal (Fervor of the Henchman)",""
"314245","KeeN","210326","210326","97","97","1","Nano Crystal (Fervor of the Minion)",""
"314319","KeeN","210491","210491","124","124","1","Nano Crystal (Glorious Sanctifier)",""
"314370","KeeN","210316","210316","112","112","1","Nano Crystal (Guardian's Balance)",""
"314399","KeeN","210487","210487","62","62","1","Nano Crystal (Honored Sanctifier)",""
"314405","KeeN","210676","210676","87","87","1","Nano Crystal (Imminence of Battle)",""
"314406","KeeN","210682","210682","213","213","1","Nano Crystal (Imminence of Carnage)",""
"314407","KeeN","210674","210674","64","64","1","Nano Crystal (Imminence of Conflict)",""
"314408","KeeN","210678","210678","118","118","1","Nano Crystal (Imminence of Havoc)",""
"314409","KeeN","210672","210672","31","31","1","Nano Crystal (Imminence of Scrimmage)",""
"314411","KeeN","210300","210300","20","20","1","Nano Crystal (Impartiality of the Blade)",""
"314455","KeeN","210304","210304","83","83","1","Nano Crystal (Judgement Bringer)",""
"314456","KeeN","210298","210298","1","1","1","Nano Crystal (Keeper's Edge)",""
"314770","KeeN","211167","211167","80","80","1","Nano Crystal (Quicken Reflexes)",""
"314795","KeeN","210501","210501","75","75","1","Nano Crystal (Reaper)",""
"314836","KeeN","210485","210485","20","20","1","Nano Crystal (Sanctifier)",""
"314869","KeeN","211165","211165","40","40","1","Nano Crystal (Sidestep)",""
"315016","KeeN","210306","210306","119","119","1","Nano Crystal (The Adjudicator's Blade)",""
"315029","KeeN","210592","210592","24","24","1","Nano Crystal (Tone of Accord)",""
"315030","KeeN","210590","210590","2","2","1","Nano Crystal (Tone of Clarity)",""
"315031","KeeN","210594","210594","58","58","1","Nano Crystal (Tone of Purity)",""
"315032","KeeN","210596","210596","92","92","1","Nano Crystal (Tone of Tranquility)",""
"315048","KeeN","211159","211159","55","55","1","Nano Crystal (Transfuse Vigor)",""
"315072","KeeN","210612","210612","8","8","1","Nano Crystal (Vengeance of the Loyal)",""
"315073","KeeN","210616","210616","72","72","1","Nano Crystal (Vengeance of the Resolute)",""
"315074","KeeN","210614","210614","35","35","1","Nano Crystal (Vengeance of the Steadfast)",""
"315075","KeeN","210618","210618","115","115","1","Nano Crystal (Vengeance of the Virtuous)",""
"315083","KeeN","210314","210314","60","60","1","Nano Crystal (Warden's Resolve)",""
"313863","MarN","28917","28917","24","24","1","Nano Crystal (Bad Blood)",""
"314025","MarN","81849","81849","37","37","1","Nano Crystal (Corrosive Fists)",""
"314032","MarN","81848","81848","10","10","1","Nano Crystal (Crash of Thunder)",""
"314091","MarN","28921","28921","33","33","1","Nano Crystal (Dirty Fighter)",""
"314102","MarN","100220","100220","53","53","1","Nano Crystal (Distracting Nuisance)",""
"314137","MarN","28923","28923","37","37","1","Nano Crystal (Elusive Target)",""
"314148","MarN","100221","100221","86","86","1","Nano Crystal (Encourage Hatred)",""
"314153","MarN","81847","81847","20","20","1","Nano Crystal (Energized Fists)",""
"314256","MarN","28926","28926","96","96","1","Nano Crystal (First Strike)",""
"314258","MarN","28927","28927","66","66","1","Nano Crystal (Fists of Fire)",""
"314259","MarN","81846","81846","47","47","1","Nano Crystal (Fists of Shocking Touch)",""
"314260","MarN","81843","81843","86","86","1","Nano Crystal (Fists of the Maelstrom)",""
"314261","MarN","81842","81842","106","106","1","Nano Crystal (Fists of the Polar Star)",""
"314269","MarN","28929","28929","83","83","1","Nano Crystal (Fleet Foot)",""
"314308","MarN","28932","28932","7","7","1","Nano Crystal (Give Energy: 10)",""
"314309","MarN","28933","28933","53","53","1","Nano Crystal (Give Energy: 100)",""
"314310","MarN","28934","28934","14","14","1","Nano Crystal (Give Energy: 25)",""
"314311","MarN","28935","28935","27","27","1","Nano Crystal (Give Energy: 50)",""
"314312","MarN","28936","28936","7","7","1","Nano Crystal (Give Life: 10)",""
"314313","MarN","28937","28937","50","50","1","Nano Crystal (Give Life: 100)",""
"314314","MarN","28938","28938","14","14","1","Nano Crystal (Give Life: 25)",""
"314315","MarN","28939","28939","27","27","1","Nano Crystal (Give Life: 50)",""
"314337","MarN","82075","82075","99","99","1","Nano Crystal (Greater Healing Touch)",""
"314346","MarN","75359","75359","86","86","1","Nano Crystal (Greater Steel Skin)",""
"314350","MarN","82069","82069","106","106","1","Nano Crystal (Greater Team Healing Touch)",""
"314355","MarN","75358","75358","53","53","1","Nano Crystal (Greater Wooden Skin)",""
"314377","MarN","75355","75355","14","14","1","Nano Crystal (Harden Skin)",""
"314380","MarN","82073","82073","73","73","1","Nano Crystal (Healing Aura)",""
"314382","MarN","82072","82072","43","43","1","Nano Crystal (Healing Touch)",""
"314444","MarN","28943","28943","4","4","1","Nano Crystal (Iron Fist)",""
"314501","MarN","82071","82071","10","10","1","Nano Crystal (Lesser Healing Touch)",""
"314523","MarN","75356","75356","33","33","1","Nano Crystal (Lesser Shen Protection)",""
"314534","MarN","28945","28945","17","17","1","Nano Crystal (Limbo Mastery)",""
"314547","MarN","81839","81839","27","27","1","Nano Crystal (Lotus on Water)",""
"314557","MarN","75363","75363","99","99","1","Nano Crystal (Major Shen Protection)",""
"314564","MarN","28946","28946","50","50","1","Nano Crystal (Martial Arts Mastery)",""
"314588","MarN","81838","81838","40","40","1","Nano Crystal (Meditate on an Autumn Leaf)",""
"314617","MarN","75353","75353","7","7","1","Nano Crystal (Minor Shen Protection)",""
"314631","MarN","28949","28949","70","70","1","Nano Crystal (Muscle Booster)",""
"314632","MarN","28950","28950","20","20","1","Nano Crystal (Muscle Stim)",""
"314692","MarN","28952","28952","4","4","1","Nano Crystal (Personal Healing)",""
"314808","MarN","82070","82070","20","20","1","Nano Crystal (Restore Essence)",""
"314829","MarN","28956","28956","24","24","1","Nano Crystal (Rubber Skin)",""
"314835","MarN","81837","81837","76","76","1","Nano Crystal (Sadness of the Willow)",""
"314858","MarN","75360","75360","66","66","1","Nano Crystal (Shen Protection)",""
"314918","MarN","28958","28958","76","76","1","Nano Crystal (Steel Skin)",""
"314927","MarN","95532","95532","30","30","1","Nano Crystal (Subconscious Guidance)",""
"314936","MarN","81835","81835","93","93","1","Nano Crystal (Sunrise over Pond)",""
"314971","MarN","81834","81834","113","113","1","Nano Crystal (Sway of Bamboo)",""
"314993","MarN","82067","82067","70","70","1","Nano Crystal (Team Healing Aura)",""
"314994","MarN","82066","82066","40","40","1","Nano Crystal (Team Healing Touch)",""
"314999","MarN","82065","82065","17","17","1","Nano Crystal (Team Restore Essence)",""
"315028","MarN","75361","75361","109","109","1","Nano Crystal (Titanium Skin)",""
"315040","MarN","75354","75354","1","1","1","Nano Crystal (Toughen Skin)",""
"315071","MarN","28913","28913","60","60","1","Nano Crystal (Velocity)",""
"315080","MarN","95538","95538","90","90","1","Nano Crystal (Vulnerability Seeker)",""
"315101","MarN","81832","81832","57","57","1","Nano Crystal (Wind-blown Blossom)",""
"315102","MarN","75357","75357","43","43","1","Nano Crystal (Wooden Skin)",""
"315691","Med","204267","204268","1","200","1","Battle Prepared Nano Recharge Kit",""
"315692","Med","204270","204271","1","200","1","Battle Prepared Treatment Kit",""
"315693","Med","55697","55696","1","200","1","Boosted Stim",""
"315694","Med","85368","85369","1","200","1","Burst of Speed Stim",""
"315695","Med","204103","204104","1","200","1","Free Movement",""
"315696","Med","204104","204105","1","200","1","Free Movement",""
"315697","Med","204105","204106","1","200","1","Free Movement",""
"315698","Med","291082","291083","1","200","1","Health and Nano Recharger",""
"315699","Med","291083","291084","1","200","1","Health and Nano Recharger",""
"315700","Med","291043","291044","1","200","1","Health and Nano Stim",""
"315701","Med","43552","43552","1","200","1","Portable Surgery Clinic",""
"313793","MetN","29424","29424","93","93","1","Nano Crystal (Advanced Symbol Manipulation)",""
"313814","MetN","43795","43795","4","4","1","Nano Crystal (Anger Manifestation)",""
"313816","MetN","29369","29369","50","50","1","Nano Crystal (Anticipation of Retaliation)",""
"313899","MetN","29372","29372","37","37","1","Nano Crystal (BioMet Mastery)",""
"313954","MetN","125751","125751","17","17","1","Nano Crystal (Calling of Medinos)",""
"313955","MetN","125752","125752","113","113","1","Nano Crystal (Calling of Restite)",""
"313956","MetN","125748","125748","37","37","1","Nano Crystal (Calling of Salvinous)",""
"313957","MetN","125749","125749","87","87","1","Nano Crystal (Calling of Sanoo)",""
"313958","MetN","125755","125755","57","57","1","Nano Crystal (Calling of Valentyia)",""
"313972","MetN","234998","234998","87","87","1","Nano Crystal (Channel Notum Vein: Adonis)",""
"313973","MetN","234994","234994","85","85","1","Nano Crystal (Channel Notum Vein: Elysium)",""
"313974","MetN","234996","234996","86","86","1","Nano Crystal (Channel Notum Vein: Scheol)",""
"313975","MetN","116831","116831","87","87","1","Nano Crystal (Chant of Frenzied Blows)",""
"313982","MetN","125771","125771","116","116","1","Nano Crystal (Chill Spear)",""
"313994","MetN","95428","95428","90","90","1","Nano Crystal (Coherent Notum Web)",""
"314055","MetN","227118","227118","200","200","1","Nano Crystal (Degredation of Resolve)",""
"314056","MetN","227116","227116","200","200","1","Nano Crystal (Degredation of Will)",""
"314097","MetN","227110","227110","151","151","1","Nano Crystal (Distortion of Resolve)",""
"314098","MetN","227150","227150","150","150","1","Nano Crystal (Distortion of Will)",""
"314108","MetN","99139","99139","14","14","1","Nano Crystal (Douse Anger)",""
"314126","MetN","95418","95418","24","24","1","Nano Crystal (Ease of Execution)",""
"314169","MetN","95537","95537","47","47","1","Nano Crystal (Engrossing Activity)",""
"314189","MetN","205184","205184","85","85","1","Nano Crystal (Evocation of Fathomless Rage)",""
"314190","MetN","205186","205186","115","115","1","Nano Crystal (Evocation of Implacable Hatred)",""
"314191","MetN","205192","205192","58","58","1","Nano Crystal (Evocation of Relentless Fury)",""
"314192","MetN","205196","205196","34","34","1","Nano Crystal (Evocation of Unleashed Malice)",""
"314193","MetN","205198","205198","16","16","1","Nano Crystal (Evocation of Unrestrained Ferocity)",""
"314285","MetN","125766","125766","64","64","1","Nano Crystal (Frigid Blast)",""
"314286","MetN","125770","125770","17","17","1","Nano Crystal (Frost Slivers)",""
"314295","MetN","43794","43794","20","20","1","Nano Crystal (Fury Externalization)",""
"314325","MetN","43789","43789","7","7","1","Nano Crystal (Greater Anger Manifestation)",""
"314335","MetN","43786","43786","27","27","1","Nano Crystal (Greater Fury Externalization)",""
"314344","MetN","43787","43787","53","53","1","Nano Crystal (Greater Rage Materialization)",""
"314356","MetN","43788","43788","93","93","1","Nano Crystal (Greater Wrath Incarnation)",""
"314403","MetN","95535","95535","90","90","1","Nano Crystal (Ignore External Events)",""
"314416","MetN","43784","43784","1","1","1","Nano Crystal (Inferior Anger Manifestation)",""
"314419","MetN","43781","43781","17","17","1","Nano Crystal (Inferior Fury Externalization)",""
"314422","MetN","43782","43782","40","40","1","Nano Crystal (Inferior Rage Materialization)",""
"314424","MetN","43761","43761","83","83","1","Nano Crystal (Inferior Wrath Incarnation)",""
"314430","MetN","116827","116827","113","113","1","Nano Crystal (Instill With Ferocious Purpose)",""
"314431","MetN","116826","116826","41","41","1","Nano Crystal (Instill With Fury)",""
"314432","MetN","116824","116824","21","21","1","Nano Crystal (Instill With Rage)",""
"314433","MetN","116832","116832","74","74","1","Nano Crystal (Instill With Terrible Anger)",""
"314438","MetN","95536","95536","14","14","1","Nano Crystal (Internal Focus)",""
"314496","MetN","43779","43779","113","113","1","Nano Crystal (Lesser Frenzy Embodiment)",""
"314497","MetN","43780","43780","14","14","1","Nano Crystal (Lesser Fury Externalization)",""
"314520","MetN","43777","43777","37","37","1","Nano Crystal (Lesser Rage Materialization)",""
"314529","MetN","43778","43778","76","76","1","Nano Crystal (Lesser Wrath Incarnation)",""
"314574","MetN","29391","29391","43","43","1","Nano Crystal (MatCrea Mastery)",""
"314579","MetN","29393","29393","50","50","1","Nano Crystal (MatMet Mastery)",""
"314600","MetN","125767","125767","87","87","1","Nano Crystal (Mind Howl)",""
"314601","MetN","29395","29395","37","37","1","Nano Crystal (Mind Scream)",""
"314651","MetN","95426","95426","60","60","1","Nano Crystal (Notum Attunement)",""
"314756","MetN","29409","29409","47","47","1","Nano Crystal (PsyMod Mastery)",""
"314767","MetN","99138","99138","30","30","1","Nano Crystal (Quell Anger)",""
"314768","MetN","99137","99137","40","40","1","Nano Crystal (Quench Anger)",""
"314781","MetN","99136","99136","93","93","1","Nano Crystal (Rage Abolishment)",""
"314782","MetN","99134","99134","116","116","1","Nano Crystal (Rage Eradication)",""
"314783","MetN","43774","43774","47","47","1","Nano Crystal (Rage Materialization)",""
"314784","MetN","99135","99135","76","76","1","Nano Crystal (Rage Suppression)",""
"314849","MetN","29412","29412","43","43","1","Nano Crystal (Sense Imp Mastery)",""
"314857","MetN","99133","99133","7","7","1","Nano Crystal (Shed Anger)",""
"314905","MetN","29392","29392","40","40","1","Nano Crystal (SpaceTime Mastery)",""
"314920","MetN","99132","99132","53","53","1","Nano Crystal (Stifle Rage)",""
"314938","MetN","43776","43776","4","4","1","Nano Crystal (Superior Anger Manifestation)",""
"314944","MetN","43771","43771","24","24","1","Nano Crystal (Superior Fury Externalization)",""
"314950","MetN","43772","43772","50","50","1","Nano Crystal (Superior Rage Materialization)",""
"314953","MetN","43768","43768","90","90","1","Nano Crystal (Superior Wrath Incarnation)",""
"314960","MetN","43769","43769","7","7","1","Nano Crystal (Supreme Anger Manifestation)",""
"314961","MetN","43767","43767","30","30","1","Nano Crystal (Supreme Fury Externalization)",""
"314962","MetN","43764","43764","60","60","1","Nano Crystal (Supreme Rage Materialization)",""
"314963","MetN","43760","43760","96","96","1","Nano Crystal (Supreme Wrath Incarnation)",""
"314975","MetN","29192","29192","10","10","1","Nano Crystal (Symbol Helper)",""
"314980","MetN","151780","151780","18","18","1","Nano Crystal (Teachings of Biological Metamorphose)",""
"314981","MetN","151778","151778","21","21","1","Nano Crystal (Teachings of Material Creation)",""
"314982","MetN","151775","151775","17","17","1","Nano Crystal (Teachings of Material Metamorphose)",""
"314983","MetN","151776","151776","24","24","1","Nano Crystal (Teachings of Psychological Modification)",""
"314984","MetN","151777","151777","21","21","1","Nano Crystal (Teachings of Sensory Improvement)",""
"314985","MetN","151779","151779","21","21","1","Nano Crystal (Teachings of Time and Space)",""
"315044","MetN","43765","43765","10","10","1","Nano Crystal (Transcendent Anger Manifestation)",""
"315045","MetN","43922","43922","33","33","1","Nano Crystal (Transcendent Fury Externalization)",""
"315046","MetN","43923","43923","70","70","1","Nano Crystal (Transcendent Rage Materialization)",""
"315047","MetN","43763","43763","106","106","1","Nano Crystal (Transcendent Wrath Incarnation)",""
"315059","MetN","29418","29418","73","73","1","Nano Crystal (Unmake: BioMet)",""
"315060","MetN","29419","29419","73","73","1","Nano Crystal (Unmake: MatCrea)",""
"315061","MetN","29421","29421","63","63","1","Nano Crystal (Unmake: MatMet)",""
"315062","MetN","29422","29422","70","70","1","Nano Crystal (Unmake: PsyMod)",""
"315063","MetN","29423","29423","66","66","1","Nano Crystal (Unmake: SenseImp)",""
"315064","MetN","29420","29420","66","66","1","Nano Crystal (Unmake: SpaceTime)",""
"315103","MetN","43758","43758","86","86","1","Nano Crystal (Wrath Incarnation)",""
"315124","MetN","203606","203606","88","88","1","NanoCrystal (Fluctuate Manifestation)",""
"315150","MetN","120500","120500","103","103","1","NanoCrystal (Quantum Wings)",""
"315436","NaCl","101309","101310","1","200","1","Imp/Proj AC Cluster - Faded (Waist)",""
"315437","NaCl","101311","101312","1","200","1","Imp/Proj AC Cluster - Bright (Chest)",""
"315438","NaCl","101313","101314","1","200","1","Imp/Proj AC Cluster - Shiny (Leg)",""
"315439","NaCl","101315","101316","1","200","1","Melee/Ma AC Cluster - Faded (Leg)",""
"315440","NaCl","101317","101318","1","200","1","Melee/Ma AC Cluster - Bright (Waist)",""
"315441","NaCl","101319","101320","1","200","1","Melee/Ma AC Cluster - Shiny (Chest)",""
"315442","NaCl","101321","101322","1","200","1","Energy AC Cluster - Faded (Waist)",""
