"Id","SourcePlayfield","SourcePlayfieldName","SourceType","SourceInstanceDecimal","SourceInstanceHex","SourceStatelCount","SourceCoords","DestinationPlayfield","DestinationPlayfieldName","DestinationType","DestinationInstanceDecimal","DestinationInstanceHex","DestinationStatelCount","DestinationCoords","Warnings"
"1249","655","Andromeda","51016","3223388815","0xC021028F","1","3208.815,36.277,949.251","1186","Neutral Supermarket Basic","51016","3221488802","0xC00404A2","1","175.001,5.01,108.015",""
"621","665","Broken Shores","51016","3222799001","0xC0180299","1","2366.029,7.402,2263.8","2033","omni_basic_clothes_shop","51016","3221227505","0xC00007F1","1","117.001,5,225.99",""
"622","665","Broken Shores","51016","3228304025","0xC06C0299","1","2307.5,7.402,2246.829","2041","omni_advanced_armor_shop","51016","3221227513","0xC00007F9","1","199.002,5,205.99",""
"623","665","Broken Shores","51016","3228566169","0xC0700299","1","2319.3,7.402,2246.829","2042","omni_advanced_pharmacist_shop","51016","3221227514","0xC00007FA","1","199.002,5,205.99",""
"624","665","Broken Shores","51016","3228631705","0xC0710299","1","2311.7,7.402,2300.929","2040","omni_advanced_weapons_shop","51016","3221227512","0xC00007F8","1","203.001,5,199.99",""
"625","665","Broken Shores","51016","3228762777","0xC0730299","1","2370.8,7.402,2227.971","2043","omni_advanced_implants_shop","51016","3221227515","0xC00007FB","1","203.002,5,209.99",""
"626","665","Broken Shores","51016","3221881497","0xC00A0299","1","893,50.085,3701.796","2010","clan_advanced_weapons_shop","51016","3221227482","0xC00007DA","1","195.001,5,186.01",""
"627","665","Broken Shores","51016","3221750425","0xC0080299","1","914.777,50.485,3726.253","2013","clan_advanced_implants_shop","51016","3221227485","0xC00007DD","1","197.004,5,192.009",""
"628","665","Broken Shores","51016","3222667929","0xC0160299","1","1598.337,15.531,2959.417","2012","clan_advanced_pharmacist_shop","51016","3221227484","0xC00007DC","1","201.001,5,190.01",""
"629","665","Broken Shores","51016","3222078105","0xC00D0299","1","1584.191,15.65,2972.293","2004","clan_basic_clothes_shop","51016","3221227476","0xC00007D4","1","217.004,5,154.009",""
"630","665","Broken Shores","51016","3221553817","0xC0050299","1","929.783,50.485,3721.739","2011","clan_advanced_armor_shop","51016","3221227483","0xC00007DB","1","205.001,5,178.01",""
"631","665","Broken Shores","51016","3225223833","0xC03D0299","1","723.471,16.192,1446.479","2071","neut_advanced_armor_shop","51016","3221227543","0xC0000817","1","205.003,5.01,209.985",""
"632","665","Broken Shores","51016","3225354905","0xC03F0299","1","746.867,15.092,1422.519","2072","neut_advanced_pharmacist_shop","51016","3221227544","0xC0000818","1","205.004,5.02,205.985",""
"633","665","Broken Shores","51016","3226600089","0xC0520299","1","691.691,11.992,1381.1","2073","neut_advanced_implants_shop","51016","3221293081","0xC0010819","1","205.004,5.01,205.985",""
"634","665","Broken Shores","51016","3226862233","0xC0560299","1","641.51,15.252,1470.169","2070","neut_advanced_weapons_shop","51016","3221227542","0xC0000816","1","209.002,5.01,199.985",""
"635","665","Broken Shores","51016","3227058841","0xC0590299","1","597.643,15.224,1412.177","2001","clan_basic_weapons_shop","51016","3221227473","0xC00007D1","1","211.001,5,154.01",""
"636","665","Broken Shores","51016","3228107417","0xC0690299","1","654.251,11.292,1366.561","2004","clan_basic_clothes_shop","51016","3221227476","0xC00007D4","1","217.004,5,154.009",""
"637","665","Broken Shores","51016","3229024921","0xC0770299","1","357.832,4.59,2215.037","4805","The Crypt of Home","51016","3223392965","0xC02112C5","1","195.009,61.775,140.012",""
"638","670","Clondyke","51016","3222995614","0xC01B029E","1","1895.089,5.449,3929.408","1503","omnimine_hq_building_04","51016","3221226975","0xC00005DF","1","205.008,5,143.994",""
"639","670","Clondyke","51016","3223061150","0xC01C029E","1","1971.995,27.608,3978.924","1503","omnimine_hq_building_04","51016","3221226975","0xC00005DF","1","205.008,5,143.994",""
"640","670","Clondyke","51016","3223126686","0xC01D029E","1","1879.491,5.985,3804.692","1503","omnimine_hq_building_04","51016","3221226975","0xC00005DF","1","205.008,5,143.994",""
"641","670","Clondyke","51016","3223192222","0xC01E029E","1","1112.774,16.631,2720.436","1504","omnimine_hq_building_07","51016","3221226976","0xC00005E0","1","193.001,35,179.99",""
"642","670","Clondyke","51016","3223257758","0xC01F029E","1","1105.357,16.438,2758.676","1504","omnimine_hq_building_07","51016","3221226976","0xC00005E0","1","193.001,35,179.99",""
"643","670","Clondyke","51016","3223388830","0xC021029E","1","1099.887,16.452,2701.349","1507","omnimine_hq_building10","51016","3221226979","0xC00005E3","1","199.001,5,121.99",""
"644","670","Clondyke","51016","3223519902","0xC023029E","1","1080.011,16.452,2701.441","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"645","670","Clondyke","51016","3223585438","0xC024029E","1","1070.03,16.452,2701.42","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"646","670","Clondyke","51016","3223650974","0xC025029E","1","1095.629,16.452,2715.395","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"647","670","Clondyke","51016","3223716510","0xC026029E","1","1085.687,16.452,2715.399","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"648","670","Clondyke","51016","3223782046","0xC027029E","1","1075.737,16.452,2715.425","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"649","670","Clondyke","51016","3223847582","0xC028029E","1","1109.548,16.632,2723.84","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"650","670","Clondyke","51016","3223913118","0xC029029E","1","1113.664,16.631,2724.781","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"651","670","Clondyke","51016","3224109726","0xC02C029E","1","2048.741,8.652,1733.771","1627","wood_shack_07 VP dng","51016","3221227099","0xC000065B","1","202.992,5,155.994",""
"652","670","Clondyke","51016","3224240798","0xC02E029E","1","2068.714,8.61,1733.743","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"653","670","Clondyke","51016","3224437406","0xC031029E","1","2040.711,8.831,1705.394","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"654","670","Clondyke","51016","3224502942","0xC032029E","1","2068.397,8.831,1699.899","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"655","670","Clondyke","51016","3224568478","0xC033029E","1","2056.346,9.608,1650.75","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"656","670","Clondyke","51016","3224634014","0xC034029E","1","2500.198,1.599,2279.396","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"657","670","Clondyke","51016","3224699550","0xC035029E","1","2501.881,1.949,2301.908","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"658","670","Clondyke","51016","3224765086","0xC036029E","1","1564.115,18.591,749.371","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"659","670","Clondyke","51016","3224830622","0xC037029E","1","1592.812,18.094,761.348","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"660","670","Clondyke","51016","3224896158","0xC038029E","1","1591.878,17.458,776.832","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"661","670","Clondyke","51016","3224961694","0xC039029E","1","1583.257,16.569,790.997","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"662","670","Clondyke","51016","3225223838","0xC03D029E","1","1629.551,18.355,812.319","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"663","670","Clondyke","51016","3225289374","0xC03E029E","1","1731.498,23.269,3387.117","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"664","670","Clondyke","51016","3225354910","0xC03F029E","1","1733.053,23.52,3401.583","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"665","670","Clondyke","51016","3225420446","0xC040029E","1","1330.473,45.571,3533.663","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"666","670","Clondyke","51016","3225485982","0xC041029E","1","1310.181,45.571,3487.176","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"667","670","Clondyke","51016","3225551518","0xC042029E","1","1188.237,44.057,3533.507","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"668","670","Clondyke","51016","3225813662","0xC046029E","1","1018.97,43.857,3733.069","1627","wood_shack_07 VP dng","51016","3221227099","0xC000065B","1","202.992,5,155.994",""
"669","670","Clondyke","51016","3225879198","0xC047029E","1","995.746,43.857,3733.613","1624","wood_shack_04 VP dng","51016","3221227096","0xC0000658","1","210.998,10,147.99",""
"670","670","Clondyke","51016","3225944734","0xC048029E","1","994.92,43.857,3763.546","1641","lowtech_building1 VP dng","51016","3221227113","0xC0000669","1","190.998,5,173.99",""
"672","670","Clondyke","51016","3226010270","0xC049029E","1","1286.188,45.568,3538.031","1642","lowtech_building2 VP dng","51016","3221227114","0xC000066A","1","169.99,5,170.998",""
"673","670","Clondyke","51016","3226075806","0xC04A029E","1","1260.934,44.5,3541.428","1642","lowtech_building2 VP dng","51016","3221227114","0xC000066A","1","169.99,5,170.998",""
"674","670","Clondyke","51016","3226141342","0xC04B029E","1","1238.401,45.568,3538","1643","lowtech_building3 VP dng","51016","3221227115","0xC000066B","1","151.005,5,159.991",""
"675","670","Clondyke","51016","3226206878","0xC04C029E","1","1261.03,53.657,3521.07","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99",""
"676","670","Clondyke","51016","3226272414","0xC04D029E","1","1288.927,53.153,3521.62","1645","lowtech_building5 VP dng","51016","3221227117","0xC000066D","1","222.994,5,167.992",""
"677","670","Clondyke","51016","3226337950","0xC04E029E","1","1237.732,53.418,3520.883","1646","lowtech_building6 VP dng","51016","3221227118","0xC000066E","1","190.01,5,162.998",""
"678","670","Clondyke","51016","3226403486","0xC04F029E","1","1228.329,44.257,3504.93","1648","lowtech_waterwell VP dng","51016","3221227120","0xC0000670","1","189.002,5,163.99",""
"679","670","Clondyke","51016","3226469022","0xC050029E","1","1272.438,43.917,3458.155","1625","wood_shack_05 VP dng","51016","3221227097","0xC0000659","1","203.002,10,157.99",""
"680","670","Clondyke","51016","3226534558","0xC051029E","1","1223.002,44.255,3469.655","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99",""
"681","670","Clondyke","51016","3226600094","0xC052029E","1","1136.766,45.568,3431.233","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"682","670","Clondyke","51016","3226665630","0xC053029E","1","1159.917,44.5,3434.589","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"683","670","Clondyke","51016","3226731166","0xC054029E","1","1184.19,45.568,3431.216","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"684","670","Clondyke","51016","3226796702","0xC055029E","1","1160.491,53.357,3423.252","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"685","670","Clondyke","51016","3226862238","0xC056029E","1","1190.534,53.153,3414.852","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"686","670","Clondyke","51016","3226927774","0xC057029E","1","1063.693,44.502,3542.212","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"687","670","Clondyke","51016","3226993310","0xC058029E","1","1098.56,45.569,3528.813","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"688","670","Clondyke","51016","3227058846","0xC059029E","1","1098.569,45.568,3505.627","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"689","670","Clondyke","51016","3227124382","0xC05A029E","1","1087.704,47.557,3535.697","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"690","670","Clondyke","51016","3227189918","0xC05B029E","1","1040.24,53.518,3522.253","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"691","670","Clondyke","51016","3227255454","0xC05C029E","1","1091.827,53.458,3504.995","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"692","670","Clondyke","51016","3227320990","0xC05D029E","1","1048.366,44.418,3467.523","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"693","670","Clondyke","51016","3227386526","0xC05E029E","1","1312.546,52.932,3506.09","1504","omnimine_hq_building_07","51016","3221226976","0xC00005E0","1","193.001,35,179.99",""
"694","670","Clondyke","51016","3227452062","0xC05F029E","1","1330.967,52.931,3492.105","1503","omnimine_hq_building_04","51016","3221226975","0xC00005DF","1","205.008,5,143.994",""
"695","670","Clondyke","51016","3227517598","0xC060029E","1","1340.436,44.657,3454.116","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"696","670","Clondyke","51016","3227583134","0xC061029E","1","1021.973,43.752,3509.319","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"697","670","Clondyke","51016","3227648670","0xC062029E","1","1022.06,43.752,3519.274","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"698","670","Clondyke","51016","3227714206","0xC063029E","1","1022.146,43.752,3529.229","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"699","670","Clondyke","51016","3227779742","0xC064029E","1","1021.953,43.752,3499.349","1503","omnimine_hq_building_04","51016","3221226975","0xC00005DF","1","205.008,5,143.994",""
"700","670","Clondyke","51016","3227845278","0xC065029E","1","1021.952,43.753,3469.433","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"701","670","Clondyke","51016","3227910814","0xC066029E","1","1021.952,43.753,3479.433","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"702","670","Clondyke","51016","3227976350","0xC067029E","1","1021.952,43.753,3489.433","1712","Factory VP dng factory","51016","3221227184","0xC00006B0","1","173.001,5,153.99",""
"703","670","Clondyke","51016","3228041886","0xC068029E","1","1022.253,43.753,3539.232","1504","omnimine_hq_building_07","51016","3221226976","0xC00005E0","1","193.001,35,179.99",""
"704","670","Clondyke","51016","3228238494","0xC06B029E","1","1124.962,43.753,3557.719","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"705","670","Clondyke","51016","3228304030","0xC06C029E","1","1075.049,43.752,3557.999","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"706","670","Clondyke","51016","3228369566","0xC06D029E","1","1085.004,43.752,3557.913","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"707","670","Clondyke","51016","3228435102","0xC06E029E","1","1094.96,43.752,3557.826","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"708","670","Clondyke","51016","3228500638","0xC06F029E","1","1065.08,43.752,3558.019","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"709","670","Clondyke","51016","3228566174","0xC070029E","1","1035.163,43.753,3558.021","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"710","670","Clondyke","51016","3228631710","0xC071029E","1","1045.164,43.753,3558.021","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"711","670","Clondyke","51016","3228697246","0xC072029E","1","1055.163,43.753,3558.02","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"712","670","Clondyke","51016","3228762782","0xC073029E","1","1104.962,43.753,3557.72","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"713","670","Clondyke","51016","3228828318","0xC074029E","1","1114.963,43.753,3557.719","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"714","670","Clondyke","51016","3228893854","0xC075029E","1","903.322,11.845,4060.77","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"715","670","Clondyke","51016","3228959390","0xC076029E","1","910.09,12.196,4058.076","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"716","670","Clondyke","51016","3229024926","0xC077029E","1","918.403,12.229,4059.161","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"717","670","Clondyke","51016","3229090462","0xC078029E","1","907.498,12.356,4094.599","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"718","670","Clondyke","51016","3229155998","0xC079029E","1","908.294,12.196,4103.393","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"719","670","Clondyke","51016","3229221534","0xC07A029E","1","940.889,11.215,4098.322","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"720","670","Clondyke","51016","3229287070","0xC07B029E","1","885.704,11.605,4069.575","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"721","670","Clondyke","51016","3229352606","0xC07C029E","1","893.394,11.553,4048.6","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"722","670","Clondyke","51016","3229418142","0xC07D029E","1","894.324,11.783,4071.718","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"723","670","Clondyke","51016","3229483678","0xC07E029E","1","894.912,11.806,4080.515","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"724","670","Clondyke","51016","3229549214","0xC07F029E","1","902.36,11.618,4045.862","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"725","670","Clondyke","51016","3229811358","0xC083029E","1","898.431,11.3,4071.736","1641","lowtech_building1 VP dng","51016","3221227113","0xC0000669","1","190.998,5,173.99",""
"726","670","Clondyke","51016","3229876894","0xC084029E","1","878.236,12.636,4030.407","1621","wood_shack_01 VP dng","51016","3221227093","0xC0000655","1","199.006,5,165.992",""
"727","670","Clondyke","51016","3229942430","0xC085029E","1","1826.852,38.982,954.517","1622","wood_shack_02 VP dng","51016","3221227094","0xC0000656","1","195.006,10,159.992",""
"728","670","Clondyke","51016","3230007966","0xC086029E","1","1836.541,38.558,921.954","1623","wood_shack_03 VP dng","51016","3221227095","0xC0000657","1","200.998,10,143.99",""
"729","670","Clondyke","51016","3230073502","0xC087029E","1","1851.619,41.358,870.279","1624","wood_shack_04 VP dng","51016","3221227096","0xC0000658","1","210.998,10,147.99",""
"730","670","Clondyke","51016","3230139038","0xC088029E","1","1875.896,42.002,923.338","1625","wood_shack_05 VP dng","51016","3221227097","0xC0000659","1","203.002,10,157.99",""
"731","670","Clondyke","51016","3230204574","0xC089029E","1","1861.742,40.429,936.328","1626","wood_shack_06 VP dng","51016","3221227098","0xC000065A","1","221.006,5,173.992",""
"732","670","Clondyke","51016","3230270110","0xC08A029E","1","1839.733,40.031,974.215","1627","wood_shack_07 VP dng","51016","3221227099","0xC000065B","1","202.992,5,155.994",""
"733","670","Clondyke","51016","3230466718","0xC08D029E","1","1847.728,38.379,945.371","1648","lowtech_waterwell VP dng","51016","3221227120","0xC0000670","1","189.002,5,163.99",""
"734","670","Clondyke","51016","3230532254","0xC08E029E","1","1849.041,38.961,959.695","1643","lowtech_building3 VP dng","51016","3221227115","0xC000066B","1","151.005,5,159.991",""
"735","670","Clondyke","51016","3230597790","0xC08F029E","1","1187.525,16.967,4050.404","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99",""
"736","670","Clondyke","51016","3230663326","0xC090029E","1","1175.928,17.319,4043.246","1645","lowtech_building5 VP dng","51016","3221227117","0xC000066D","1","222.994,5,167.992",""
"737","670","Clondyke","51016","3230728862","0xC091029E","1","1172.374,17.156,4071.656","1646","lowtech_building6 VP dng","51016","3221227118","0xC000066E","1","190.01,5,162.998",""
"738","670","Clondyke","51016","3230794398","0xC092029E","1","866.24,13.696,4062.73","1648","lowtech_waterwell VP dng","51016","3221227120","0xC0000670","1","189.002,5,163.99",""
"739","670","Clondyke","51016","3230859934","0xC093029E","1","922.968,12.868,4066.444","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99",""
"740","670","Clondyke","51016","3230925470","0xC094029E","1","1871.166,43.414,914.655","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99",""
"741","670","Clondyke","51016","3230991006","0xC095029E","1","1556.934,19.661,753.131","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99",""
"742","670","Clondyke","51016","3231056542","0xC096029E","0","","1644","lowtech_building4 VP dng","51016","3221227116","0xC000066C","1","217.002,5,167.99","missing source statel"
"743","670","Clondyke","51016","3222078110","0xC00D029E","1","999.258,16.848,3977.152","2033","omni_basic_clothes_shop","51016","3221227505","0xC00007F1","1","117.001,5,225.99",""
"744","670","Clondyke","51016","3222143646","0xC00E029E","1","1051.247,16.663,3934.913","2031","omni_basic_armor_shop","51016","3221227503","0xC00007EF","1","113.002,5,221.99",""
"745","670","Clondyke","51016","3222733470","0xC017029E","1","2674.69,26.08,3667.074","2030","omni_basic_weapons_shop","51016","3221227502","0xC00007EE","1","115.001,5,221.99",""
"746","670","Clondyke","51016","3222799006","0xC018029E","1","1992.41,10.968,3961.309","2034","omni_basic_implants_shop","51016","3221227506","0xC00007F2","1","119.002,5,225.99",""
"747","670","Clondyke","51016","3222864542","0xC019029E","1","2013.914,6.081,3907.1","2032","omni_basic_pharmacist","51016","3221227504","0xC00007F0","1","117.002,5,215.99",""
"748","670","Clondyke","51016","3222930078","0xC01A029E","1","1953.685,7.441,3727.682","1183","ord_smarket_omni_basic","51016","3221226655","0xC000049F","1","187.001,5,116.01",""
"749","670","Clondyke","51016","3222667934","0xC016029E","1","1590.247,32.12,1661.129","2043","omni_advanced_implants_shop","51016","3221227515","0xC00007FB","1","203.002,5,209.99",""
"750","685","Galway County","51016","3223716525","0xC02602AD","1","2465.699,10.619,2486.094","1625","wood_shack_05 VP dng","51016","3221227097","0xC0000659","1","203.002,10,157.99",""
"751","685","Galway County","51016","3224765101","0xC03602AD","1","1241.721,11.825,1965.789","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"752","685","Galway County","51016","3221291693","0xC00102AD","1","2395.066,3.402,1295.501","1137","mir shop omni","51016","3221226609","0xC0000471","1","151.001,5,180.015",""
"753","685","Galway County","51016","3222667949","0xC01602AD","1","2449.92,2.246,1197.829","2030","omni_basic_weapons_shop","51016","3221227502","0xC00007EE","1","115.001,5,221.99",""
"754","685","Galway County","51016","3222209197","0xC00F02AD","1","2467.176,2.245,1197.029","2031","omni_basic_armor_shop","51016","3221227503","0xC00007EF","1","113.002,5,221.99",""
"755","685","Galway County","51016","3221488301","0xC00402AD","1","2436.571,2.245,1197.041","2032","omni_basic_pharmacist","51016","3221227504","0xC00007F0","1","117.002,5,215.99",""
"756","685","Galway County","51016","3222078125","0xC00D02AD","1","2475.827,2.245,1197.068","2033","omni_basic_clothes_shop","51016","3221227505","0xC00007F1","1","117.001,5,225.99",""
"757","685","Galway County","51016","3222995629","0xC01B02AD","1","2451.874,2.245,1183.948","2040","omni_advanced_weapons_shop","51016","3221227512","0xC00007F8","1","203.001,5,199.99",""
"758","685","Galway County","51016","3223061165","0xC01C02AD","1","2443.178,2.246,1183.956","2041","omni_advanced_armor_shop","51016","3221227513","0xC00007F9","1","199.002,5,205.99",""
"759","685","Galway County","51016","3222536877","0xC01402AD","1","2460.481,2.245,1183.951","2042","omni_advanced_pharmacist_shop","51016","3221227514","0xC00007FA","1","199.002,5,205.99",""
"760","685","Galway County","51016","3223388845","0xC02102AD","1","2485.196,2.245,1168.053","2043","omni_advanced_implants_shop","51016","3221227515","0xC00007FB","1","203.002,5,209.99",""
"761","685","Galway County","51016","3223454381","0xC02202AD","1","2413.457,2.247,1168.016","2034","omni_basic_implants_shop","51016","3221227506","0xC00007F2","1","119.002,5,225.99",""
"762","687","Galway Shire","51016","3221488303","0xC00402AF","1","165.806,18.97,874.205","127","Condemned Subway (dng)","51016","3221618815","0xC006007F","1","64.008,115.694,318.988",""
"763","695","Lush Fields","51016","3222405815","0xC01202B7","1","3275.877,23.617,845.406","1183","ord_smarket_omni_basic","51016","3221226655","0xC000049F","1","187.001,5,116.01",""
"764","695","Lush Fields","51016","3222471351","0xC01302B7","1","1493.594,11.017,2518.877","1184","ord_smarket_omni_advanced","51016","3221226656","0xC00004A0","1","213.001,5,96.01",""
"765","695","Lush Fields","51016","3222536887","0xC01402B7","1","1551.764,45.395,492.815","1184","ord_smarket_omni_advanced","51016","3221226656","0xC00004A0","1","213.001,5,96.01",""
"766","695","Lush Fields","51016","3222602423","0xC01502B7","1","1528.026,45.217,538.591","1191","spec_smarket_omni_advanced","51016","3221226663","0xC00004A7","1","171.001,5,128.01",""
"767","695","Lush Fields","51016","3222864567","0xC01902B7","1","1590.851,47.413,524.4","1186","Neutral Supermarket Basic","51016","3221488802","0xC00404A2","1","175.001,5.01,108.015",""
"768","695","Lush Fields","51016","3223061175","0xC01C02B7","1","2825.349,12.413,2871.5","1186","Neutral Supermarket Basic","51016","3221488802","0xC00404A2","1","175.001,5.01,108.015",""
"769","695","Lush Fields","51016","3222930103","0xC01A02B7","1","1511.893,46.822,524.146","1193","spec_smarket_neut_basic","51016","3221226665","0xC00004A9","1","201.001,5,112.01",""
"770","695","Lush Fields","51016","3222733495","0xC01702B7","1","2906.546,11.822,2934.907","2043","omni_advanced_implants_shop","51016","3221227515","0xC00007FB","1","203.002,5,209.99",""
"771","695","Lush Fields","51016","3222799031","0xC01802B7","1","3046.954,10.191,3033.741","2051","omni_sup_armor_shop","51016","3221227523","0xC0000803","1","197.002,5,209.99",""
"772","695","Lush Fields","51016","3222667959","0xC01602B7","1","2825.978,10.191,2843.747","2042","omni_advanced_pharmacist_shop","51016","3221227514","0xC00007FA","1","199.002,5,205.99",""
"773","695","Lush Fields","51016","3223126711","0xC01D02B7","1","2864.646,11.822,2934.907","2071","neut_advanced_armor_shop","51016","3221227543","0xC0000817","1","205.003,5.01,209.985",""
"774","695","Lush Fields","51016","3222995639","0xC01B02B7","1","1552.047,45.191,554.823","2070","neut_advanced_weapons_shop","51016","3221227542","0xC0000816","1","209.002,5.01,199.985",""
"775","705","Omni1 Entertainment","51016","3224502977","0xC03202C1","1","434.241,22.762,536.943","2053","omni_sup_implants_shop","51016","3221227525","0xC0000805","1","203.002,5,207.99",""
"776","705","Omni1 Entertainment","51016","3221816001","0xC00902C1","1","383.058,22.762,556.241","2050","omni_sup_weapons_shop","51016","3221227522","0xC0000802","1","193.001,5,201.99",""
"777","705","Omni1 Entertainment","51016","3224109761","0xC02C02C1","1","431.057,22.762,556.241","2052","omni_sup_pharmacist_shop","51016","3221227524","0xC0000804","1","195.002,5,209.99",""
"778","705","Omni1 Entertainment","51016","3222340289","0xC01102C1","1","765.085,19.135,516.507","1183","ord_smarket_omni_basic","51016","3221226655","0xC000049F","1","187.001,5,116.01",""
