"Playfield","PlayfieldName","WallSet","Segment","Start","End","DestinationPlayfield","DestinationPlayfieldName","DestinationIndex","Destination","Warnings"
"716","Omni Forest","5","36","944.015,2880","960,2892.42","717","Greater Omni Forest","10","Destination Id: 0 StartCoords: 960.00 27.60 2892.55 EndCoords: 935.80 34.59 2880.00",""
"716","Omni Forest","5","37","960,2892.42","1000,2941.621","717","Greater Omni Forest","9","Destination Id: 0 StartCoords: 1000.00 12.25 2941.14 EndCoords: 960.00 27.60 2892.55",""
"716","Omni Forest","5","38","1000,2941.621","1027.502,3000","717","Greater Omni Forest","8","Destination Id: 0 StartCoords: 1027.22 16.15 3000.00 EndCoords: 1000.00 12.25 2941.14",""
"716","Omni Forest","5","39","1027.502,3000","1080,3094.078","717","Greater Omni Forest","7","Destination Id: 0 StartCoords: 1080.00 10.45 3093.90 EndCoords: 1027.22 16.15 3000.00",""
"716","Omni Forest","5","40","1080,3094.078","1122.775,3160","717","Greater Omni Forest","6","Destination Id: 0 StartCoords: 1122.39 9.49 3160.00 EndCoords: 1080.00 10.45 3093.90",""
"716","Omni Forest","5","41","1122.775,3160","1160,3219.886","717","Greater Omni Forest","5","Destination Id: 0 StartCoords: 1160.00 9.45 3219.35 EndCoords: 1122.39 9.49 3160.00",""
"716","Omni Forest","5","42","1160,3219.886","1200,3256.709","717","Greater Omni Forest","4","Destination Id: 0 StartCoords: 1200.00 12.70 3256.38 EndCoords: 1160.00 9.45 3219.35",""
"716","Omni Forest","5","43","1200,3256.709","1213.5,3371.8","717","Greater Omni Forest","3","Destination Id: 0 StartCoords: 1213.53 0.00 3371.90 EndCoords: 1200.00 12.70 3256.38",""
"716","Omni Forest","5","46","1159.1,3400.9","223.9,3400.884","630","Pleasant Meadows","6","Destination Id: 0 StartCoords: 1223.70 9.80 200.00 EndCoords: 2156.50 0.00 200.00",""
"717","Greater Omni Forest","0","0","2365.3,3400.9","1258.5,3400.9","630","Pleasant Meadows","1","Destination Id: 0 StartCoords: 2252.30 0.00 200.00 EndCoords: 3349.14 1.94 200.00",""
"717","Greater Omni Forest","0","3","1213.527,3371.9","1200,3256.382","716","Omni Forest","48","","invalid destination index"
"717","Greater Omni Forest","0","4","1200,3256.382","1160,3219.351","716","Omni Forest","47","","invalid destination index"
"717","Greater Omni Forest","0","5","1160,3219.351","1122.39,3160","716","Omni Forest","46","Destination Id: 0 StartCoords: 1122.78 9.49 3160.00 EndCoords: 1160.00 9.45 3219.89",""
"717","Greater Omni Forest","0","6","1122.39,3160","1080,3093.897","716","Omni Forest","45","Destination Id: 0 StartCoords: 1080.00 10.45 3094.08 EndCoords: 1122.78 9.49 3160.00",""
"717","Greater Omni Forest","0","7","1080,3093.897","1027.22,3000","716","Omni Forest","44","Destination Id: 0 StartCoords: 1027.50 16.15 3000.00 EndCoords: 1080.00 10.45 3094.08",""
"717","Greater Omni Forest","0","8","1027.22,3000","1000,2941.138","716","Omni Forest","43","Destination Id: 0 StartCoords: 1000.00 12.25 2941.62 EndCoords: 1027.50 16.15 3000.00",""
"717","Greater Omni Forest","0","9","1000,2941.138","960,2892.552","716","Omni Forest","42","Destination Id: 0 StartCoords: 960.00 27.60 2892.42 EndCoords: 1000.00 12.25 2941.62",""
"717","Greater Omni Forest","0","10","960,2892.552","935.795,2880","716","Omni Forest","41","Destination Id: 0 StartCoords: 944.02 30.45 2880.00 EndCoords: 960.00 27.60 2892.42",""
"717","Greater Omni Forest","0","11","935.795,2880","929.125,2840","716","Omni Forest","40","Destination Id: 0 StartCoords: 930.61 28.75 2840.00 EndCoords: 944.02 30.45 2880.00",""
"717","Greater Omni Forest","0","12","929.125,2840","960,2785.606","716","Omni Forest","39","Destination Id: 0 StartCoords: 960.00 21.79 2785.89 EndCoords: 930.61 28.75 2840.00",""
"717","Greater Omni Forest","0","13","960,2785.606","945.816,2720","716","Omni Forest","38","Destination Id: 0 StartCoords: 946.28 24.02 2720.00 EndCoords: 960.00 21.79 2785.89",""
"717","Greater Omni Forest","0","14","945.816,2720","914.794,2680","716","Omni Forest","37","Destination Id: 0 StartCoords: 914.48 22.42 2680.00 EndCoords: 946.28 24.02 2720.00",""
"717","Greater Omni Forest","0","15","914.794,2680","912.245,2640","716","Omni Forest","36","Destination Id: 0 StartCoords: 912.59 6.38 2640.00 EndCoords: 914.48 22.42 2680.00",""
"717","Greater Omni Forest","0","16","912.245,2640","920,2578.201","716","Omni Forest","35","Destination Id: 0 StartCoords: 938.87 11.81 2560.00 EndCoords: 912.59 6.38 2640.00",""
"717","Greater Omni Forest","0","17","920,2578.201","929.854,2480","716","Omni Forest","34","Destination Id: 0 StartCoords: 930.04 31.16 2480.00 EndCoords: 938.87 11.81 2560.00",""
"717","Greater Omni Forest","0","18","929.854,2480","941.848,2440","716","Omni Forest","33","Destination Id: 0 StartCoords: 942.15 34.00 2440.00 EndCoords: 930.04 31.16 2480.00",""
"717","Greater Omni Forest","0","19","941.848,2440","951.771,2360","716","Omni Forest","32","Destination Id: 0 StartCoords: 960.00 28.10 2352.47 EndCoords: 942.15 34.00 2440.00",""
"717","Greater Omni Forest","0","20","951.771,2360","938.391,2200","716","Omni Forest","31","Destination Id: 0 StartCoords: 939.67 16.98 2200.00 EndCoords: 960.00 28.10 2352.47",""
"717","Greater Omni Forest","0","21","938.391,2200","920,2010.036","716","Omni Forest","30","Destination Id: 0 StartCoords: 920.00 17.78 2010.03 EndCoords: 939.67 16.98 2200.00",""
"717","Greater Omni Forest","0","22","920,2010.036","911.921,1880","716","Omni Forest","29","Destination Id: 0 StartCoords: 912.74 19.60 1880.00 EndCoords: 920.00 17.78 2010.03",""
"717","Greater Omni Forest","0","23","911.921,1880","871.975,1800","716","Omni Forest","28","Destination Id: 0 StartCoords: 873.02 26.98 1800.00 EndCoords: 912.74 19.60 1880.00",""
"717","Greater Omni Forest","0","24","871.975,1800","840,1749.473","716","Omni Forest","27","Destination Id: 0 StartCoords: 840.00 22.09 1749.69 EndCoords: 873.02 26.98 1800.00",""
"717","Greater Omni Forest","0","25","840,1749.473","819.222,1680","716","Omni Forest","26","Destination Id: 0 StartCoords: 819.33 20.26 1680.00 EndCoords: 840.00 22.09 1749.69",""
"717","Greater Omni Forest","0","26","819.222,1680","840,1621.177","716","Omni Forest","25","Destination Id: 0 StartCoords: 840.00 21.00 1620.90 EndCoords: 819.33 20.26 1680.00",""
"717","Greater Omni Forest","0","27","840,1621.177","840,1543.271","716","Omni Forest","24","Destination Id: 0 StartCoords: 840.00 18.60 1543.47 EndCoords: 840.00 21.00 1620.90",""
"717","Greater Omni Forest","0","28","840,1543.271","840,1484.186","716","Omni Forest","23","Destination Id: 0 StartCoords: 840.00 15.09 1485.17 EndCoords: 840.00 18.60 1543.47",""
"717","Greater Omni Forest","0","29","840,1484.186","819.315,1440","716","Omni Forest","22","Destination Id: 0 StartCoords: 818.71 12.97 1440.00 EndCoords: 840.00 15.09 1485.17",""
"717","Greater Omni Forest","0","30","819.315,1440","791.01,1360","716","Omni Forest","21","Destination Id: 0 StartCoords: 791.26 18.84 1360.00 EndCoords: 818.71 12.97 1440.00",""
"717","Greater Omni Forest","0","31","791.01,1360","760,1276.418","716","Omni Forest","20","Destination Id: 0 StartCoords: 760.00 20.24 1276.76 EndCoords: 791.26 18.84 1360.00",""
"717","Greater Omni Forest","0","32","760,1276.418","760,1167.107","716","Omni Forest","19","Destination Id: 0 StartCoords: 760.00 23.08 1167.84 EndCoords: 760.00 20.24 1276.76",""
"717","Greater Omni Forest","0","33","760,1167.107","760,1058.967","716","Omni Forest","18","Destination Id: 0 StartCoords: 760.00 11.49 1058.93 EndCoords: 760.00 23.08 1167.84",""
"717","Greater Omni Forest","0","34","760,1058.967","756.028,960","716","Omni Forest","17","Destination Id: 0 StartCoords: 760.00 27.40 963.31 EndCoords: 760.00 11.49 1058.93",""
"717","Greater Omni Forest","0","35","756.028,960","760,932.696","716","Omni Forest","16","Destination Id: 0 StartCoords: 760.00 14.67 933.34 EndCoords: 760.00 27.40 963.31",""
"717","Greater Omni Forest","0","36","760,932.696","781.303,920","716","Omni Forest","15","Destination Id: 0 StartCoords: 781.53 25.88 920.00 EndCoords: 760.00 14.67 933.34",""
"717","Greater Omni Forest","0","37","781.303,920","831.932,880","716","Omni Forest","14","Destination Id: 0 StartCoords: 831.82 8.79 880.00 EndCoords: 781.53 25.88 920.00",""
"717","Greater Omni Forest","0","38","831.932,880","859.179,840","716","Omni Forest","13","Destination Id: 0 StartCoords: 858.27 3.64 840.00 EndCoords: 831.82 8.79 880.00",""
"717","Greater Omni Forest","0","39","859.179,840","871.78,800","716","Omni Forest","12","Destination Id: 0 StartCoords: 880.00 1.54 808.30 EndCoords: 858.27 3.64 840.00",""
"717","Greater Omni Forest","0","40","871.78,800","920,741.742","716","Omni Forest","11","Destination Id: 0 StartCoords: 920.00 0.00 741.42 EndCoords: 880.00 1.54 808.30",""
"717","Greater Omni Forest","0","41","920,741.742","915.141,680","716","Omni Forest","10","Destination Id: 0 StartCoords: 915.56 0.36 680.00 EndCoords: 920.00 0.00 741.42",""
"717","Greater Omni Forest","0","42","915.141,680","897.25,520","716","Omni Forest","9","Destination Id: 0 StartCoords: 901.23 0.00 520.00 EndCoords: 915.56 0.36 680.00",""
"717","Greater Omni Forest","0","43","897.25,520","906.3,201.5","716","Omni Forest","8","Destination Id: 0 StartCoords: 906.30 0.00 201.50 EndCoords: 901.23 0.00 520.00",""
"717","Greater Omni Forest","0","46","2402.786,2828.034","2402.286,3287.657","615","Southern Fouls Hills","1","Destination Id: 0 StartCoords: 209.81 4.57 3270.97 EndCoords: 203.56 16.38 2836.55",""
"730","Rome Park","2","0","386.314,439.077","386.537,445.69","735","Rome Blue","14","","invalid destination index"
"730","Rome Park","2","4","226.224,444.943","226.557,438.357","740","Rome Green","16","","invalid destination index"
"730","Rome Park","2","6","226.724,188.885","226.796,182.437","740","Rome Green","15","","invalid destination index"
"730","Rome Park","2","10","386.837,183.079","386.828,189.698","735","Rome Blue","15","","invalid destination index"
"735","Rome Blue","0","3","749.386,262.82","749.703,269.378","687","Galway Shire","3","Destination Id: 0 StartCoords: 159.30 17.40 832.39 EndCoords: 158.82 17.40 825.88",""
"735","Rome Blue","0","5","749.607,358.87","749.589,365.296","687","Galway Shire","2","Destination Id: 0 StartCoords: 158.86 17.40 928.39 EndCoords: 159.03 17.40 921.88",""
"735","Rome Blue","0","10","526.649,445.641","526.669,438.955","730","Rome Park","1","Destination Id: 0 StartCoords: 386.31 17.80 439.08 EndCoords: 386.54 17.80 445.69",""
"735","Rome Blue","0","12","526.392,189.594","526.348,183","730","Rome Park","4","Destination Id: 0 StartCoords: 386.84 17.80 183.08 EndCoords: 386.83 17.80 189.70",""
"740","Rome Green","0","10","433.14,182.799","433.006,189.298","730","Rome Park","3","Destination Id: 0 StartCoords: 226.72 17.80 188.88 EndCoords: 226.80 17.80 182.44",""
"740","Rome Green","0","12","434.103,438.421","434.23,445.016","730","Rome Park","2","Destination Id: 0 StartCoords: 226.22 17.80 444.94 EndCoords: 226.56 17.90 438.36",""
"760","4 Holes","0","1","2205.397,206.575","2205.365,2599.916","635","Stret East Bank","4","Destination Id: 0 StartCoords: 203.44 0.60 3197.51 EndCoords: 205.48 38.99 1049.74",""
"760","4 Holes","0","3","2153.662,2599.949","207.386,2601.117","790","Stret West Bank","2","Destination Id: 0 StartCoords: 200.00 23.64 200.00 EndCoords: 2558.72 0.00 198.50",""
"760","4 Holes","0","5","204.691,199.601","2140.15,203.542","655","Andromeda","10","Destination Id: 0 StartCoords: 3650.48 0.00 2844.08 EndCoords: 1764.06 0.00 2844.56",""
"790","Stret West Bank","0","2","2732.681,3480.1","2006.758,3482.676","585","Aegean","6","Destination Id: 0 StartCoords: 204.71 60.42 200.17 EndCoords: 1035.61 0.90 200.17",""
"790","Stret West Bank","0","5","1110,3300","1100,3280","791","Holes in the Wall","18","","invalid destination index"
"790","Stret West Bank","0","6","1100,3280","1080,3270","791","Holes in the Wall","17","Destination Id: 0 StartCoords: 1083.73 7.50 1951.03 EndCoords: 1103.73 18.80 1961.03",""
"790","Stret West Bank","0","7","1080,3270","1040,3240","791","Holes in the Wall","16","Destination Id: 0 StartCoords: 1043.73 46.80 1921.03 EndCoords: 1083.73 7.50 1951.03",""
"790","Stret West Bank","0","8","1040,3240","960,2940","791","Holes in the Wall","15","Destination Id: 0 StartCoords: 963.72 49.20 1621.03 EndCoords: 1043.73 46.80 1921.03",""
"790","Stret West Bank","0","9","960,2940","950,2920","791","Holes in the Wall","14","Destination Id: 0 StartCoords: 953.72 8.50 1601.03 EndCoords: 963.72 49.20 1621.03",""
"790","Stret West Bank","0","10","950,2920","960,2750","791","Holes in the Wall","13","Destination Id: 0 StartCoords: 963.72 4.70 1431.03 EndCoords: 953.72 8.50 1601.03",""
"790","Stret West Bank","0","11","960,2750","960,2730","791","Holes in the Wall","12","Destination Id: 0 StartCoords: 963.72 43.10 1336.03 EndCoords: 963.72 4.70 1431.03",""
"790","Stret West Bank","0","12","960,2730","960,2520.037","791","Holes in the Wall","11","Destination Id: 0 StartCoords: 961.59 46.59 1201.03 EndCoords: 963.72 43.10 1336.03",""
"790","Stret West Bank","0","13","960,2520.037","970,2480","791","Holes in the Wall","10","Destination Id: 0 StartCoords: 973.72 5.60 1161.03 EndCoords: 961.59 46.59 1201.03",""
"790","Stret West Bank","0","14","970,2480","960,2380","791","Holes in the Wall","9","Destination Id: 0 StartCoords: 963.72 23.20 1061.03 EndCoords: 973.72 5.60 1161.03",""
"790","Stret West Bank","0","15","960,2380","990,2320","791","Holes in the Wall","8","Destination Id: 0 StartCoords: 993.72 35.00 1001.03 EndCoords: 963.72 23.20 1061.03",""
"790","Stret West Bank","0","16","990,2320","1000,2250","791","Holes in the Wall","7","Destination Id: 0 StartCoords: 1003.72 30.60 931.03 EndCoords: 993.72 35.00 1001.03",""
"790","Stret West Bank","0","17","1000,2250","1010,1920","791","Holes in the Wall","6","Destination Id: 0 StartCoords: 1013.72 6.70 601.03 EndCoords: 1003.72 30.60 931.03",""
"790","Stret West Bank","0","18","1010,1920","1000,1710","791","Holes in the Wall","5","Destination Id: 0 StartCoords: 1003.72 20.70 401.03 EndCoords: 1013.72 6.70 601.03",""
"790","Stret West Bank","0","19","1000,1710","820,1520","791","Holes in the Wall","4","Destination Id: 0 StartCoords: 823.72 20.00 201.03 EndCoords: 1003.72 20.70 401.03",""
"790","Stret West Bank","0","20","820,1520","267.6,1555.565","791","Holes in the Wall","3","Destination Id: 0 StartCoords: 271.36 48.42 236.56 EndCoords: 823.72 20.00 201.03",""
"790","Stret West Bank","0","114","200,200","2558.717,198.496","760","4 Holes","5","Destination Id: 0 StartCoords: 2153.66 0.60 2599.95 EndCoords: 207.39 39.30 2601.12",""
"790","Stret West Bank","0","117","2602.404,222.137","2759.419,3469.9","650","Upper Stret East Bank","5","","invalid destination index"
"791","Holes in the Wall","0","0","1119.249,2164.196","660.959,2161.587","550","Athen Shire","1","Destination Id: 0 StartCoords: 1708.00 38.20 200.00 EndCoords: 2140.00 34.20 200.00",""
"791","Holes in the Wall","0","114","141.757,763.992","141.757,741.992","800","Borealis","1","Destination Id: 0 StartCoords: 923.15 0.00 119.08 EndCoords: 921.94 0.00 139.13",""
"791","Holes in the Wall","0","165","271.356,236.557","823.723,201.03","790","Stret West Bank","20","Destination Id: 0 StartCoords: 820.00 17.79 1520.00 EndCoords: 267.60 46.22 1555.57",""
"791","Holes in the Wall","0","166","823.723,201.03","1003.723,401.03","790","Stret West Bank","19","Destination Id: 0 StartCoords: 1000.00 18.49 1710.00 EndCoords: 820.00 17.79 1520.00",""
"791","Holes in the Wall","0","167","1003.723,401.03","1013.724,601.03","790","Stret West Bank","18","Destination Id: 0 StartCoords: 1010.00 4.49 1920.00 EndCoords: 1000.00 18.49 1710.00",""
"791","Holes in the Wall","0","168","1013.724,601.03","1003.723,931.03","790","Stret West Bank","17","Destination Id: 0 StartCoords: 1000.00 28.39 2250.00 EndCoords: 1010.00 4.49 1920.00",""
"791","Holes in the Wall","0","169","1003.723,931.03","993.723,1001.03","790","Stret West Bank","16","Destination Id: 0 StartCoords: 990.00 32.79 2320.00 EndCoords: 1000.00 28.39 2250.00",""
"791","Holes in the Wall","0","170","993.723,1001.03","963.723,1061.03","790","Stret West Bank","15","Destination Id: 0 StartCoords: 960.00 20.99 2380.00 EndCoords: 990.00 32.79 2320.00",""
"791","Holes in the Wall","0","171","963.723,1061.03","973.723,1161.03","790","Stret West Bank","14","Destination Id: 0 StartCoords: 970.00 3.39 2480.00 EndCoords: 960.00 20.99 2380.00",""
"791","Holes in the Wall","0","172","973.723,1161.03","961.594,1201.03","790","Stret West Bank","13","Destination Id: 0 StartCoords: 960.00 44.59 2520.04 EndCoords: 970.00 3.39 2480.00",""
"791","Holes in the Wall","0","173","961.594,1201.03","963.723,1336.03","790","Stret West Bank","12","Destination Id: 0 StartCoords: 960.00 40.89 2730.00 EndCoords: 960.00 44.59 2520.04",""
"791","Holes in the Wall","0","174","963.723,1336.03","963.723,1431.03","790","Stret West Bank","11","Destination Id: 0 StartCoords: 960.00 2.49 2750.00 EndCoords: 960.00 40.89 2730.00",""
"791","Holes in the Wall","0","175","963.723,1431.03","953.723,1601.03","790","Stret West Bank","10","Destination Id: 0 StartCoords: 950.00 6.29 2920.00 EndCoords: 960.00 2.49 2750.00",""
"791","Holes in the Wall","0","176","953.723,1601.03","963.723,1621.03","790","Stret West Bank","9","Destination Id: 0 StartCoords: 960.00 46.99 2940.00 EndCoords: 950.00 6.29 2920.00",""
"791","Holes in the Wall","0","177","963.723,1621.03","1043.725,1921.03","790","Stret West Bank","8","Destination Id: 0 StartCoords: 1040.00 44.59 3240.00 EndCoords: 960.00 46.99 2940.00",""
"791","Holes in the Wall","0","178","1043.725,1921.03","1083.725,1951.03","790","Stret West Bank","7","Destination Id: 0 StartCoords: 1080.00 5.29 3270.00 EndCoords: 1040.00 44.59 3240.00",""
"791","Holes in the Wall","0","179","1083.725,1951.03","1103.725,1961.03","790","Stret West Bank","6","Destination Id: 0 StartCoords: 1100.00 16.59 3280.00 EndCoords: 1080.00 5.29 3270.00",""
"791","Holes in the Wall","0","180","1103.725,1961.03","1113.725,1981.03","790","Stret West Bank","5","Destination Id: 0 StartCoords: 1110.00 44.09 3300.00 EndCoords: 1100.00 16.59 3280.00",""
"795","The Longest Road","1","4","4439.994,863.575","4439.994,1631.074","550","Athen Shire","10","Destination Id: 0 StartCoords: 1200.00 29.40 1026.00 EndCoords: 1200.00 28.30 262.00",""
"800","Borealis","0","33","923.442,118.962","922.233,139.018","791","Holes in the Wall","2","Destination Id: 0 StartCoords: 141.76 0.10 763.99 EndCoords: 141.76 0.10 741.99",""
"4001","Jobe Research","16","0","855.914,965.129","848.092,965.164","4310","Nascense Frontier","4","","invalid destination index"
"4001","Jobe Research","17","1","668.561,563.449","684.361,532.378","4311","Nascense Wilds","5","","invalid destination index"
"4001","Jobe Research","18","1","1104.267,802.479","1092.232,818.464","4312","Nascense Swamp","4","","invalid destination index"
"4005","Burning Marshes","28","3","2657.205,1212.329","2657.296,1215.455","4605","Inferno","5","Destination Id: 0 StartCoords: 2656.35 41.89 1216.44 EndCoords: 2656.38 41.30 1211.94",""
"4005","Burning Marshes","28","9","2294.405,1716.938","2291.538,1716.709","4605","Inferno","4","Destination Id: 0 StartCoords: 2289.80 26.02 1717.47 EndCoords: 2296.17 25.23 1717.55",""
"4005","Burning Marshes","28","11","2262.178,1716.312","2236.239,1716.465","4605","Inferno","3","Destination Id: 0 StartCoords: 2232.36 24.37 1716.49 EndCoords: 2262.75 37.66 1716.59",""
"4006","Penumbra","0","0","1907.024,2081.344","1904.955,2066.746","4320","Penumbra Forest","2","Destination Id: 0 StartCoords: 1902.36 50.55 2069.23 EndCoords: 1905.02 43.58 2083.16",""
"4310","Nascense Frontier","13","1","848.084,965.011","855.834,965.3","4001","Jobe Research","4","Destination Id: 0 StartCoords: 855.91 34.69 965.13 EndCoords: 848.09 34.40 965.16",""
"4310","Nascense Frontier","14","1","534.985,1826.566","562.611,1798.813","4311","Nascense Wilds","4","","invalid destination index"
"4310","Nascense Frontier","15","1","1212.383,1723.093","1217.352,1740.459","4312","Nascense Swamp","5","","invalid destination index"
"4311","Nascense Wilds","9","1","561.954,1798.068","543.173,1828.747","4310","Nascense Frontier","5","","invalid destination index"
"4311","Nascense Wilds","10","1","683.903,531.846","669.453,563.219","4001","Jobe Research","7","","invalid destination index"
"4312","Nascense Swamp","5","1","1216.899,1739.19","1212.86,1723.556","4310","Nascense Frontier","6","","invalid destination index"
"4312","Nascense Swamp","6","1","1092.078,818.468","1104.133,802.179","4001","Jobe Research","6","Destination Id: 0 StartCoords: 1104.27 10.43 802.48 EndCoords: 1092.23 11.35 818.46",""
"4320","Penumbra Forest","0","0","1902.363,2069.227","1905.019,2083.157","4321","Penumbra Valley","3","Destination Id: 0 StartCoords: 1906.72 43.01 2082.14 EndCoords: 1904.07 50.62 2067.04",""
"4320","Penumbra Forest","0","223","1744.236,231.835","1747.795,268.066","4321","Penumbra Valley","4","Destination Id: 0 StartCoords: 1749.31 50.80 266.57 EndCoords: 1742.63 52.30 226.57",""
"4321","Penumbra Valley","0","3","1906.724,2082.143","1904.07,2067.036","4320","Penumbra Forest","2","Destination Id: 0 StartCoords: 1902.36 50.55 2069.23 EndCoords: 1905.02 43.58 2083.16",""
"4321","Penumbra Valley","1","0","1749.313,266.574","1742.634,226.572","4320","Penumbra Forest","5","Destination Id: 0 StartCoords: 1744.24 52.65 231.84 EndCoords: 1747.80 48.40 268.07",""
"4504","West Buggy (DONT DELETE)","29","1","730.067,729.977","723.955,730.742","4505","South Buggy (DONT DELETE)","12","Destination Id: 0 StartCoords: 728.26 33.26 1532.59 EndCoords: 727.15 33.26 1530.30",""
"4504","West Buggy (DONT DELETE)","30","1","794,809.3","794.3,817.2","4505","South Buggy (DONT DELETE)","23","Destination Id: 0 StartCoords: 796.04 34.98 1609.01 EndCoords: 793.47 35.23 1611.68",""
"4504","West Buggy (DONT DELETE)","31","1","1277.6,777.3","1271,774.3","4505","South Buggy (DONT DELETE)","24","","invalid destination index"
"4504","West Buggy (DONT DELETE)","32","1","1263,976.7","1255.5,976.3","4505","South Buggy (DONT DELETE)","25","","invalid destination index"
"4504","West Buggy (DONT DELETE)","33","1","1186.512,1293.608","1185.692,1286.017","4504","West Buggy (DONT DELETE)","29","","invalid destination index"
"4504","West Buggy (DONT DELETE)","34","1","1156.9,1759","1152,1755.8","4504","West Buggy (DONT DELETE)","38","","invalid destination index"
"4505","South Buggy (DONT DELETE)","33","2","725.644,1534.58","724.044,1530.68","4504","West Buggy (DONT DELETE)","12","Destination Id: 0 StartCoords: 720.13 33.22 733.83 EndCoords: 721.10 33.22 735.84",""
"4505","South Buggy (DONT DELETE)","34","2","799.8,1611.4","796,1615.2","4504","West Buggy (DONT DELETE)","23","","invalid destination index"
"4505","South Buggy (DONT DELETE)","35","2","1274.9,1583.3","1271.6,1575.7","4504","West Buggy (DONT DELETE)","25","","invalid destination index"
"4505","South Buggy (DONT DELETE)","36","2","1262.6,1783","1256.7,1777.2","4504","West Buggy (DONT DELETE)","28","","invalid destination index"
"4505","South Buggy (DONT DELETE)","37","2","1456.8,1623.1","1447.4,1626.9","4542","Central Elysium","23","Destination Id: 0 StartCoords: 692.10 15.90 550.70 EndCoords: 696.00 15.90 547.90",""
"4505","South Buggy (DONT DELETE)","38","2","1626.1,1583.2","1621.2,1580.6","4542","Central Elysium","9","Destination Id: 0 StartCoords: 861.00 16.00 504.10 EndCoords: 863.13 16.00 505.26",""
"4505","South Buggy (DONT DELETE)","39","2","1908.6,1488.4","1903.6,1493.2","4543","East of Elysium","36","","invalid destination index"
"4505","South Buggy (DONT DELETE)","40","2","2074.6,1411.4","2070.9,1415.2","4543","East of Elysium","34","","invalid destination index"
"4505","South Buggy (DONT DELETE)","41","2","2314.4,1358","2309.1,1358","4543","East of Elysium","32","","invalid destination index"
"4505","South Buggy (DONT DELETE)","42","2","2401,1281.5","2394.8,1286.6","4543","East of Elysium","31","","invalid destination index"
"4540","South of Elysium","33","2","725.644,1534.58","724.044,1530.68","4541","West of Elysium","12","Destination Id: 0 StartCoords: 720.13 33.22 733.83 EndCoords: 721.10 33.22 735.84",""
"4540","South of Elysium","34","2","799.8,1611.4","796,1615.2","4541","West of Elysium","23","","invalid destination index"
"4540","South of Elysium","35","2","1274.9,1583.3","1271.6,1575.7","4541","West of Elysium","25","","invalid destination index"
"4540","South of Elysium","36","2","1262.6,1783","1256.7,1777.2","4541","West of Elysium","28","","invalid destination index"
"4540","South of Elysium","37","2","1456.8,1623.1","1447.4,1626.9","4542","Central Elysium","23","Destination Id: 0 StartCoords: 692.10 15.90 550.70 EndCoords: 696.00 15.90 547.90",""
"4540","South of Elysium","38","2","1626.1,1583.2","1621.2,1580.6","4542","Central Elysium","9","Destination Id: 0 StartCoords: 861.00 16.00 504.10 EndCoords: 863.13 16.00 505.26",""
"4540","South of Elysium","39","2","1908.6,1488.4","1903.6,1493.2","4543","East of Elysium","36","","invalid destination index"
"4540","South of Elysium","40","2","2074.6,1411.4","2070.9,1415.2","4543","East of Elysium","34","","invalid destination index"
"4540","South of Elysium","41","2","2314.4,1358","2309.1,1358","4543","East of Elysium","32","","invalid destination index"
"4540","South of Elysium","42","2","2401,1281.5","2394.8,1286.6","4543","East of Elysium","31","","invalid destination index"
"4541","West of Elysium","29","2","723.955,730.742","725.379,734.486","4540","South of Elysium","12","Destination Id: 0 StartCoords: 728.26 33.26 1532.59 EndCoords: 727.15 33.26 1530.30",""
"4541","West of Elysium","30","2","794.3,817.2","800.5,810.7","4540","South of Elysium","23","Destination Id: 0 StartCoords: 796.04 34.98 1609.01 EndCoords: 793.47 35.23 1611.68",""
"4541","West of Elysium","31","2","1271,774.3","1274.8,783.2","4540","South of Elysium","24","","invalid destination index"
"4541","West of Elysium","32","2","1255.5,976.3","1262.6,983.2","4540","South of Elysium","25","","invalid destination index"
"4541","West of Elysium","33","2","1185.692,1286.017","1178.911,1293.046","4542","Central Elysium","25","Destination Id: 0 StartCoords: 425.37 63.21 1015.73 EndCoords: 428.87 63.37 1011.93",""
"4541","West of Elysium","34","2","1152,1755.8","1152.1,1762.6","4542","Central Elysium","28","Destination Id: 0 StartCoords: 396.20 68.80 1481.80 EndCoords: 396.30 68.90 1476.60",""
"4541","West of Elysium","35","2","1061.312,1848.097","1054.252,1848.122","4544","North of Elysium","25","Destination Id: 0 StartCoords: 775.90 58.20 172.40 EndCoords: 779.50 58.20 172.50",""
"4541","West of Elysium","36","2","877.061,1837.939","867.173,1843.124","4544","North of Elysium","23","Destination Id: 0 StartCoords: 593.70 28.80 166.30 EndCoords: 596.20 28.80 164.20",""
"4541","West of Elysium","37","2","790.974,1987.918","783.155,1987.944","4544","North of Elysium","9","Destination Id: 0 StartCoords: 505.10 17.20 311.80 EndCoords: 508.60 17.20 311.80",""
"4542","Central Elysium","0","2","861.333,500.833","866.033,503.233","4540","South of Elysium","27","","invalid destination index"
"4542","Central Elysium","1","2","687.8,546.9","694.6,542.9","4540","South of Elysium","26","","invalid destination index"
"4542","Central Elysium","2","2","416.9,1015.3","427.9,1003.8","4541","West of Elysium","29","","invalid destination index"
"4542","Central Elysium","3","2","392,1481.9","392.1,1476.2","4541","West of Elysium","38","","invalid destination index"
"4542","Central Elysium","4","2","590.25,1864.384","586.289,1863.088","4544","North of Elysium","27","","invalid destination index"
"4542","Central Elysium","5","2","709.7,1857","709.7,1850.8","4544","North of Elysium","30","","invalid destination index"
"4542","Central Elysium","6","2","782.5,1964.1","777.3,1964.1","4544","North of Elysium","31","","invalid destination index"
