mission_ql,captured,offer_count,request_count,unique_destinations,unique_destination_playfields,new_destinations_last_100,new_destinations_last_500,new_destinations_last_1000,marginal_new_destinations_per_1000,saturation,previous_ql_destination_jaccard,next_ql_destination_jaccard,candidate_level_count,candidate_levels,candidate_detents,recommended_priority,recommendation_reason,included_in_broad_wave,probability_inference
186,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,102;124;155;186;207;219,102:11;124:10;155:8;186:6;207:5;219:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
187,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,104;125;144;156;170;187;208;220,104:11;125:10;144:9;156:8;170:7;187:6;208:5;220:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
188,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,105;145;157;171;188;209,105:11;145:9;157:8;171:7;188:6;209:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
189,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,106;126;146;158;172;189;210;211,106:11;126:10;146:9;158:8;172:7;189:6;210:5;211:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
190,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,127;159;173;190;212,127:10;159:8;173:7;190:6;212:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
191,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,107;147;174;191;213,107:11;147:9;174:7;191:6;213:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
192,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,128;148;160;175;192;214,128:10;148:9;160:8;175:7;192:6;214:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
193,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,108;129;149;161;176;193;215,108:11;129:10;149:9;161:8;176:7;193:6;215:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
194,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,162;177;194;216,162:8;177:7;194:6;216:5,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
195,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,109;130;150;163;178;195;217,109:11;130:10;150:9;163:8;178:7;195:6;217:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
196,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,131;151;164;179;196;218,131:10;151:9;164:8;179:7;196:6;218:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
197,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,110;152;197;219,110:11;152:9;197:6;219:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
198,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,111;132;153;165;180;198;220,111:11;132:10;153:9;165:8;180:7;198:6;220:5,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
199,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,133;166;181;199,133:10;166:8;181:7;199:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
200,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,112;154;167;182;200,112:11;154:9;167:8;182:7;200:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
201,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,134;155;168;183;201,134:10;155:9;168:8;183:7;201:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
202,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,113;135;156;169;184;202,113:11;135:10;156:9;169:8;184:7;202:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
203,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,2,185;203,185:7;203:6,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
204,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,114;136;157;170;186;204,114:11;136:10;157:9;170:8;186:7;204:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
205,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,137;158;171;187;205,137:10;158:9;171:8;187:7;205:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
206,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,115;159;172;188;206,115:11;159:9;172:8;188:7;206:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
207,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,138;173;189;207,138:10;173:8;189:7;207:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
208,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,116;139;160;174;208,116:11;139:10;160:9;174:8;208:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
209,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,161;190;209,161:9;190:7;209:6,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
210,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,117;140;162;175;191;210,117:11;140:10;162:9;175:8;191:7;210:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
211,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,118;141;163;176;192;211,118:11;141:10;163:9;176:8;192:7;211:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
212,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,142;177;193;212,142:10;177:8;193:7;212:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
213,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,164;178;194;213,164:9;178:8;194:7;213:6,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
214,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,119;143;165;179;195;214,119:11;143:10;165:9;179:8;195:7;214:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
215,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,120;166;196;215,120:11;166:9;196:7;215:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
216,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,144;180;197;216,144:10;180:8;197:7;216:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
217,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,121;145;167;181;198;217,121:11;145:10;167:9;181:8;198:7;217:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
218,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,122;168;182;199;218,122:11;168:9;182:8;199:7;218:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
219,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,146;169;183;219,146:10;169:9;183:8;219:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
220,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,123;147;170;184;200;220,123:11;147:10;170:9;184:8;200:7;220:6,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
221,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,1,201,201:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
222,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,124;148;171;185;202,124:11;148:10;171:9;185:8;202:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
223,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,149;172;186;203,149:10;172:9;186:8;203:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
224,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,125;173;187;204,125:11;173:9;187:8;204:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
225,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,126;127;150;188;205,126:11;127:11;150:10;188:8;205:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
226,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,128;151;174;189;206,128:11;151:10;174:9;189:8;206:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
227,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,129;175;207,129:11;175:9;207:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
228,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,152;176;190;208,152:10;176:9;190:8;208:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
229,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,153;191;209,153:10;191:8;209:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
230,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,2,177;192,177:9;192:8,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
231,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,154;178;193;210,154:10;178:9;193:8;210:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
232,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,130;155;179;194;211,130:11;155:10;179:9;194:8;211:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
233,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,2,180;212,180:9;212:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
234,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,156;195;213,156:10;195:8;213:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
235,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,131;157;181;196;214,131:11;157:10;181:9;196:8;214:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
236,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,132;182;197;215,132:11;182:9;197:8;215:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
237,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,5,133;158;183;198;216,133:11;158:10;183:9;198:8;216:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
238,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,134;159;199;217,134:11;159:10;199:8;217:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
239,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,135;184;218,135:11;184:9;218:7,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
240,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,160;185;200;219,160:10;185:9;200:8;219:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
241,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,161;186;201,161:10;186:9;201:8,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
242,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,2,202;220,202:8;220:7,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
243,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,136;162;187;203,136:11;162:10;187:9;203:8,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
244,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,163;188;204,163:10;188:9;204:8,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
245,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,2,137;189,137:11;189:9,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
246,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,4,138;164;190;205,138:11;164:10;190:9;205:8,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
247,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,2,165;206,165:10;206:8,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
248,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,139;191;207,139:11;191:9;207:8,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
249,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,3,166;192;208,166:10;192:9;208:8,P0,VALIDATE_LOCAL_TABLE_ONLY_HIGH_QL_EDGE,True,NOT_PERFORMED
250,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,81,140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220,140:11;141:11;142:11;143:11;144:11;145:11;146:11;147:11;148:11;149:11;150:11;151:11;152:11;153:11;154:11;155:11;156:11;157:11;158:11;159:11;160:11;161:11;162:11;163:11;164:11;165:11;166:11;167:10/11;168:10/11;169:10/11;170:10/11;171:10/11;172:10/11;173:10/11;174:10/11;175:10/11;176:10/11;177:10/11;178:10/11;179:10/11;180:10/11;181:10/11;182:10/11;183:10/11;184:10/11;185:10/11;186:10/11;187:10/11;188:10/11;189:10/11;190:10/11;191:10/11;192:10/11;193:9/10/11;194:9/10/11;195:9/10/11;196:9/10/11;197:9/10/11;198:9/10/11;199:9/10/11;200:9/10/11;201:9/10/11;202:9/10/11;203:9/10/11;204:9/10/11;205:9/10/11;206:9/10/11;207:9/10/11;208:9/10/11;209:8/9/10/11;210:8/9/10/11;211:8/9/10/11;212:8/9/10/11;213:8/9/10/11;214:8/9/10/11;215:8/9/10/11;216:8/9/10/11;217:8/9/10/11;218:8/9/10/11;219:8/9/10/11;220:8/9/10/11,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
